#Observed stellar mass range: 9.2 < log10(M*/Msun) < 9.4
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0.0043375 0.004984 -5.17629e-05 0.994507 0.00124979 0.00835961 87608 18934
0.994717 0.0305908 0.00344238 0.00862615 0.847048 0.0235917 0.00299662 87608 18934
0.987123 0.0450758 0.00425092 0.0114938 0.751822 0.0287332 0.000469446 87608 18934
0.979529 0.053922 0.00515159 0.0135039 0.686173 0.0340034 -0.000405312 87608 18934
0.971935 0.0619921 0.00476135 0.0165962 0.636844 0.0337027 -0.0015291 87608 18934
0.964342 0.0673569 0.00480182 0.0174517 0.599398 0.0369468 -0.000291765 87608 18934
0.956748 0.0713748 0.00534907 0.018667 0.564487 0.0368907 0.00246876 87608 18934
0.949154 0.0741485 0.00541391 0.0181691 0.53528 0.0359529 0.00159174 87608 18934
0.941560 0.075952 0.00540817 0.018158 0.507869 0.0380177 0.00139451 87608 18934
0.933967 0.0766368 0.00653451 0.0170251 0.486638 0.0347005 0.00640985 87608 18934
0.926373 0.0791138 0.00588734 0.0184217 0.464455 0.0333245 0.00741646 87608 18934
0.918779 0.079422 0.00625032 0.0177364 0.441798 0.0336709 0.00582543 87608 18934
0.911185 0.0813282 0.005672 0.018115 0.421358 0.0304759 0.00778666 87608 18934
0.903592 0.0829833 0.00527501 0.0185231 0.400655 0.0325933 0.0073652 87608 18934
0.895998 0.0844329 0.00529529 0.0190001 0.388983 0.0288495 0.012145 87608 18934
0.888404 0.0864647 0.00478163 0.0197414 0.373138 0.0273715 0.0129911 87608 18934
0.880810 0.0859967 0.00546397 0.0181816 0.356871 0.0268847 0.0124722 87608 18934
0.873217 0.0869669 0.00467137 0.0189752 0.341608 0.0268066 0.0133713 87608 18934
0.865623 0.0858027 0.00472456 0.0184606 0.324548 0.0290829 0.0110408 87608 18934
0.858029 0.0853917 0.00467797 0.0173692 0.314566 0.0263217 0.0134256 87608 18934
0.850435 0.0850836 0.00456477 0.0181466 0.301204 0.0268314 0.0135243 87608 18934
0.842842 0.0835768 0.00432508 0.0170124 0.292701 0.0246355 0.0140737 87608 18934
0.835248 0.0822299 0.00539869 0.0159126 0.284462 0.0242717 0.014238 87608 18934
0.827654 0.0817962 0.00519396 0.0150564 0.27205 0.0257185 0.0134965 87608 18934
0.820060 0.0813738 0.00496431 0.014749 0.266293 0.023285 0.0168166 87608 18934
0.812467 0.0793078 0.00481595 0.014097 0.257209 0.0211608 0.0181053 87608 18934
0.804873 0.0784632 0.00496726 0.01397 0.244481 0.024114 0.0136272 87608 18934
0.797279 0.0767167 0.00576859 0.0131377 0.238037 0.0237835 0.0130954 87608 18934
0.789685 0.074685 0.00550388 0.0121453 0.22758 0.0241542 0.0145058 87608 18934
0.782092 0.0746279 0.00483459 0.0132336 0.219816 0.0246393 0.0157285 87608 18934
0.774498 0.0730299 0.00509384 0.0124267 0.209517 0.0270948 0.0124387 87608 18934
0.766904 0.0717172 0.00545777 0.012898 0.203444 0.0271022 0.0136878 87608 18934
0.759310 0.069537 0.0057838 0.0119818 0.193145 0.0298405 0.0116585 87608 18934
0.751717 0.0680075 0.00603388 0.0118289 0.185856 0.0282201 0.0116295 87608 18934
0.744123 0.0658159 0.00560385 0.0118964 0.180839 0.0277355 0.0138803 87608 18934
0.736529 0.0651767 0.00514929 0.0117442 0.175716 0.0259697 0.0159092 87608 18934
0.728935 0.063202 0.00543635 0.0110422 0.169167 0.0281141 0.014993 87608 18934
0.721342 0.0626084 0.00579646 0.0112969 0.160558 0.0305315 0.013025 87608 18934
0.713748 0.0599489 0.00596714 0.0103154 0.154748 0.0295472 0.0138007 87608 18934
0.706154 0.058602 0.00624558 0.0111809 0.150153 0.0314042 0.0129637 87608 18934
0.698560 0.0567871 0.00641185 0.0106752 0.142759 0.0312712 0.0119341 87608 18934
0.690967 0.0543444 0.00683984 0.0105287 0.138534 0.0301108 0.0131262 87608 18934
0.683373 0.0534883 0.0072677 0.0104372 0.131826 0.0323787 0.0103306 87608 18934
0.678310 0.0527577 0.00648064 0.0111633 0.128605 0.0359607 0.00995838 87608 18934
0.673248 0.0519473 0.00696028 0.0112873 0.128235 0.0333139 0.0112313 87608 18934
0.668185 0.0498927 0.00661692 0.0111495 0.122161 0.0311486 0.0107724 87608 18934
0.663123 0.048717 0.00745602 0.0105804 0.117619 0.0321317 0.0117652 87608 18934
0.658060 0.0480892 0.00724565 0.0116268 0.115401 0.0328388 0.0105335 87608 18934
0.652998 0.0465597 0.00752907 0.0113069 0.113235 0.0312936 0.0118835 87608 18934
0.647935 0.0442197 0.00796923 0.00987953 0.10806 0.0336809 0.0103366 87608 18934
0.642873 0.0426445 0.00811798 0.0091994 0.106105 0.0308915 0.0112234 87608 18934
0.637810 0.0413433 0.00833274 0.00929446 0.104151 0.0313662 0.0114866 87608 18934
0.632748 0.0415373 0.00829749 0.00987664 0.103253 0.0303159 0.0125441 87608 18934
0.627685 0.0399164 0.00888342 0.00948172 0.0980247 0.0315762 0.0109598 87608 18934
0.622623 0.0393686 0.00864808 0.0098397 0.0955424 0.0321666 0.0109873 87608 18934
0.617560 0.0379532 0.00934083 0.00971949 0.0930601 0.0327355 0.0110743 87608 18934
0.612498 0.0375194 0.0090503 0.0100239 0.0902081 0.0317257 0.0120366 87608 18934
0.607435 0.0366519 0.00908399 0.0100137 0.0875145 0.029734 0.0119385 87608 18934
0.602373 0.0352593 0.00886308 0.00995053 0.0851378 0.0279157 0.0122218 87608 18934
0.597310 0.034232 0.00925415 0.00958293 0.0821802 0.0298573 0.0111893 87608 18934
0.592248 0.0326682 0.00921881 0.00933388 0.0787472 0.0296258 0.0128934 87608 18934
0.587185 0.0309789 0.00980308 0.00867707 0.0758952 0.028126 0.0116272 87608 18934
0.582123 0.0306479 0.00934097 0.00972191 0.0734129 0.0277935 0.0131258 87608 18934
0.577060 0.029027 0.00940771 0.00929284 0.069663 0.0267034 0.0119862 87608 18934
0.571997 0.02776 0.00966384 0.00879689 0.0685539 0.0263132 0.012736 87608 18934
0.566935 0.0267441 0.00908401 0.00840888 0.0664413 0.0259992 0.0131433 87608 18934
0.561872 0.0254429 0.00936446 0.0077341 0.0648041 0.0268916 0.0136726 87608 18934
0.556810 0.024621 0.00894861 0.00853873 0.0613183 0.0256769 0.0139294 87608 18934
0.551747 0.0235481 0.0092301 0.0084614 0.0595226 0.0254755 0.0149795 87608 18934
0.546685 0.0224979 0.00884549 0.00838095 0.055403 0.0283604 0.0132098 87608 18934
0.541622 0.0206716 0.00931336 0.00755041 0.0518644 0.0289817 0.011695 87608 18934
0.536560 0.0202721 0.00879882 0.00763612 0.0510721 0.0271639 0.0113642 87608 18934
0.531497 0.0187426 0.0094258 0.00740169 0.0472695 0.0265819 0.0110046 87608 18934
0.526435 0.0178979 0.00912683 0.00732915 0.0464772 0.0245509 0.0124102 87608 18934
0.521372 0.0169277 0.00840724 0.0070654 0.045685 0.0235757 0.0136382 87608 18934
0.516310 0.0161515 0.00793034 0.0068909 0.0418823 0.0226692 0.0126444 87608 18934
0.511247 0.0154438 0.00813485 0.00663545 0.0415126 0.0197486 0.0137319 87608 18934
0.506185 0.0141768 0.00829141 0.00631035 0.0370762 0.0220371 0.0118394 87608 18934
0.501122 0.0132636 0.00803203 0.00578963 0.034277 0.0207122 0.0112794 87608 18934
0.496060 0.0124874 0.00766693 0.00623419 0.0318475 0.0207475 0.0106574 87608 18934
0.490997 0.0118825 0.00736982 0.00587847 0.0315306 0.0200166 0.0110084 87608 18934
0.485935 0.0111519 0.00760623 0.00540244 0.0299989 0.0194312 0.0104811 87608 18934
0.480872 0.0103986 0.00687538 0.00528268 0.0291011 0.0188328 0.010533 87608 18934
0.475810 0.0100904 0.00623424 0.00536115 0.0261963 0.0178523 0.00964278 87608 18934
0.470747 0.00881198 0.00631216 0.00448278 0.0247703 0.0168153 0.00980149 87608 18934
0.465685 0.00832116 0.00605197 0.00426907 0.0228161 0.0174333 0.00918941 87608 18934
0.460622 0.00849237 0.00522434 0.00489739 0.020281 0.0173143 0.00864151 87608 18934
0.455560 0.00776185 0.00478171 0.00469436 0.0195416 0.0155317 0.00908817 87608 18934
0.450497 0.00705415 0.0050243 0.004361 0.017429 0.0138317 0.00801969 87608 18934
0.445435 0.00600402 0.00492236 0.00369458 0.0167952 0.0128344 0.00875411 87608 18934
0.440372 0.00577573 0.00470956 0.00379621 0.0152107 0.0123011 0.00754572 87608 18934
0.435310 0.00518217 0.00423162 0.00335912 0.0138904 0.0114848 0.00684044 87608 18934
0.430247 0.00462287 0.00393738 0.00297736 0.01257 0.0111502 0.00645307 87608 18934
0.425185 0.00456579 0.00342091 0.00306433 0.0118834 0.00949403 0.00663579 87608 18934
0.420122 0.0041777 0.00300498 0.0029588 0.0108271 0.00899696 0.00610083 87608 18934
0.415060 0.00382385 0.00254407 0.00278376 0.00839759 0.00899371 0.00455125 87608 18934
0.409997 0.00342434 0.00234549 0.00247156 0.007711 0.00815811 0.00399315 87608 18934
0.404935 0.00313898 0.00258572 0.00252132 0.00781663 0.00716839 0.004343 87608 18934
0.399872 0.00286504 0.00249782 0.00234174 0.00718285 0.00614004 0.00446141 87608 18934
0.394810 0.00270523 0.00200844 0.0021847 0.00644343 0.00666571 0.00427044 87608 18934
0.389747 0.0025226 0.00221169 0.00217689 0.00570402 0.00600964 0.0039004 87608 18934
0.384685 0.00216875 0.001851 0.00190298 0.00496461 0.00482576 0.00356184 87608 18934
0.379622 0.00202036 0.00181382 0.00176169 0.00480617 0.00441304 0.00320436 87608 18934
0.374560 0.00168934 0.00145448 0.00143144 0.00496461 0.00435953 0.00360439 87608 18934
0.369497 0.0014953 0.00114849 0.00131092 0.00374987 0.00467675 0.00277235 87608 18934
0.364435 0.00131267 0.00111398 0.00115568 0.00338016 0.0037966 0.00252147 87608 18934
0.359372 0.00107296 0.000998136 0.000959189 0.00301046 0.00404779 0.00258645 87608 18934
0.354310 0.000924573 0.00106548 0.000862481 0.00258794 0.00384966 0.00222623 87608 18934
0.349247 0.000856086 0.00102896 0.000811449 0.00285201 0.00287865 0.00256042 87608 18934
0.344185 0.00066204 0.00109315 0.000629913 0.00221823 0.00230256 0.0019797 87608 18934
0.339122 0.00055931 0.00086594 0.000535655 0.0021126 0.00171706 0.00193726 87608 18934
0.334060 0.000422336 0.000724293 0.000410509 0.00200697 0.00140573 0.00186992 87608 18934
0.328997 0.000308191 0.00085987 0.00029626 0.00163727 0.00180922 0.00147024 87608 18934
0.323935 0.000353849 0.000650756 0.000343247 0.00169008 0.00151879 0.00163509 87608 18934
0.318873 0.000273948 0.00059446 0.000262734 0.00153164 0.00126883 0.00153164 87608 18934
0.313810 0.00033102 0.000501108 0.000320137 0.00142601 0.00149115 0.00135386 87608 18934
0.308748 0.000216875 0.000436025 0.000205626 0.000897856 0.00191477 0.000837495 87608 18934
0.303685 0.00022829 0.000339118 0.00022829 0.000792226 0.00128912 0.000746234 87608 18934
0.298623 0.000216875 0.000365335 0.000206252 0.000792226 0.00152987 0.000740434 87608 18934
0.293560 0.000136974 0.000305605 0.000136974 0.000580965 0.0015073 0.000548467 87608 18934
0.288498 0.000136974 0.00029482 0.000136974 0.000264075 0.00103565 0.000264075 87608 18934
0.283435 9.13159e-05 0.00017478 9.13159e-05 0.000369705 0.000738813 0.000369705 87608 18934
0.278373 5.70724e-05 0.000156752 5.70724e-05 0.000475335 0.000629149 0.000475335 87608 18934
0.273310 4.56579e-05 0.000148412 4.56579e-05 0.000264075 0.000635964 0.000264075 87608 18934
0.268248 3.42434e-05 0.000149045 3.42434e-05 0.00010563 0.000531055 0.00010563 87608 18934
0.263185 3.42434e-05 6.70418e-05 2.33819e-05 5.2815e-05 0.000561005 5.2815e-05 87608 18934
0.258123 2.2829e-05 6.41588e-05 1.21033e-05 5.2815e-05 0.000297227 5.2815e-05 87608 18934
0.253060 1.14145e-05 6.88727e-05 1.14145e-05 0.000158445 0.000331614 0.000158445 87608 18934
0.247998 2.2829e-05 4.43325e-05 2.2829e-05 0.00010563 0.000473174 0.00010563 87608 18934
0.242935 1.14145e-05 5.57469e-05 1.14145e-05 0.00010563 0.000375962 0.00010563 87608 18934
