#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000577913 0.000722526 0.000339068 0.000939149 0.00203921 0.000576473 0.000836208 0.00207661 0.000481504 0.000961816 0.0020363 0.000717516 0.001287 0.00386764 0.001287 7.2 7.4 594620 454213 140407 25507 10865 747
7.5 0.000463823 0.000637868 0.000252387 0.00111878 0.00298242 0.000738487 0.0010408 0.00306762 0.000740178 0.00112418 0.0028153 0.000877224 0.00118624 0.00387065 0.00118624 7.4 7.6 489430 357112 132318 25744 10143 810
7.7 0.000389175 0.000798563 0.000228366 0.00150946 0.00452006 0.00113429 0.00168278 0.00507738 0.00126412 0.00158328 0.00477975 0.00117721 0 0.00853659 0 7.6 7.8 399882 276495 123387 26525 9992 848
7.9 0.000454681 0.00117912 0.000317065 0.00238628 0.00674394 0.00181746 0.0029444 0.00744935 0.00216072 0.00264947 0.00781078 0.00207287 0.00131406 0.0126631 0.00131406 7.8 8 321453 214867 106586 24717 9538 803
8.1 0.000715434 0.00205059 0.000489245 0.00452866 0.0108084 0.00348112 0.00526352 0.0117178 0.00401154 0.0055325 0.011175 0.004158 0.00365408 0.0206251 0.00365408 8 8.2 252773 167634 85139 21862 8319 720
8.3 0.0014702 0.00335252 0.000980424 0.00816005 0.015107 0.00588596 0.00977823 0.0162229 0.00691821 0.0083682 0.0153256 0.00629471 0.0130058 0.0173514 0.00967245 8.2 8.4 196661 131435 65226 18537 7094 617
8.5 0.00290852 0.00533102 0.00183129 0.0160124 0.0189675 0.0109173 0.0167116 0.0202539 0.0112352 0.017865 0.0212719 0.012482 0.0189655 0.0251262 0.0121396 8.4 8.6 152732 103184 49548 15936 5697 516
8.7 0.0055239 0.00754002 0.00313613 0.0259451 0.0284443 0.0154572 0.0264969 0.0279569 0.0157785 0.0301642 0.0294126 0.0203531 0.0220994 0.0383032 0.0148002 8.6 8.8 118590 80852 37738 13166 5106 386
8.9 0.00938763 0.0101888 0.00489544 0.0424587 0.0327439 0.0232003 0.0400717 0.0302199 0.0215976 0.0476281 0.0371177 0.0236833 0.0564784 0.0481728 0.0342562 8.8 9 92493 64027 28466 10476 4195 349
9.1 0.0170712 0.0153347 0.00785971 0.064418 0.039118 0.0304526 0.0548136 0.0335104 0.0280658 0.0782971 0.047846 0.0362582 0.0962199 0.0471624 0.0437855 9 9.2 71399 50267 21132 7742 3522 266
