#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 30129 233 461 262
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 54341 791 1457 896
9.25 1 0 1 0 0 0 0 0 0 9.125 9.375 259213 5415 9722 5744
9.50 0 0.4375 -0.166667 0 0.545455 0 1 -0.25 0.733333 9.375 9.625 1.0528e+06 19236 23834 13275
9.75 0.410256 0.0897436 0.114338 0.4 0.12381 0.0965517 0.538462 0.0948718 0.219496 9.625 9.875 2.89009e+06 46022 43241 23173
10.00 0.791667 0.0638888 0.260417 0.875 -0.00833333 0.375 0.8 0.0556701 0.292537 9.875 10.125 3.72341e+06 69212 61529 32259
10.25 0.924528 0.0305737 0.0452179 0.948276 0.000743747 0.0625616 0.961538 0.0188537 0.0352226 10.125 10.375 2.59580e+06 66219 55557 28817
10.50 0.962529 0.00168121 0.0248438 0.945887 0.0200012 0.00464046 0.943662 0.0238836 0.0090571 10.375 10.625 1.61353e+06 56017 43699 22606
10.75 0.957983 0.00420552 0.0128257 0.950631 0.014015 0.00354463 0.950142 0.0139242 0.00738543 10.625 10.875 994536 46323 32142 16970
11.00 0.948248 0.0108905 0.00673896 0.937415 0.0213229 0.00121319 0.953893 0.00884873 0.00968742 10.875 11.125 599886 35812 22368 11040
11.25 0.924026 0.0288663 0.00316828 0.912519 0.0390261 -0.00371754 0.93629 0.0213524 0.00190121 11.125 11.375 348571 25391 14458 7212
11.50 0.881146 0.0503454 0.00447369 0.884149 0.0488637 0.00441545 0.883929 0.0433296 0.00602597 11.375 11.625 202381 14728 9783 4457
11.75 0.806115 0.0781928 -0.00349367 0.793049 0.0743335 -0.00500721 0.828187 0.0498428 0.0142334 11.625 11.875 117257 4722 6616 2893
12.00 0.771028 0.0677878 -0.00220615 0.684505 0.0819971 -0.00953269 0.705714 0.0678151 -0.0046432 11.875 12.125 67089 503 4699 1757
12.25 0.732143 0.0653255 0.00332928 0.529935 0.0795143 -0.0147675 0.56432 0.0356796 0.00942779 12.125 12.375 38149 74 3101 1163
12.50 0.75 0 0.113636 0.40701 0.055055 0 0.414062 0.040483 0.0165862 12.375 12.625 21286 11 1805 760
12.75 0.428571 0 0.0535714 0.326 0.0559188 0.023318 0.309615 0.0350816 0.038782 12.625 12.875 11662 7 587 572
13.00 0 0 0 0.320755 0.0428817 0.0575968 0.18806 0.0302947 0.036274 12.875 13.125 6124 0 60 354
13.25 0 0 0 0 1 0 0.114894 0.020853 0.03086 13.125 13.375 3127 0 2 237
13.50 0 0 0 0 0 0 0.0769231 0.0146262 0.0265634 13.375 13.625 1527 0 0 146
13.75 0 0 0 0 0 0 0.0681818 0.00158563 0 13.625 13.875 686 0 0 47
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 254 0 0 4
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 89 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 16 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 2 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 1 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
