#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -7.61296e-05 0 0 -7.61296e-05 0 0 -7.61296e-05 0 0 -7.61296e-05 0 0 8.625 8.875 28686 2415 222 497 303
9 -2.28723e-05 0 2.28723e-05 -2.28723e-05 0 2.28723e-05 -2.28723e-05 0 2.28723e-05 -2.28723e-05 0 2.28723e-05 8.875 9.125 50980 7259 776 1484 1107
9.25 0 2.14957e-05 0 0 0 5.03261e-06 0 0 5.03261e-06 0 0 5.03261e-06 9.125 9.375 245119 46434 5054 9620 6671
9.5 5.04149e-05 0.000244252 -6.06118e-06 0.000177278 0.000208352 1.57281e-05 -1.55077e-05 0.000409126 -2.92219e-06 8.23479e-06 0.000436077 5.39856e-06 9.375 9.625 955736 134750 16794 22029 14464
9.75 0.000165713 0.00109446 8.14686e-06 0.000258616 0.00155249 7.66168e-05 0.000432829 0.00177407 -3.11335e-05 0.000365165 0.00164406 0.000190545 9.625 9.875 2.67234e+06 336636 40462 40407 25508
10 0.000663701 0.00109257 0.00030983 0.000429578 0.00142132 0.000156968 0.000658219 0.0014867 0.00012451 0.00191975 0.00152453 0.0012258 9.875 10.125 3.61416e+06 521743 65240 60717 37470
10.25 0.00264719 0.00261858 0.00118521 0.0022689 0.00322023 0.000637336 0.00373893 0.00347292 0.00161699 0.00572636 0.00365084 0.0029514 10.125 10.375 2.5512e+06 479393 63512 56225 33378
