#Observed stellar mass range: 7.6 < log10(M*/Msun) < 7.8
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0.000644353 0.00135067 0.000442791 0.992967 0.00289166 0.024372 519901 15072
0.994717 0.00649739 0.0021224 0.00506476 0.736266 0.0289959 0.0247982 519901 15072
0.987123 0.00971339 0.0024691 0.00762379 0.5903 0.0290071 0.0342243 519901 15072
0.979529 0.0110117 0.00276737 0.00860012 0.494758 0.0290511 0.035033 519901 15072
0.971935 0.0121408 0.00217379 0.00942117 0.425226 0.0315159 0.0330201 519901 15072
0.964342 0.012512 0.00236078 0.00957991 0.38064 0.0273521 0.0362198 519901 15072
0.956748 0.0130448 0.00194775 0.0101884 0.338376 0.0246078 0.0406464 519901 15072
0.949154 0.0131198 0.00182038 0.0100845 0.307723 0.0225607 0.0389595 519901 15072
0.941560 0.0132083 0.00200544 0.0100267 0.277468 0.0215347 0.0381707 519901 15072
0.933967 0.0132025 0.00210799 0.00991165 0.251261 0.0202889 0.0375751 519901 15072
0.926373 0.0129813 0.002149 0.00966887 0.228238 0.0189806 0.0363559 519901 15072
0.918779 0.0126793 0.00198301 0.00923263 0.20893 0.015515 0.0414786 519901 15072
0.911185 0.0126351 0.00185821 0.00912507 0.187036 0.0172829 0.0366957 519901 15072
0.903592 0.012387 0.0017767 0.00883749 0.169321 0.0157612 0.0337845 519901 15072
0.895998 0.0122389 0.00182727 0.00862747 0.155852 0.015364 0.0340497 519901 15072
0.888404 0.0120234 0.00180637 0.00831352 0.140924 0.0181027 0.0318845 519901 15072
0.880810 0.0117907 0.00177471 0.00807562 0.132696 0.0130017 0.0331908 519901 15072
0.873217 0.0115099 0.0017473 0.00773376 0.117967 0.0175858 0.0244199 519901 15072
0.865623 0.0108021 0.00191207 0.00709008 0.107949 0.0189746 0.0249999 519901 15072
0.858029 0.0104847 0.00177835 0.00691608 0.0977309 0.0192467 0.0238348 519901 15072
0.850435 0.0100558 0.00178357 0.00659216 0.089371 0.0173198 0.0209072 519901 15072
0.842842 0.00962491 0.00165636 0.00628944 0.0827362 0.0162868 0.023795 519901 15072
0.835248 0.0092056 0.00159559 0.00590703 0.0755042 0.0154049 0.0231862 519901 15072
0.827654 0.00857471 0.00166317 0.00544333 0.0709926 0.0135517 0.0222083 519901 15072
0.820060 0.00811116 0.00169565 0.00506119 0.0650876 0.0147305 0.0222199 519901 15072
0.812467 0.00789573 0.0015199 0.00489095 0.0590499 0.0125773 0.0204824 519901 15072
0.804873 0.0075649 0.00139372 0.00472205 0.0528795 0.0134801 0.0192947 519901 15072
0.797279 0.00719175 0.00123528 0.00445351 0.0473726 0.0177074 0.0173286 519901 15072
0.789685 0.00686477 0.00119932 0.00423729 0.0408041 0.0178197 0.0122945 519901 15072
0.782092 0.00654548 0.00125228 0.00406497 0.0400743 0.0171234 0.0138292 519901 15072
