#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0036436 0.00426573 0.00159686 0.0140923 0.0120877 0.00574382 0.0140161 0.0121661 0.00589242 0.0155078 0.0129253 0.0063397 0.0158973 0.0141179 0.00647126 7.2 7.4 652479 511853 140626 17437 17229 15035
7.5 0.00472699 0.00499468 0.00200709 0.0185501 0.0137743 0.00717536 0.0179208 0.0149381 0.00711276 0.0203547 0.0141887 0.00715911 0.0223689 0.0172158 0.00831594 7.4 7.6 564267 436741 127526 16517 16007 14261
7.7 0.00614304 0.00616588 0.002561 0.0265497 0.0166038 0.00840132 0.0275208 0.0176694 0.00883745 0.0281889 0.0170112 0.00926564 0.0305665 0.0190928 0.0103312 7.6 7.8 477567 365554 112013 15263 14669 13059
7.9 0.00833709 0.00731182 0.00313356 0.042636 0.0226074 0.012405 0.0431305 0.0279099 0.0137958 0.0414119 0.0207108 0.0116284 0.0444844 0.0213144 0.0129276 7.8 8 394573 298439 96134 13621 13047 11471
8.1 0.0120614 0.00861247 0.00422709 0.0705179 0.0310881 0.0194273 0.0707181 0.033907 0.0223563 0.0656195 0.0279653 0.0173087 0.0695053 0.0295957 0.0164892 8 8.2 324355 238425 85930 12750 11886 10507
8.3 0.0163645 0.0102887 0.00528331 0.0940852 0.0311747 0.0191765 0.0943454 0.0340846 0.0229243 0.0898183 0.029991 0.0183031 0.0985237 0.0346968 0.0196902 8.2 8.4 271888 191250 80638 12130 11266 10024
8.5 0.0220938 0.0114624 0.00616722 0.113566 0.0331112 0.0212281 0.114525 0.0409821 0.025103 0.116055 0.0343646 0.0217893 0.119433 0.036146 0.0202257 8.4 8.6 226227 152218 74009 11521 10254 9153
8.7 0.030111 0.0130406 0.00754049 0.141589 0.0321749 0.0237325 0.139431 0.0403242 0.0271913 0.14051 0.0328534 0.0233684 0.153309 0.0355346 0.0228098 8.6 8.8 184911 122075 62836 10407 9170 7912
8.9 0.0406416 0.0138379 0.00942986 0.17356 0.0341004 0.0253729 0.176162 0.0441891 0.0297984 0.168853 0.0346288 0.0241522 0.181277 0.0367611 0.0249502 8.8 9 148469 98130 50339 9032 7400 6637
9.1 0.0546342 0.0162099 0.0111667 0.21096 0.0333143 0.0259923 0.207109 0.040257 0.029201 0.208213 0.0338376 0.0283207 0.229872 0.0360768 0.0259794 9 9.2 120597 79773 40824 7896 6205 5468
9.3 0.0723081 0.0165494 0.0127438 0.252516 0.0317059 0.0255433 0.240546 0.0372869 0.0285041 0.24788 0.0332376 0.0270166 0.267021 0.0339117 0.0263505 9.2 9.4 99477 66177 33300 6500 5321 4657
9.5 0.0942494 0.0181267 0.0127029 0.298238 0.0283261 0.0254902 0.274258 0.0370931 0.0300795 0.300855 0.0293301 0.0263374 0.305347 0.0314618 0.0217543 9.4 9.6 83727 56055 27672 5206 4561 4175
9.7 0.122074 0.0183174 0.015941 0.351326 0.0244614 0.0218178 0.307936 0.0310849 0.0261457 0.356251 0.0278296 0.0259575 0.381047 0.0280554 0.0222523 9.6 9.8 72428 48715 23713 3999 4212 3689
9.9 0.156577 0.0170802 0.0159218 0.405597 0.0237745 0.0210088 0.333225 0.0324781 0.0296477 0.412127 0.0276066 0.0217589 0.444372 0.0259222 0.0223424 9.8 10 63375 42953 20422 2743 3621 3342
10.1 0.207186 0.0157148 0.0152408 0.468261 0.0198274 0.0161588 0.374778 0.0320605 0.0271024 0.486486 0.0251871 0.0211844 0.479893 0.0170594 0.0153307 10 10.2 57327 39139 18188 1664 3645 3077
10.3 0.271616 0.0162778 0.016937 0.548697 0.0185156 0.0153874 0.432492 0.0324615 0.0355542 0.563053 0.0216081 0.018109 0.562458 0.0161105 0.0135358 10.2 10.4 51877 35783 16094 786 3560 2926
10.5 0.360042 0.0159724 0.0186045 0.628086 0.0177136 0.0139981 0.533133 0.0347407 0.0331326 0.63558 0.0244662 0.0189183 0.655773 0.0164647 0.0167453 10.4 10.6 44772 31486 13286 270 3197 2518
10.7 0.458462 0.0178073 0.0212044 0.712829 0.0182203 0.0147684 0.649254 0.0457817 0.0389596 0.706193 0.0208207 0.0182605 0.747731 0.0176147 0.0161363 10.6 10.8 35786 25452 10334 113 2579 2189
10.9 0.570847 0.02513 0.02841 0.77709 0.0197399 0.0144468 0.714286 0.0571429 0.047619 0.739362 0.0253083 0.0207555 0.82455 0.0175556 0.0146905 10.8 11 23720 17411 6309 30 1486 1509
11.1 0.699254 0.0284079 0.0335613 0.859066 0.0189995 0.0205922 0.857143 0.142857 0.0793651 0.799003 0.0207246 0.0188828 0.873221 0.0160777 0.0183051 11 11.2 12055 9308 2747 5 459 830
11.3 0.818052 0.0241994 0.0312759 0.913361 0.0170457 0.0246912 1 0 1 0.885057 0.0267072 0.0398194 0.908163 0.0191624 0.026753 11.2 11.4 4954 4077 877 1 76 331
11.5 0.915804 0.017442 0.0240077 0.925373 0.0127712 0.0152169 0 0 0 0.818182 0.0568182 0.0681818 0.934783 0.028632 0.0256917 11.4 11.6 1744 1525 219 0 7 78
11.7 0.963542 0.0132025 0.0205162 1 0 0.0333334 0 0 0 0 0 0 1 0 0 11.6 11.8 501 465 36 0 0 11
11.9 0.977012 0.0121189 0.025792 1 0 1 0 0 0 0 0 0 1 0 1 11.8 12 92 89 3 0 0 1
12.1 0.933333 0.0321839 0.0444444 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 14 14 0 0 0 0
12.3 0.833333 0.166667 0.833333 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 1 1 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
