#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 51936 234 271 70
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 92454 883 1112 224
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 422037 6636 7814 1801
9.50 0.111111 0.201389 0.00584795 0.333333 0.0666667 0.194444 0 0.25 0 9.375 9.625 1.61307e+06 29086 26602 5737
9.75 0.194805 0.125195 -0.010323 0.230769 0.125395 0 0.0909091 0.288401 -0.0987461 9.625 9.875 3.69528e+06 65335 46636 9864
10.00 0.25641 0.306615 0.00641027 0.448276 0.197742 0.191133 0.533333 0.2 0.150355 9.875 10.125 4.01405e+06 81406 53806 11549
10.25 0.857143 0.00341493 0.32266 0.925 -0.0237654 0.338044 1 0 0.409091 10.125 10.375 2.70648e+06 74916 47035 10039
10.50 0.919075 0.0164087 0.056946 0.909091 0.0272148 0.0457369 0.957447 -0.000925064 0.116867 10.375 10.625 1.67013e+06 66298 38007 8225
10.75 0.906122 0.0258246 0.0164044 0.893372 0.0403239 0.00314617 0.94958 -0.00968915 0.0767475 10.625 10.875 1.02087e+06 54884 28010 6174
11.00 0.909862 0.0184489 0.0192111 0.906298 0.023311 0.0104647 0.921739 0.0157609 0.0324774 10.875 11.125 590634 39894 18619 4021
11.25 0.901608 0.0243369 0.0160036 0.883829 0.0390322 0.00102735 0.899254 0.0413855 0.00786793 11.125 11.375 335131 27301 12528 2597
11.50 0.871894 0.035992 0.00736409 0.870121 0.0501549 0.0079962 0.906706 0.0240636 0.0250729 11.375 11.625 189729 15208 8220 1514
11.75 0.814855 0.0621824 0.00974286 0.803714 0.0703343 0.00995189 0.830144 0.0784985 0.0119617 11.625 11.875 106443 4575 5885 1050
12.00 0.803571 0.0397466 0.0277093 0.733366 0.0810199 0.0070743 0.759207 0.0755511 0.0249962 11.875 12.125 59093 477 3982 650
12.25 0.612903 0.170881 -0.0635673 0.587234 0.0869039 -0.0035575 0.593525 0.0765429 0.01288 12.125 12.375 31893 47 2612 386
12.50 0.444444 0.0555556 0.0808081 0.440246 0.0727155 -0.00391203 0.508197 0.0327869 0.0525983 12.375 12.625 16895 9 1482 286
12.75 0 0 0 0.326761 0.0404711 0.0190682 0.308571 0.0787118 0.0203361 12.625 12.875 8562 1 435 196
13.00 0 0 0 0.421053 0.0404858 0.11336 0.18018 0.0216547 0.045045 12.875 13.125 4206 0 42 120
13.25 0 0 0 0 1 0 0.125 0.0496032 0.0604839 13.125 13.375 1887 0 1 66
13.50 0 0 0 0 0 0 0.0612245 0 0.0408163 13.375 13.625 784 0 0 49
13.75 0 0 0 0 0 0 0.133333 0 0 13.625 13.875 277 0 0 15
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 83 0 0 3
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 14 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 1 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 1 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
