#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 4.14683e-06 0 0 4.7918e-05 0 0 0 0 0 0 0 0 0 0 7.2 7.4 234128 211372 22756 306 0 0
7.5 0 7.66918e-06 0 0 6.08235e-05 0 0 0 0 0 0 0 0 0 0 7.4 7.6 175380 155978 19402 297 0 0
7.7 0 8.08512e-06 0 0 0.000107043 0 0 0 0 0 0 0 0 0 0 7.6 7.8 123827 108870 14957 305 0 0
7.9 0 1.47739e-05 0 0 8.09454e-05 0 0 0 0 0 0 0 0 0 0 7.8 8 83789 72940 10849 272 0 0
8.1 0 2.41045e-05 0 0 0.000174948 0 0 0.00343643 0 0 0 0 0 0 0 8 8.2 54133 47208 6925 252 0 0
8.3 0 3.61206e-05 0 0 0.000250501 0 0 0.00436681 0 0 0 0 0 0 0 8.2 8.4 34569 30399 4170 202 0 0
8.5 0 7.93462e-05 0 0 0.000918695 0 0 0 0 0 0 0 0 0 0 8.4 8.6 21419 18916 2503 184 0 0
8.7 0 0.000327091 0 0 0.00169972 0 0 0.00675676 0 0 0 0 0 0 0 8.6 8.8 13178 11837 1341 140 0 0
8.9 0 0.000389307 0 0 0.0015674 0 0 0.00943396 0 0 0 0 0 0 0 8.8 9 7795 7015 780 115 0 0
9.1 0 0.000915751 0 0 0.00265252 0 0 0.0103093 0 0 0 0 0 0 0 9 9.2 4745 4332 413 82 0 0
9.3 0 0.00130548 0 0 0.00609756 0 0 0.0181818 0 0 0 0 0 0 0 9.2 9.4 2636 2417 219 66 0 0
9.5 0 0.00198807 0 0 0.0190476 0 0 0.0204082 0 0 0 0 0 0 0 9.4 9.6 1431 1330 101 45 0 0
9.7 0 0.00280112 0 0 0.0175439 0 0 0.03125 0 0 0 0 0 0 0 9.6 9.8 794 747 47 23 0 0
9.9 0 0.00576369 0 0 0.0294118 0 0 0 0 0 0 0 0 0 0 9.8 10 413 400 13 7 0 0
10.1 0 0.00662252 0 0 0 0 0 0 0 0 0 0 0 0 0 10 10.2 203 191 12 7 0 0
10.3 0 0.0185185 0 0 0 0 0 0 0 0 0 0 0 0 0 10.2 10.4 99 92 7 4 0 0
10.5 0 0.012987 0 0 0 0 0 0 0 0 0 0 0 0 0 10.4 10.6 42 40 2 1 0 0
10.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.6 10.8 22 21 1 0 0 0
10.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.8 11 7 6 1 1 0 0
11.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 11.2 3 3 0 0 0 0
11.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 0 0 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 0 0 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
