#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000486498 0.00216753 0.000497054 0.000498719 0.00235396 0.000460455 0.000556791 0.00200728 0.000510252 0.00109476 0.00258628 0.00109135 7.2 7.4 589542 138965 25476 11497 1233
7.5 0.000813739 0.00322144 0.000756912 0.000930949 0.00319207 0.000801871 0.00101234 0.00291497 0.000876615 0.00121888 0.00441541 0.00135964 7.4 7.6 484260 130569 25357 10882 1271
7.7 0.00141213 0.00483127 0.00120617 0.00147884 0.00514056 0.00124888 0.00173782 0.00441837 0.0014492 0.000804568 0.00572123 0.000957266 7.6 7.8 398077 122256 25692 10717 1294
7.9 0.00277692 0.00626314 0.00228565 0.00288186 0.00678689 0.00227963 0.00306697 0.00698726 0.00257806 0.00793991 0.00818646 0.00685504 7.8 8 321746 107162 24424 10149 1253
8.1 0.00467604 0.00894743 0.00341195 0.00534607 0.00958495 0.0038121 0.00492563 0.0104786 0.0034159 0.00941038 0.00967583 0.00735863 8 8.2 254317 86407 21911 8866 1093
8.3 0.00873876 0.0126438 0.0064009 0.00959733 0.0134589 0.00703002 0.0120311 0.0154547 0.00858324 0.0137042 0.0219183 0.0082714 8.2 8.4 199932 66756 18428 7593 952
8.5 0.015056 0.0162762 0.00959414 0.0177433 0.0174322 0.0105578 0.0158355 0.0202455 0.0105106 0.015948 0.0245151 0.0110055 8.4 8.6 154896 50885 16036 6177 761
8.7 0.0241691 0.021422 0.0137444 0.0247738 0.0205449 0.0141983 0.0269953 0.0244896 0.0155941 0.0267714 0.0342452 0.0123713 8.6 8.8 122126 39131 13280 5386 608
8.9 0.0356856 0.025466 0.01791 0.0333185 0.0229899 0.017063 0.0464428 0.026467 0.021779 0.0338662 0.0355731 0.013786 8.8 9 95035 29829 10830 4517 504
9.1 0.0522062 0.0321012 0.0251984 0.0376017 0.0260257 0.0183272 0.0582113 0.0355225 0.0226694 0.0683733 0.0577854 0.0372094 9 9.2 74063 22163 7885 3746 448
9.3 0.073661 0.0331138 0.0297125 0.0501176 0.0236895 0.0239671 0.0955545 0.0375651 0.034733 0.0927636 0.0515966 0.0362821 9.2 9.4 56647 16568 5372 3177 333
9.5 0.103682 0.0321058 0.0338168 0.0519418 0.0221343 0.0231986 0.135049 0.0319834 0.0388198 0.16272 0.0568157 0.0543966 9.4 9.6 44039 12297 3324 2643 292
