#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.985981 0.00836897 0.0173714 0.97832 0.00852233 0.0155098 0.981481 0.00740737 0.0151192 7.2 7.4 656645 17254 17217 15143
7.5 0.987879 0.00691289 0.0177295 0.974643 0.00686443 0.00997365 0.98855 0.00491446 0.00843209 7.4 7.6 570126 16236 16194 14477
7.7 0.978125 0.0086475 0.0128932 0.983359 0.0115045 0.015816 0.988439 0.00557268 0.00791985 7.6 7.8 482287 15389 14646 13106
7.9 0.975248 0.0116806 0.0127115 0.990521 0.00369835 0.00705022 0.992308 0.00320804 0.00636387 7.8 8 399293 13559 13238 11763
8.1 0.982847 0.0097726 0.017293 0.985507 0.00667006 0.0122063 0.988439 0.0062415 0.00807679 8 8.2 328030 12593 12059 10595
8.3 0.984674 0.00636417 0.0139601 0.984326 0.00770587 0.0127913 0.985333 0.00562274 0.00839978 8.2 8.4 272948 11927 11306 10197
8.5 0.973067 0.0107456 0.0170972 0.977528 0.00843942 0.0139767 0.985279 0.0047102 0.00882739 8.4 8.6 228963 11449 10234 9131
8.7 0.962936 0.0162203 0.0162596 0.969136 0.0103964 0.0121099 0.979592 0.0050652 0.00565994 8.6 8.8 186040 10313 9133 8023
8.9 0.955205 0.0183026 0.0199589 0.964 0.00945133 0.0144132 0.967843 0.0081495 0.00923747 8.8 9 150494 8977 7535 6759
9.1 0.943367 0.0186408 0.0194108 0.954386 0.0126054 0.0192593 0.964899 0.0087471 0.0101923 9 9.2 121822 7822 6207 5525
9.3 0.930591 0.0235654 0.0191854 0.92336 0.020507 0.0166832 0.951031 0.0117251 0.0166337 9.2 9.4 100003 6382 5322 4696
9.5 0.914986 0.0234945 0.0227787 0.906762 0.0217281 0.0230407 0.929993 0.0132751 0.0189162 9.4 9.6 84462 5212 4602 4152
9.7 0.893843 0.0239736 0.0273342 0.875718 0.0253233 0.0292617 0.895105 0.0200769 0.0220084 9.6 9.8 72664 3869 4106 3691
9.9 0.892966 0.0210029 0.0200448 0.814444 0.0288695 0.022251 0.863924 0.0199014 0.0247036 9.8 10 63818 2704 3794 3416
10.1 0.883916 0.0202259 0.0216795 0.768844 0.0247316 0.0227813 0.799634 0.0198877 0.0223608 10 10.2 57269 1596 3557 3143
10.3 0.861333 0.0191265 0.019228 0.698246 0.0321051 0.0289543 0.731722 0.0216619 0.0192761 10.2 10.4 51822 751 3515 2896
10.5 0.820225 0.03035 0.0264747 0.626289 0.0255219 0.0220001 0.636364 0.0218961 0.0190797 10.4 10.6 45007 286 3270 2511
10.7 0.767442 0.0270787 0.0297369 0.579397 0.0215776 0.0232229 0.534395 0.0180147 0.0140889 10.6 10.8 35684 87 2539 2219
10.9 0.785714 0.047619 0.0584415 0.529008 0.0276539 0.0285434 0.448644 0.0195593 0.0185455 10.8 11 23566 28 1424 1499
11.1 0.666667 0.0833333 0.166667 0.495745 0.0250886 0.0294525 0.292011 0.0173513 0.017075 11 11.2 12179 3 460 805
11.3 0 0 0 0.486111 0.0421908 0.0442506 0.200855 0.0303431 0.0248247 11.2 11.4 5038 0 65 331
11.5 0 0 0 0.333333 0.166667 0.333333 0.105263 0.0317231 0.0273411 11.4 11.6 1746 0 5 82
11.7 0 0 0 0 0 0 0.111111 0.0707071 0.111111 11.6 11.8 503 0 0 10
11.9 0 0 0 0 0 0 0 0 0 11.8 12 118 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 16 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
