#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.001354 0.00150287 0.000759152 0.00565162 0.00529415 0.00290281 0.00533054 0.00464051 0.00272217 0.00594318 0.00591304 0.00308771 0.00678381 0.00768014 0.00404108 7.2 7.4 591974 456169 135805 21380 16847 8992
7.5 0.0018095 0.00190706 0.000966925 0.0102137 0.00765029 0.00473918 0.00994454 0.00853632 0.0047997 0.00990099 0.00820344 0.00481387 0.011158 0.00780516 0.00577064 7.4 7.6 482263 366787 115476 19027 15299 7953
7.7 0.00269175 0.00256903 0.00141595 0.0191637 0.0107567 0.00800382 0.0185843 0.0117284 0.00798599 0.0177908 0.0109352 0.00765098 0.0185921 0.0146006 0.0080442 7.6 7.8 395617 296159 99458 17615 13310 7046
7.9 0.00414931 0.00325296 0.00202787 0.0292005 0.0147312 0.0110319 0.029976 0.0150456 0.0119862 0.0279542 0.0137367 0.0111242 0.0330498 0.0198228 0.0133004 7.8 8 333573 238609 94964 17089 12573 6977
8.1 0.00627624 0.00444273 0.00288358 0.0384993 0.0169604 0.0126618 0.0389442 0.0167375 0.0140475 0.0389619 0.0168373 0.0135368 0.0458662 0.0222803 0.0170543 8 8.2 283650 192212 91438 17414 12052 6829
8.3 0.0102063 0.00588161 0.00447621 0.0528908 0.0188575 0.0159813 0.0555525 0.0185041 0.0172729 0.0529927 0.0201287 0.0165861 0.0579421 0.0279048 0.0194743 8.2 8.4 233122 153643 79479 16042 10718 6006
8.5 0.0142533 0.00694536 0.0053504 0.0714866 0.0212656 0.018266 0.0764034 0.0210584 0.0190894 0.0729737 0.0244731 0.0191879 0.0791188 0.0259985 0.0199843 8.4 8.6 188652 124034 64618 14063 9240 5012
8.7 0.0214462 0.00784184 0.00728452 0.0953182 0.0226775 0.0204327 0.0999713 0.023186 0.0204586 0.0986458 0.0230365 0.0205893 0.0993942 0.031212 0.0230834 8.6 8.8 150225 98700 51525 12196 7686 4190
8.9 0.0305517 0.010202 0.00911331 0.126194 0.0230811 0.0243054 0.123105 0.0203893 0.0227784 0.127268 0.0250077 0.0248102 0.139737 0.0290149 0.0258632 8.8 9 120138 79229 40909 10289 6567 3567
9.1 0.0411017 0.0114153 0.0101245 0.156599 0.0214375 0.0253335 0.148878 0.019971 0.0235637 0.164112 0.0254909 0.0268415 0.172472 0.035034 0.0229617 9 9.2 96283 63909 32374 8596 5496 2858
9.3 0.0548085 0.0107266 0.0112059 0.191192 0.0244019 0.0236859 0.167675 0.0215946 0.0233136 0.204628 0.0234555 0.0229845 0.227742 0.033031 0.027828 9.2 9.4 78262 52479 25783 6751 4655 2543
9.5 0.0727527 0.014315 0.0131817 0.235453 0.025756 0.0265093 0.199203 0.0201861 0.0227326 0.251689 0.0295676 0.0285293 0.266578 0.0359834 0.0286011 9.4 9.6 65855 44329 21526 5285 4083 2238
9.7 0.0989498 0.0170727 0.0140734 0.280361 0.0287291 0.0271781 0.210793 0.0248989 0.0255187 0.303946 0.0308706 0.0315977 0.313221 0.0333755 0.0329838 9.6 9.8 57382 39085 18297 3812 3713 1929
9.9 0.134727 0.0187947 0.0175646 0.337297 0.0212267 0.0272785 0.234897 0.0221064 0.0225272 0.363257 0.0230884 0.0284048 0.379395 0.0288542 0.0265596 9.8 10 51894 35844 16050 2598 3575 1830
10.1 0.182029 0.0160735 0.0202233 0.398247 0.0208056 0.0244793 0.258867 0.0206946 0.0284909 0.435122 0.0261544 0.0276941 0.444058 0.0227194 0.023725 10 10.2 48401 33973 14428 1567 3573 1771
10.3 0.241324 0.0160658 0.0210948 0.465825 0.0211351 0.0219194 0.293318 0.022804 0.0231707 0.505618 0.0200293 0.0213631 0.510804 0.0267119 0.0200031 10.2 10.4 45163 32275 12888 804 3609 1731
10.5 0.313766 0.0167787 0.0213209 0.534852 0.0238506 0.0192327 0.332298 0.030275 0.0301833 0.555396 0.0265437 0.0219595 0.635363 0.0202578 0.0208057 10.4 10.6 40513 29553 10960 329 3293 1617
10.7 0.404769 0.0174503 0.0191387 0.622318 0.0244837 0.0208762 0.462025 0.0421069 0.053862 0.621699 0.0268323 0.0219955 0.692494 0.0248793 0.0219219 10.6 10.8 32768 24410 8358 134 2698 1375
10.9 0.50908 0.0192063 0.0181841 0.690238 0.0220493 0.0239421 0.606061 0.0451022 0.0408432 0.668601 0.0213212 0.0277892 0.763788 0.0201371 0.0196253 10.8 11 21218 16337 4881 38 1572 1014
11.1 0.622742 0.0196496 0.020586 0.757965 0.0259106 0.0204707 0.666667 0.0666667 0.104167 0.668954 0.0249565 0.0243657 0.838658 0.0222114 0.0237727 11 11.2 10482 8282 2200 10 544 546
11.3 0.760684 0.0209817 0.017094 0.83308 0.0222455 0.0180884 0.6 0.15 0.1 0.725191 0.031566 0.0328831 0.932292 0.0140498 0.0135417 11.2 11.4 3676 3060 616 3 124 186
11.5 0.871914 0.0197741 0.0244932 0.870968 0.0251362 0.0263075 0 1 0 0.909091 0.0909091 0.0757576 0.878788 0.0422648 0.0454546 11.4 11.6 902 813 89 0 8 31
11.7 0.929936 0.0235521 0.0262326 0.941176 0.0588235 0.0775401 0 0 0 1 0 0 0.888889 0.111111 0.222222 11.6 11.8 156 145 11 0 1 4
11.9 0.941176 0.0243407 0.0588235 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 18 18 0 0 0 0
12.1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 1 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
