#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.97561 0.0141861 0.0239969 0.965909 0.0171418 0.0528656 0.981132 0.0188679 0.0411321 7.2 7.4 585274 21475 16705 8237
7.5 0.991561 0.00843883 0.0170931 0.974359 0.012654 0.0269905 0.987654 0.0123457 0.0120445 7.4 7.6 478220 19703 14801 7265
7.7 0.987368 0.00855827 0.0167802 0.979769 0.0153531 0.0146526 1 0 0.03125 7.6 7.8 390768 18030 13083 6608
7.9 0.990208 0.0050413 0.00922984 0.980831 0.00793338 0.0151654 0.981595 0.0184049 0.0207012 7.8 8 330078 17856 12640 6376
8.1 0.983073 0.00554496 0.0105729 0.991643 0.00527012 0.0131952 0.995708 0.00429183 0.00688136 8 8.2 279295 18210 11931 6365
8.3 0.976056 0.0132892 0.0189518 0.982143 0.00989956 0.0109336 0.985119 0.00488096 0.00697696 8.2 8.4 229381 16245 10564 5507
8.5 0.970715 0.0121133 0.0159754 0.976581 0.0082677 0.011353 0.972081 0.00452697 0.0109505 8.4 8.6 184799 14510 8981 4653
8.7 0.970679 0.0128917 0.0220696 0.975285 0.00768322 0.0166795 0.965944 0.00760067 0.00998574 8.6 8.8 146789 12429 7516 3845
8.9 0.965769 0.0162227 0.0281145 0.967314 0.0136589 0.0234466 0.961538 0.00961542 0.0213391 8.8 9 116818 10569 6406 3220
9.1 0.96006 0.0164266 0.027496 0.945804 0.0200539 0.0334845 0.946565 0.0154386 0.023488 9 9.2 93382 8507 5379 2734
9.3 0.956602 0.013328 0.0303997 0.935733 0.0171794 0.0272431 0.940529 0.0146601 0.0236147 9.2 9.4 75682 6932 4525 2267
9.5 0.935361 0.0196854 0.0351797 0.894646 0.0251016 0.0385506 0.923267 0.0210913 0.0364748 9.4 9.6 63337 5027 3817 1946
9.7 0.930012 0.0205889 0.0381514 0.885477 0.0223353 0.0453836 0.891107 0.0213508 0.0326841 9.6 9.8 54584 3562 3659 1704
9.9 0.921397 0.0166831 0.0247307 0.817627 0.0319639 0.0448265 0.845395 0.0268098 0.0374477 9.8 10 49416 2419 3477 1681
10.1 0.907162 0.0148035 0.0317819 0.744395 0.043176 0.0454855 0.79321 0.0250908 0.0353565 10 10.2 45794 1465 3481 1555
10.3 0.875556 0.025679 0.0272143 0.705784 0.0382505 0.0402033 0.72445 0.0283588 0.0395027 10.2 10.4 43132 784 3408 1531
10.5 0.93578 0.0156765 0.0291131 0.678353 0.0300764 0.0356684 0.628571 0.0222599 0.0307194 10.4 10.6 39118 335 3128 1474
10.7 0.903846 0.0234266 0.0359216 0.635294 0.0185747 0.0237342 0.514586 0.0295838 0.0283473 10.6 10.8 31450 131 2588 1281
10.9 0.892857 0.0515873 0.0693277 0.620868 0.0254859 0.0237062 0.451039 0.0202258 0.027141 10.8 11 20702 32 1496 907
11.1 1 0 0 0.62141 0.0244234 0.0358484 0.36 0.0162626 0.0193138 11 11.2 10110 11 558 523
11.3 1 0 0 0.619835 0.0288139 0.0341204 0.333333 0.031746 0.0307018 11.2 11.4 3454 1 116 162
11.5 1 0 1 0.666667 0.0833333 0.0666667 0.2 0.0432432 0.0604651 11.4 11.6 818 1 12 36
11.7 0 0 0 0 0.333333 0 0.1 0.1 0.1 11.6 11.8 145 0 3 8
11.9 0 0 0 0 0 0 0 0 0 11.8 12 8 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 2 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
