#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -2.41645e-05 2.41645e-05 2.41645e-05 -2.41645e-05 2.41645e-05 0 -2.41645e-05 2.41645e-05 2.41645e-05 -2.41645e-05 2.41645e-05 0 8.625 8.875 43455 2072 113 354 396
9 -1.68811e-05 1.68811e-05 1.68811e-05 -1.68811e-05 1.68811e-05 1.68811e-05 -1.68811e-05 1.68811e-05 1.68811e-05 -1.68811e-05 1.68811e-05 1.68811e-05 8.875 9.125 65118 5880 322 1018 1255
9.25 2.29447e-05 4.88834e-05 4.92339e-05 -0.000131457 0.000122695 -3.06782e-05 5.01298e-05 3.99764e-06 8.95632e-05 -0.000131457 0.000261663 -9.20239e-05 9.125 9.375 260594 32383 2205 5507 6363
9.5 0.000510748 0.000292188 0.000473616 -0.00024253 0.000505705 -0.000110189 0.000335495 0.00043541 0.000362499 0.00100618 0.000359083 0.000785558 9.375 9.625 768728 66252 5972 9390 10592
9.75 0.00106481 0.00127626 0.00104939 0.000303775 0.00176991 0.000333678 0.000670221 0.0016311 0.000671655 0.0031738 0.00161004 0.00288238 9.625 9.875 1.89734e+06 167635 15501 18795 20314
10 0.00797488 0.00340868 0.00672594 0.00690589 0.00450433 0.00550855 0.00797346 0.00478216 0.00663441 0.0131519 0.00246475 0.011421 9.875 10.125 2.90284e+06 398329 40991 45621 45664
10.25 0.019881 0.00617783 0.0145997 0.0174889 0.00863528 0.0124058 0.0222064 0.00882934 0.0159191 0.0297168 0.00472169 0.0220468 10.125 10.375 2.23516e+06 406367 44580 48088 46522
