#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 42688 57 157 215
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 66660 231 594 735
9.25 0 0.627193 0 0 0.916667 0 0 0.920182 0 9.125 9.375 266054 1480 3732 4595
9.50 0.666667 0.333333 0.666667 0.8 0.2 0.8 0.888889 0.111111 0.888889 9.375 9.625 764405 4728 7468 8972
9.75 0.769231 0.192419 0.0584339 0.844444 0.155556 0.0944445 0.863014 0.136986 0.0825259 9.625 9.875 1.84844e+06 13574 16648 18930
10.00 0.952562 0.0066976 0.0426905 0.959938 0.00274819 0.047757 0.957582 -3.49879e-05 0.0484912 9.875 10.125 2.82771e+06 38409 42815 44747
10.25 0.958299 0.00986552 0.0229499 0.967761 0.00545305 0.0253152 0.971096 0.0065164 0.0186069 10.125 10.375 2.19681e+06 42576 46538 46945
10.50 0.955882 0.0127078 0.0148665 0.976372 -0.00252742 0.0291917 0.973468 0.000751615 0.0196955 10.375 10.625 1.41298e+06 35070 37927 38285
10.75 0.958154 0.0114899 0.0183596 0.966975 0.00700659 0.018146 0.975399 0.0015192 0.0171508 10.625 10.875 883647 26952 28899 28956
11.00 0.94096 0.0217085 0.00957048 0.962662 0.00453037 0.0188225 0.968802 0.001867 0.0193961 10.875 11.125 546931 20994 20111 20219
11.25 0.908543 0.0335801 0.0114922 0.920098 0.0249858 0.011368 0.946319 0.00914955 0.0159112 11.125 11.375 331279 15912 13036 13122
11.50 0.840188 0.0637187 -0.00402611 0.863128 0.0413066 0.000926793 0.886258 0.0312324 0.00785047 11.375 11.625 198685 10402 8472 8222
11.75 0.774577 0.0641702 -0.00757653 0.777898 0.0410151 0.00602275 0.798616 0.0326133 0.0103958 11.625 11.875 118710 3691 5546 5271
12.00 0.633065 0.0841769 -0.00134408 0.613417 0.0670597 -0.000399351 0.653155 0.0458949 -0.000707924 11.875 12.125 70295 417 3907 3408
12.25 0.58 0.0121053 0.0466666 0.490659 0.050157 0.00207013 0.516825 0.0359821 0.00452256 12.125 12.375 41451 66 2610 2135
12.50 0.357143 0.0714286 0.0238095 0.371064 0.0420811 0.0102199 0.38756 0.0170748 0.0222903 12.375 12.625 24512 16 1677 1301
12.75 0.5 0 0.166667 0.295833 0.0148628 0.026909 0.2756 0.0257044 0.0116642 12.625 12.875 14407 4 560 906
13.00 0 0 0 0.15873 0.0620491 0.000835434 0.160748 0.0154268 0.0181621 12.875 13.125 8250 3 72 589
13.25 0 0 0 0.1 0.0111111 0.0166667 0.122951 0.00590073 0.0216521 13.125 13.375 4622 0 10 390
13.50 0 0 0 0 0 0 0.0542636 0.0072749 0.0142636 13.375 13.625 2552 0 0 268
13.75 0 0 0 0 0 0 0.0886076 0.0023015 0.0392249 13.625 13.875 1402 0 0 82
14.00 0 0 0 0 0 0 0.222222 0 0.111111 13.875 14.125 675 0 0 10
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 346 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 133 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 59 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 7 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 2 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
