#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0129736 0.0153622 0.00780908 0.0126442 0.0164018 0.00782154 0.0130205 0.0181808 0.00764467 0.014797 0.0206669 0.00839836 7.2 7.4 681608 140637 16252 17222 15991
7.5 0.0161481 0.0183501 0.00890272 0.0166529 0.0173549 0.00907104 0.0168482 0.0200267 0.00994289 0.0200057 0.0212669 0.0104578 7.4 7.6 600823 131085 15851 16194 15431
7.7 0.0229787 0.0193772 0.0118755 0.0212529 0.0213254 0.0115155 0.02549 0.0232336 0.0124348 0.0270054 0.0227987 0.012748 7.6 7.8 513365 118035 14714 15054 14324
7.9 0.0336441 0.0256188 0.0143122 0.029943 0.0289425 0.0131685 0.0352608 0.0257732 0.0159917 0.0396801 0.0290551 0.0169754 7.8 8 425484 103197 13664 13674 13155
8.1 0.0569752 0.0351535 0.021995 0.0505513 0.0402052 0.0226285 0.0557866 0.0354244 0.0226606 0.0604442 0.0361473 0.0207839 8 8.2 346744 89377 12236 12350 11625
8.3 0.0858766 0.0420818 0.0298559 0.082474 0.0503728 0.0321985 0.083266 0.0387022 0.0300672 0.0860732 0.0366427 0.0295026 8.2 8.4 285510 80912 11278 11484 10775
8.5 0.104552 0.0385988 0.0310444 0.104675 0.0462154 0.0330184 0.101569 0.038223 0.0302975 0.107273 0.0377208 0.0327284 8.4 8.6 237986 75403 10830 10483 10101
8.7 0.122809 0.038023 0.0316173 0.120125 0.0475801 0.0353227 0.124226 0.0390758 0.0300187 0.126547 0.0358569 0.0292714 8.6 8.8 196701 65493 9691 9322 8776
8.9 0.142055 0.0392607 0.0309966 0.142217 0.0458259 0.0372318 0.142272 0.0396509 0.0330263 0.152386 0.0361161 0.0304393 8.8 9 158099 53621 8593 7598 7529
9.1 0.166651 0.0346407 0.0296947 0.16171 0.0470911 0.0357033 0.162485 0.0358893 0.03065 0.1804 0.0335549 0.0254221 9 9.2 127872 43003 7441 6391 6233
