#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 9.23647e-06 0 0 0.000121866 0 0 0 0 0 0 0 0 0 0 7.2 7.4 387102 336486 50616 2109 10 0
7.5 0 1.62097e-05 0 0 0.000166961 0 0 0.000433088 0 0 0 0 0 0 0 7.4 7.6 295843 251649 44194 2152 11 0
7.7 0 3.01305e-05 0 0 0.000187935 0 0 0.000475737 0 0 0 0 0 0 0 7.6 7.8 215401 179740 35661 2111 16 0
7.9 0 4.92996e-05 0 0 0.000310627 0 0 0.000625782 0 0 0 0 0 0 0 7.8 8 151284 124686 26598 1926 14 0
8.1 9.84378e-06 7.33432e-05 9.84378e-06 0 0.000810427 0 0 0.00181818 0 0 0 0 0 0 0 8 8.2 101981 83939 18042 1663 9 0
8.3 1.69932e-05 0.000151641 1.69932e-05 0 0.000841751 0 0 0.00184615 0 0 0 0 0 0 0 8.2 8.4 67995 56633 11362 1386 2 0
8.5 2.40674e-05 0.000337797 2.40674e-05 0 0.0017585 0 0 0.00517063 0 0 0 0 0 0 0 8.4 8.6 44323 37439 6884 1095 4 0
8.7 0 0.000525092 0 0 0.00316189 0 0 0.00682594 0 0 0 0 0 0 0 8.6 8.8 28415 24295 4120 877 4 0
8.9 0 0.00141931 0 0 0.00364697 0 0 0.00647948 0 0 0 0 0 0 0 8.8 9 18386 15895 2491 715 5 0
9.1 0 0.00149528 0 0 0.00620347 0 0 0.00853242 0 0 0 0 0 0 0 9 9.2 11561 10068 1493 545 5 0
9.3 0 0.00287356 0 0 0.0113122 0 0 0.0175 0 0 0 0 0 0 0 9.2 9.4 7054 6275 779 342 2 0
9.5 0 0.00618698 0 0 0.0175439 0 0 0.0197628 0 0 0 0 0 0 0 9.4 9.6 4284 3870 414 235 3 0
9.7 0 0.0107484 0 0 0.0401606 0 0 0.0445545 0 0 0 0 0 0 0 9.6 9.8 2460 2249 211 130 4 0
9.9 0 0.0125 0 0 0.0296296 0 0 0.0344828 0 0 0 0 0 0 0 9.8 10 1416 1279 137 86 0 0
10.1 0 0.0224868 0 0 0.057971 0 0 0.0333333 0 0 0 0 0 0 0 10 10.2 795 732 63 35 1 0
10.3 0 0.0333952 0 0 0.0666667 0 0 0 0 0 0 0 0 0 0 10.2 10.4 467 436 31 14 0 0
10.5 0 0.0545455 0 0 0.0909091 0 0 0 0 0 0 0 0 0 0 10.4 10.6 234 216 18 8 0 0
10.7 0 0.0895522 0 0 0.1 0 0 0 0 0 0 0 0 0 0 10.6 10.8 98 90 8 3 0 0
10.9 0 0.113636 0 0 0 0 0 0 0 0 0 0 0 0 0 10.8 11 57 56 1 1 0 0
11.1 0 0.185185 0 0 0 0 0 0 0 0 0 0 0 0 0 11 11.2 14 13 1 0 0 0
11.3 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 4 4 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 1 1 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 1 1 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
