#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.68 0.278333 0.263333 0.727273 0.272727 0.727273 0 1 0 7.2 7.4 612716 25996 7684 220
7.5 0.8 0.179167 0.188889 0.75 0.25 0.583333 0 1 0 7.4 7.6 500993 26525 7684 222
7.7 0.898148 0.101852 0.273148 0.9 0.1 0.566667 0 1 0 7.6 7.8 404559 26308 7556 216
7.9 0.975728 0.0242718 0.375728 1 0 1 0 0.787234 0 7.8 8 318794 24139 7036 200
8.1 0.986842 0.0131579 0.187445 0.985915 0.0140845 0.485915 0 1 0 8 8.2 245640 21251 6096 180
8.3 0.983871 0.016129 0.07478 1 0 0.336314 1 0 1 8.2 8.4 186474 17689 5135 151
8.5 0.982533 0.0174673 0.0551823 0.981132 0.0188679 0.0566038 1 0 1 8.4 8.6 144158 15055 4357 127
8.7 0.973684 0.012893 0.0426204 0.942308 0.0576923 0.0434313 1 0 1 8.6 8.8 109337 12388 3595 99
8.9 0.975104 0.0154623 0.0426713 0.954545 0.0172855 0.0475687 1 0 0 8.8 9 83399 9762 2920 77
9.1 0.963277 0.0277141 0.0496492 0.958333 0.0201613 0.0518292 1 0 0.142857 9 9.2 63593 6959 2454 85
9.3 0.977778 0.0103174 0.047129 0.952663 0.038078 0.0684928 1 0 0.384615 9.2 9.4 48159 4580 2077 42
9.5 0.968085 0.0204206 0.0310773 0.92233 0.0490985 0.060917 1 0 0 9.4 9.6 36582 2814 1822 32
9.7 0.965909 0.0162338 0.0554613 0.88 0.0512977 0.0687159 1 0 0 9.6 9.8 27855 1502 1501 37
9.9 0.946237 0.025192 0.0433239 0.833333 0.037133 0.0592157 0.875 0.125 0.075 9.8 10 21285 732 1312 32
10.1 1 0 0.0444444 0.8225 0.0648239 0.073782 0.8 0.075 0.184615 10 10.2 16407 276 1110 36
10.3 1 0 0 0.752914 0.0509009 0.0434707 0.6875 0.130682 0.1875 10.2 10.4 13316 120 1003 38
10.5 0.833333 0.166667 0.166667 0.754237 0.0658846 0.0670452 0.538462 0.104396 0.10989 10.4 10.6 10598 43 804 26
10.7 0.8 0.2 0.2 0.738516 0.0479248 0.0499346 0.521739 0.089372 0.121739 10.6 10.8 7957 14 602 25
10.9 1 0 0 0.738095 0.0379465 0.0503124 0.615385 0.134615 0.144796 10.8 11 5362 7 409 18
11.1 0 1 0 0.754545 0.0454546 0.0480237 0.416667 0.138889 0.185897 11 11.2 2822 2 201 12
11.3 0 0 0 0.771429 0.0531328 0.0714286 0.4 0.1 0.15 11.2 11.4 1113 0 72 5
11.5 0 0 0 0.875 0.125 0.0892857 0 1 0 11.4 11.6 289 0 21 0
11.7 0 0 0 0 0.666667 0 0 0 0 11.6 11.8 50 0 3 0
11.9 0 0 0 0 0 0 0 0 0 11.8 12 9 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 1 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
