#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 53553 1888 237 268 51
9 -2.2308e-05 0 0 -2.2308e-05 0 0 -2.2308e-05 0 0 -2.2308e-05 0 0 8.875 9.125 95008 5354 902 1052 214
9.25 -1.02187e-05 4.94527e-05 2.55295e-06 -1.02187e-05 2.55587e-06 2.55337e-06 -1.02187e-05 5.10989e-06 2.55334e-06 -1.02187e-05 2.55587e-06 2.55337e-06 9.125 9.375 431802 40363 6688 7693 1695
9.5 0.000141301 0.000612736 5.11165e-06 0.000177835 0.000551697 2.4943e-05 0.000170077 0.000910624 1.76591e-05 9.06727e-05 0.000887982 0.000100962 9.375 9.625 1.64389e+06 186968 29426 26504 5414
9.75 0.000252532 0.0023583 -2.25824e-05 0.000587528 0.00408249 2.47872e-05 0.000491118 0.00487091 -0.000138779 0.000342865 0.00666752 -0.000207214 9.625 9.875 3.73238e+06 472516 66043 46584 9295
10 0.000114325 0.00114805 -5.64897e-05 0.000186122 0.00179249 -4.80046e-05 0.000333483 0.0021853 -7.29695e-05 0.000764184 0.00167485 0.000340033 9.875 10.125 4.02241e+06 579654 81667 53296 10668
10.25 0.000432968 0.00116086 0.000311817 0.000463916 0.00175004 0.000267622 0.000693179 0.00199624 0.000336367 0.00151225 0.00347758 0.000996177 10.125 10.375 2.70759e+06 507027 75131 46453 9410
