#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.08659e+09 0 0 510782 22959.3 0 0 0 0.28836 8.94486e-05 0.282487 0.0936253 0.0816722 0.367949 8.60137e-05 0.381557 0.065449 0.101528 0.463177 4.55439e-05 0.476358 0.0153173 0.0377754 839016
1.57956e+10 0 0 273859 22534.6 0 0 0 0.243981 0.000118489 0.22956 0.0903666 0.0583885 0.344934 0.000123644 0.355134 0.069217 0.0986199 0.461422 5.70165e-05 0.471865 0.0164657 0.0351973 406930
2.49117e+10 0 0 613946 35008.2 0 0 0 0.22637 0.000124865 0.2099 0.0882896 0.0514392 0.341212 0.000129225 0.348799 0.0695913 0.0900445 0.463784 5.1868e-05 0.472018 0.0157987 0.0313687 347612
3.92991e+10 0 0 1.80624e+06 68963.3 0 0 0 0.215856 0.000132179 0.200803 0.0802856 0.0477471 0.347585 0.000132433 0.35419 0.0631304 0.0790676 0.467654 4.75375e-05 0.474086 0.0138055 0.0261382 275404
6.21598e+10 0 0 5.51814e+06 145464 0 0 0 0.216825 0.000147674 0.204482 0.0753935 0.0495243 0.360085 0.00013517 0.366188 0.0536882 0.0675262 0.470788 4.72717e-05 0.476213 0.0121633 0.0227169 201894
9.80652e+10 0 0 1.32903e+07 287241 0 0 0 0.228345 0.000185403 0.218144 0.074365 0.0539249 0.374312 0.000148286 0.379518 0.046746 0.0578943 0.473574 5.39648e-05 0.478627 0.0108026 0.0205919 129288
1.55272e+11 0 0 3.1924e+07 601326 0 0 0 0.243456 0.000238349 0.236071 0.0710474 0.0577297 0.387656 0.00017439 0.392317 0.0424708 0.0520844 0.476701 6.63643e-05 0.481641 0.00946331 0.0185369 75859
2.4554e+11 0 0 6.5983e+07 1.17415e+06 0 0 0 0.263448 0.000307051 0.259145 0.065809 0.0593295 0.403399 0.000210458 0.408824 0.0369935 0.0487935 0.4804 8.33523e-05 0.485431 0.00736663 0.0160573 42960
3.88767e+11 0 0 1.30993e+08 2.27051e+06 0 3.12571e+08 0 0.286643 0.000401422 0.28427 0.0628799 0.0598426 0.416969 0.000260094 0.423366 0.0308228 0.044156 0.481905 0.000117911 0.487376 0.00644633 0.0155757 23325
6.12631e+11 0 0 2.34231e+08 4.27811e+06 0 6.31703e+08 0 0.304969 0.000555334 0.30458 0.0599647 0.0610365 0.417824 0.000372026 0.424084 0.0319962 0.0438833 0.478146 0.000212923 0.485783 0.00793609 0.0214547 11911
9.70743e+11 0 0 3.64303e+08 7.9277e+06 0 9.14179e+08 0 0.309191 0.000807096 0.309258 0.0586703 0.0617207 0.406011 0.000608269 0.411959 0.0381581 0.0503877 0.467058 0.00043874 0.47851 0.0130751 0.0380017 5628
1.53066e+12 0 0 5.80021e+08 1.49709e+07 3.53638e+08 9.31913e+08 3.53638e+08 0.29935 0.00124168 0.297482 0.060581 0.0583645 0.384547 0.00104342 0.387813 0.049326 0.0545827 0.450183 0.000912116 0.464898 0.0237376 0.0583667 2395
2.41715e+12 0 0 7.85114e+08 2.79052e+07 5.49915e+08 1.11595e+09 5.49915e+08 0.28308 0.00199771 0.278662 0.062085 0.0565469 0.363576 0.0018072 0.364359 0.0584428 0.0571562 0.43478 0.00174294 0.451316 0.0339655 0.0761672 967
3.78568e+12 0 0 1.03387e+09 5.03018e+07 8.53413e+08 1.17317e+09 8.53413e+08 0.274264 0.00351097 0.270737 0.0642018 0.0603727 0.351973 0.00332058 0.348613 0.0750512 0.0642966 0.427228 0.0031985 0.44518 0.0397101 0.0875717 373
5.97098e+12 0 0 1.39271e+09 8.87916e+07 1.25149e+09 1.34921e+09 1.25149e+09 0.258933 0.00509525 0.250656 0.0639252 0.0475811 0.337056 0.00576494 0.321549 0.0995292 0.0546738 0.415599 0.00575894 0.438211 0.0469118 0.112436 144
1.00606e+13 0 0 2.01848e+09 1.74007e+08 1.95135e+09 1.44294e+09 1.16735e+09 0.233925 0.00866574 0.225411 0.0536632 0.0519731 0.322895 0.010062 0.315523 0.0836521 0.0584654 0.403968 0.011078 0.414319 0.0618641 0.0962374 45
1.48712e+13 0 0 1.84019e+09 3.36413e+08 2.10229e+09 1.42586e+09 2.10229e+09 0.249154 0.0162898 0.260421 0.0762735 0.0921066 0.326405 0.0157009 0.345929 0.0510238 0.0916044 0.431413 0.0149066 0.458988 0.0355506 0.107619 18
2.39971e+13 0 0 1.71409e+09 5.97883e+08 1.02774e+09 3.01287e+09 1.91566e+08 0.290338 0.0585486 0.202995 0.242447 0.0149081 0.335833 0.0482619 0.327036 0.120581 0.102209 0.43143 0.0258459 0.449791 0.0353701 0.0830496 5
3.50554e+13 0 0 1.34723e+09 1.34723e+09 2.69447e+09 0 2.69447e+09 0.265171 0.0812983 0.346469 0 0.162597 0.341275 0.090828 0.432103 0 0.181656 0.386128 0.0980972 0.484226 0 0.196194 2
6.42113e+13 0 0 2.32128e+09 1.46787e+09 3.78915e+09 0 2.93574e+09 0.246495 0.0965929 0.343088 0 0.193186 0.288234 0.102367 0.3906 0 0.204733 0.339934 0.0920968 0.432031 0 0.184194 2
