#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.56998e+07 0 0 0 0 0 0 0 0.13088 2.81414e-05 0.12983 0.02205 0.019541 0.16143 2.59174e-05 0.162682 0.01827 0.0205985 0.190609 1.2073e-05 0.192736 0.00567117 0.0101383 509111
1.56435e+08 0 0 0 0 0 0 0 0.129872 5.15284e-05 0.128883 0.0217298 0.0195338 0.162856 4.68821e-05 0.164373 0.0177889 0.0205103 0.191408 2.09407e-05 0.193516 0.00520749 0.00953874 152867
2.47795e+08 0 0 0 0 0 0 0 0.129925 6.16567e-05 0.128944 0.0218988 0.0195024 0.163871 5.51011e-05 0.165479 0.0172779 0.0202941 0.191879 2.38712e-05 0.193894 0.0049769 0.00903207 107230
3.92906e+08 0 0 0 0 0 0 0 0.130785 7.40806e-05 0.129989 0.0218421 0.0197985 0.165313 6.43473e-05 0.166998 0.016677 0.0198873 0.192484 2.71797e-05 0.194476 0.0045961 0.00863238 74806
6.21941e+08 0 0 0 0 0 0 0 0.132108 8.97078e-05 0.131508 0.021606 0.0202023 0.166733 7.61421e-05 0.168552 0.016062 0.019642 0.193027 3.13254e-05 0.194946 0.00431888 0.00834635 51303
9.85191e+08 0 0 0 0 0 0 0 0.133481 0.000107721 0.132941 0.0213953 0.0199372 0.167923 8.94749e-05 0.169738 0.0156813 0.0191751 0.193546 3.56525e-05 0.195359 0.00407197 0.00788441 35266
1.5632e+09 0 0 0 0 0 0 0 0.135005 0.000131129 0.134288 0.0221487 0.0197849 0.169323 0.000106254 0.171347 0.0149388 0.0189116 0.194006 4.1501e-05 0.195823 0.00373903 0.00748359 23912
2.46949e+09 0 0 0 0 0 0 0 0.136276 0.000157252 0.135785 0.021413 0.0196466 0.170262 0.000127366 0.172416 0.0143311 0.0187548 0.194328 4.9703e-05 0.196126 0.00355595 0.00721389 15963
3.92129e+09 0 0 0 0 0 0 0 0.138199 0.000191902 0.137664 0.0215912 0.019781 0.172133 0.000148194 0.174292 0.013617 0.017803 0.194871 5.69981e-05 0.196487 0.00335774 0.00654168 10673
6.20678e+09 0 0 0 0 0 0 0 0.140265 0.000238924 0.140128 0.0214578 0.0204097 0.173268 0.000181138 0.175409 0.0131239 0.0175613 0.195267 6.6991e-05 0.196876 0.00315069 0.00634226 6998
9.82309e+09 0 0 0 0 0 0 0 0.141484 0.000297242 0.141576 0.0207396 0.020462 0.174342 0.000220411 0.176524 0.0125436 0.0169035 0.195621 8.05389e-05 0.19723 0.00283399 0.00610873 4422
1.55416e+10 0 0 0 0 0 0 0 0.143604 0.000369956 0.143356 0.0208727 0.0202406 0.175781 0.000262703 0.17818 0.0113745 0.0169527 0.195948 9.98625e-05 0.197476 0.00267538 0.00570592 2787
2.46126e+10 0 0 249037 249037 0 0 0 0.14508 0.000467812 0.145545 0.0202398 0.0209782 0.176432 0.000323322 0.178479 0.0113268 0.0155471 0.196231 0.000116562 0.197615 0.00259988 0.00540824 1700
3.914e+10 0 0 0 0 0 0 0 0.146375 0.000627435 0.147146 0.0188982 0.0207059 0.177127 0.000438121 0.179488 0.0108406 0.0159113 0.196395 0.000154333 0.197683 0.00259277 0.00512543 935
6.24179e+10 0 0 0 0 0 0 0 0.148261 0.000809993 0.148367 0.0207976 0.0190867 0.177476 0.000548784 0.179519 0.0108532 0.0147454 0.196357 0.000202756 0.197645 0.00255583 0.0045958 527
9.62849e+10 0 0 0 0 0 0 0 0.146903 0.00114352 0.146102 0.0227714 0.0190467 0.176686 0.000856359 0.180456 0.00968668 0.0178214 0.19616 0.000334748 0.197701 0.00247212 0.00496599 279
1.52129e+11 0 0 0 0 0 0 0 0.150284 0.00156305 0.148831 0.0215402 0.0164159 0.178637 0.00104902 0.181074 0.00902203 0.0140457 0.196531 0.000407012 0.197759 0.00240909 0.00467034 122
2.44458e+11 0 0 9.00773e+06 9.00773e+06 0 0 0 0.146565 0.00236381 0.144456 0.0194607 0.0153121 0.173548 0.00209969 0.176968 0.0113336 0.0171157 0.194473 0.00108279 0.195986 0.00325896 0.00427938 47
3.92809e+11 0 0 0 0 0 0 0 0.148237 0.00421088 0.154637 0.013095 0.0332775 0.177468 0.00253985 0.177752 0.00896871 0.00725879 0.195833 0.00112671 0.197111 0.00312662 0.00494105 18
6.33082e+11 0 0 0 0 0 0 0 0.168233 0.000772856 0.169006 0 0.00154571 0.186271 0.000634141 0.186906 0 0.00126828 0.198388 0.000510328 0.198898 0 0.00102066 2
9.79374e+11 0 0 0 0 0 0 0 0.136123 0.136123 0.136123 0 0 0.173525 0.173525 0.173525 0 0 0.19717 0.19717 0.19717 0 0 1
