#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.48155e+09 0 0 0 0 0 0 0 0.15818 7.87768e-06 0.159912 0.0178229 0.0217137 0.176251 6.63253e-06 0.179131 0.0132378 0.0192144 0.194254 3.15227e-06 0.196802 0.00377606 0.00959355 5778838
1.56182e+10 0 0 0 0 0 0 0 0.144041 1.66341e-05 0.143722 0.0219518 0.0210663 0.167057 1.46779e-05 0.168662 0.017446 0.020333 0.191882 6.60989e-06 0.193951 0.00537491 0.00961232 1509470
2.46238e+10 0 0 0 0 0 0 0 0.13794 2.10994e-05 0.137122 0.0226194 0.0209065 0.164806 1.85022e-05 0.166151 0.0178521 0.0203694 0.192132 7.75794e-06 0.194059 0.00499617 0.00894696 967588
3.89088e+10 0 0 0 0 0 0 0 0.134453 2.75074e-05 0.133377 0.0225549 0.0202225 0.165354 2.34351e-05 0.166729 0.017145 0.0197756 0.192937 9.21978e-06 0.19472 0.00446877 0.00819722 567384
6.16902e+10 0 0 0 0 0 0 0 0.132631 3.5586e-05 0.131486 0.0219557 0.019628 0.166836 2.94931e-05 0.168312 0.0161685 0.0189747 0.193635 1.12214e-05 0.195321 0.00407168 0.00763445 328094
9.77405e+10 0 0 0 0 0 0 0 0.13281 4.70942e-05 0.131834 0.0215538 0.0194536 0.168655 3.78929e-05 0.170256 0.0153024 0.0184489 0.194285 1.40095e-05 0.195898 0.00371018 0.00705482 183537
1.54731e+11 0 0 0 0 0 0 0 0.134351 6.37798e-05 0.133581 0.0215553 0.0196364 0.170569 4.94554e-05 0.172311 0.0145213 0.0178229 0.194986 1.75056e-05 0.196495 0.00330946 0.00639594 99882
2.45089e+11 0 0 0 0 0 0 0 0.136248 8.67099e-05 0.13561 0.0213802 0.0193821 0.172418 6.56252e-05 0.174318 0.0135425 0.0174826 0.195644 2.22331e-05 0.197083 0.00290404 0.00589111 52220
3.87718e+11 0 0 0 0 0 0 0 0.138481 0.000120592 0.137856 0.0212653 0.0193723 0.174345 8.74538e-05 0.176317 0.0125033 0.0167854 0.196203 2.90743e-05 0.19754 0.00262892 0.00544983 26347
6.13351e+11 0 0 0 0 0 0 0 0.140922 0.000170769 0.140719 0.0207009 0.0197883 0.176221 0.000118529 0.178339 0.0113528 0.015997 0.196744 3.83263e-05 0.198045 0.00227724 0.00498468 12851
9.70112e+11 0 0 0 0 0 0 0 0.143639 0.000252316 0.143181 0.0204087 0.0189383 0.178075 0.000169722 0.180315 0.0103825 0.015392 0.197283 5.33892e-05 0.198534 0.00196031 0.00446159 5670
1.52057e+12 0 0 0 0 0 0 0 0.146349 0.000382695 0.146537 0.0198251 0.020043 0.179706 0.000249484 0.182335 0.00913826 0.0150803 0.197684 8.07122e-05 0.198907 0.0016754 0.0040596 2328
2.37758e+12 0 0 533203 533203 0 0 0 0.14841 0.000644047 0.148651 0.0195515 0.0187423 0.179873 0.000416626 0.181768 0.00953652 0.0132092 0.197504 0.000150808 0.198852 0.00162056 0.00399469 794
3.82114e+12 0 0 0 0 0 0 0 0.142669 0.00110562 0.143004 0.0157129 0.0175948 0.175522 0.000869887 0.178504 0.00916269 0.0178033 0.196189 0.000367588 0.197849 0.0020657 0.00465085 211
5.8948e+12 0 0 7.42743e+06 7.42743e+06 0 0 0 0.141004 0.00237695 0.141863 0.0199526 0.0179308 0.171179 0.00168525 0.172558 0.0118878 0.0147489 0.194602 0.000696323 0.195906 0.00299184 0.00448409 57
9.47073e+12 0 0 0 0 0 0 0 0.135564 0.0043502 0.134865 0.0131782 0.00642273 0.164718 0.00400707 0.164721 0.00774546 0.00694005 0.188071 0.00287125 0.19155 0.00194889 0.0117714 7
