#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.86184e+09 0 0 14754.2 3113.11 0 0 0 0.212348 4.73816e-05 0.207161 0.0554024 0.0411601 0.251699 4.52423e-05 0.253031 0.047672 0.0487356 0.307629 2.3317e-05 0.313928 0.0137686 0.0271349 936904
1.57942e+10 0 0 0 0 0 0 0 0.188541 6.94756e-05 0.182284 0.0497212 0.035688 0.236629 6.96006e-05 0.23576 0.048768 0.0458946 0.305586 3.32336e-05 0.310635 0.0141221 0.024721 397876
2.49538e+10 0 0 0 0 0 0 0 0.176133 7.14684e-05 0.169284 0.0465966 0.032883 0.232026 7.15901e-05 0.2307 0.0466023 0.0431022 0.306586 3.15046e-05 0.310653 0.013133 0.0216039 349014
3.9227e+10 0 0 25604.1 7553.68 0 0 0 0.169467 7.4554e-05 0.163272 0.0424287 0.0306047 0.233849 7.3967e-05 0.233252 0.0414327 0.0399553 0.308459 3.10666e-05 0.311926 0.0116726 0.0188479 280530
6.17403e+10 0 0 104909 18218.3 0 0 0 0.16869 9.12832e-05 0.162849 0.0407667 0.0300604 0.240354 8.7616e-05 0.240614 0.0382421 0.0385952 0.311322 3.39232e-05 0.314368 0.0100614 0.0163208 179199
9.78907e+10 0 0 499227 55255.6 0 0 0 0.17168 0.00012019 0.165982 0.0409335 0.0301335 0.247096 0.000109567 0.247874 0.0353465 0.0370283 0.313864 3.97774e-05 0.31661 0.00877777 0.0143368 102796
1.54941e+11 0 0 2.08235e+06 153892 0 0 0 0.177339 0.000162058 0.172003 0.0415688 0.0312079 0.253902 0.000138061 0.25544 0.0321464 0.0356119 0.316008 4.79555e-05 0.318542 0.00766319 0.0127476 57263
2.45035e+11 0 0 5.79608e+06 363042 0 0 0 0.184326 0.000222598 0.179683 0.0425 0.0331074 0.260431 0.000177785 0.262328 0.0296617 0.0339012 0.317824 6.1637e-05 0.320404 0.00662869 0.0116316 30752
3.88237e+11 0 0 1.48899e+07 852531 0 0 0 0.191456 0.000302338 0.187346 0.0417715 0.0331857 0.267462 0.000231826 0.269658 0.0271466 0.0317567 0.319719 8.28586e-05 0.322418 0.00574863 0.0108395 15820
6.13804e+11 0 0 3.18509e+07 1.77201e+06 0 0 0 0.202365 0.000445715 0.198999 0.0438858 0.036353 0.275946 0.000322367 0.279181 0.0252218 0.0320754 0.322026 0.000118909 0.324945 0.00455049 0.00928098 7722
9.67653e+11 0 0 6.16387e+07 3.5942e+06 0 0 0 0.214718 0.00067303 0.213229 0.0423478 0.0394504 0.284328 0.000455 0.288314 0.0226463 0.0314893 0.323534 0.000183432 0.32679 0.00368777 0.00879467 3483
1.52579e+12 0 0 9.61524e+07 7.14018e+06 0 0 0 0.221793 0.00105139 0.218536 0.046257 0.0354587 0.286515 0.000749281 0.290676 0.0231321 0.0332078 0.322251 0.000357116 0.326637 0.00396702 0.0110476 1344
2.38752e+12 0 0 1.51334e+08 1.55963e+07 0 4.66483e+08 0 0.219975 0.00188823 0.215267 0.0492614 0.036634 0.282403 0.00142544 0.28951 0.022407 0.0418328 0.319996 0.000759616 0.325916 0.00424272 0.0131513 487
3.77561e+12 0 0 1.71999e+08 3.05129e+07 0 6.06006e+08 0 0.224831 0.00329473 0.2272 0.0384599 0.042337 0.278259 0.00262143 0.282356 0.0285029 0.0374728 0.313697 0.00183867 0.322757 0.00691715 0.0269649 142
6.14072e+12 0 0 2.67638e+08 7.53357e+07 0 8.10788e+08 0 0.204936 0.00661787 0.197976 0.0425407 0.0339446 0.259344 0.00585231 0.259657 0.0386182 0.0401655 0.306086 0.0037927 0.312512 0.0137997 0.0233754 39
9.8766e+12 0 0 4.66985e+08 2.03086e+08 0 1.14127e+09 0 0.189564 0.0129001 0.170777 0.0666516 0.017039 0.252675 0.0139409 0.252414 0.0396361 0.056595 0.300198 0.0119407 0.318486 0.00686529 0.056629 9
1.62206e+13 0 0 0 0 0 0 0 0.263575 0.263575 0.263575 0 0 0.291462 0.291462 0.291462 0 0 0.314505 0.314505 0.314505 0 0 1
3.66618e+13 0 0 6.06006e+08 6.06006e+08 6.06006e+08 0 0 0.144239 0.144239 0.144239 0 0 0.199259 0.199259 0.199259 0 0 0.265212 0.265212 0.265212 0 0 1
