#type: correlation
#pca: yes
#zlow: 0.045000
#zhigh: 0.069101
#command line: convert_to_corr_plus_pca_cross.pl DR10/corrs/xcorr_all_10.3_10.5.dat DR10/corrs/xcorr_q_10.3_10.5.dat DR10/corrs/xcorr_sf_10.3_10.5.dat DR10/corrs/xcorr_all_11_13_vs_10.3_10.5.dat correl_10.3_10.5.dat 0.1 10 0.2
#ref: Behroozi, Wechsler, Hearin, Conroy (2019); https://arxiv.org/abs/1806.07893
a 10.3 10.5 0.10000 0.15849 2.54198 0.03637 0.03637
a 10.3 10.5 0.15849 0.25119 2.41928 0.03072 0.03072
a 10.3 10.5 0.25119 0.39811 2.27982 0.02373 0.02373
a 10.3 10.5 0.39811 0.63096 2.11794 0.03061 0.03061
a 10.3 10.5 0.63096 1.00000 1.95457 0.04237 0.04237
a 10.3 10.5 1.00000 1.58489 1.74953 0.0491 0.0491
a 10.3 10.5 1.58489 2.51189 1.57493 0.05406 0.05406
a 10.3 10.5 2.51189 3.98107 1.39670 0.06039 0.06039
a 10.3 10.5 3.98107 6.30957 1.25185 0.06786 0.06786
a 10.3 10.5 6.30957 10.00000 1.08268 0.08395 0.08395
s 10.3 10.5 0.10000 0.15849 2.38339 0.06643 0.06643
s 10.3 10.5 0.15849 0.25119 2.03033 0.08257 0.08257
s 10.3 10.5 0.25119 0.39811 2.01831 0.04169 0.04169
s 10.3 10.5 0.39811 0.63096 1.81300 0.0479 0.0479
s 10.3 10.5 0.63096 1.00000 1.73307 0.04744 0.04744
s 10.3 10.5 1.00000 1.58489 1.57239 0.06024 0.06024
s 10.3 10.5 1.58489 2.51189 1.44322 0.05804 0.05804
s 10.3 10.5 2.51189 3.98107 1.30617 0.06741 0.06741
s 10.3 10.5 3.98107 6.30957 1.17362 0.07308 0.07308
s 10.3 10.5 6.30957 10.00000 0.98758 0.08582 0.08582
q 10.3 10.5 0.10000 0.15849 2.87075 0.04716 0.04716
q 10.3 10.5 0.15849 0.25119 2.79968 0.03484 0.03484
q 10.3 10.5 0.25119 0.39811 2.62039 0.0358 0.0358
q 10.3 10.5 0.39811 0.63096 2.41502 0.04084 0.04084
q 10.3 10.5 0.63096 1.00000 2.18989 0.04697 0.04697
q 10.3 10.5 1.00000 1.58489 1.94356 0.06248 0.06248
q 10.3 10.5 1.58489 2.51189 1.73050 0.06196 0.06196
q 10.3 10.5 2.51189 3.98107 1.51102 0.05965 0.05965
q 10.3 10.5 3.98107 6.30957 1.31644 0.07564 0.07564
q 10.3 10.5 6.30957 10.00000 1.17612 0.09012 0.09012
#type: cross correlation
a 11 13 10.3 10.5 0.15849 0.25119 2.63858 0.02746 0.02746
a 11 13 10.3 10.5 0.25119 0.39811 2.45571 0.02724 0.02724
a 11 13 10.3 10.5 0.39811 0.63096 2.23378 0.02902 0.02902
a 11 13 10.3 10.5 0.63096 1.00000 2.00909 0.03846 0.03846
a 11 13 10.3 10.5 1.00000 1.58489 1.80368 0.04392 0.04392
a 11 13 10.3 10.5 1.58489 2.51189 1.62297 0.04651 0.04651
a 11 13 10.3 10.5 2.51189 3.98107 1.46088 0.05361 0.05361
a 11 13 10.3 10.5 3.98107 6.30957 1.31212 0.06079 0.06079
a 11 13 10.3 10.5 6.30957 10.00000 1.12655 0.07998 0.07998
