#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.430247.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.08858 0.165027 0.111449 2.04685 0.193609 0.154028 0.378964 0.0518519 0.0393183 1.14797 0.115116 0.0928156 2.10964 0.108994 0.0972219 0.393502 0.0290657 0.0281612 1.29079 0.054468 0.0646482 2.19559 0.0585995 0.0782106 0.471435 0.019561 0.0254144 7.2 7.4 579367 24198 13367 2537
7.5 1.30068 0.2464 0.179848 2.55163 0.432562 0.366478 0.436509 0.0955619 0.0527804 1.36158 0.192454 0.15031 2.42295 0.322759 0.21256 0.442569 0.0555949 0.0377515 1.47524 0.0980791 0.0940391 2.55923 0.206915 0.190732 0.546715 0.0359491 0.0448947 7.4 7.6 474187 23820 12619 2366
7.7 1.54101 0.300925 0.201797 3.09198 0.207994 0.257623 0.526274 0.125596 0.0743903 1.62755 0.189877 0.159668 3.15176 0.278604 0.446224 0.517406 0.078442 0.0514675 1.74902 0.111354 0.130675 3.18806 0.215738 0.316883 0.626634 0.0273524 0.037902 7.6 7.8 392288 24037 12128 2342
7.9 1.70322 0.311579 0.178918 3.22504 0.125891 0.0980308 0.585978 0.127374 0.0818242 1.79847 0.203801 0.140511 3.48994 0.12147 0.171029 0.584933 0.105706 0.060262 1.98747 0.0758822 0.0782083 3.53271 0.0832002 0.0889969 0.717046 0.0513251 0.0480762 7.8 8 323192 23267 11571 2318
8.1 1.73146 0.260679 0.163029 3.21585 0.091691 0.0946996 0.594739 0.11601 0.0711564 1.85691 0.194492 0.115682 3.55415 0.0824733 0.0828545 0.630667 0.0892363 0.0560742 2.03812 0.0599701 0.0674431 3.5784 0.0575016 0.0522547 0.759047 0.0389608 0.0383413 8 8.2 260572 21079 10237 2113
8.3 1.67763 0.219491 0.159555 3.1258 0.0870104 0.0893061 0.574475 0.0951468 0.0648009 1.84259 0.158535 0.118381 3.5081 0.075552 0.0860839 0.641291 0.0685279 0.0445979 2.00237 0.0584304 0.0614265 3.58633 0.0544508 0.0472355 0.719356 0.0354674 0.0374124 8.2 8.4 206080 18258 8559 1765
8.5 1.5916 0.203727 0.132965 3.01198 0.10111 0.0893133 0.54953 0.093815 0.0614357 1.77188 0.156512 0.0989672 3.42596 0.085871 0.0801256 0.61487 0.0850263 0.0467634 1.99122 0.0700125 0.0682178 3.53354 0.0606582 0.0452325 0.744605 0.0461007 0.034243 8.4 8.6 163322 15667 7449 1514
8.7 1.52378 0.166372 0.133813 2.91168 0.0975688 0.119091 0.518411 0.0728906 0.0577453 1.75078 0.150232 0.10326 3.41091 0.0609739 0.0907371 0.634498 0.0611565 0.0517722 2.02809 0.0652208 0.072083 3.5944 0.0441518 0.0578213 0.700548 0.032492 0.0287624 8.6 8.8 129017 13388 6146 1263
8.9 1.44936 0.161665 0.1298 2.79249 0.104922 0.125293 0.475148 0.0742325 0.0549107 1.74862 0.143897 0.110515 3.35899 0.0788653 0.0504069 0.63832 0.0612496 0.0523837 2.11008 0.0563033 0.057708 3.54213 0.0169969 0.0195241 0.796007 0.0206516 0.0305197 8.8 9 101506 10872 5298 994
9.1 1.38119 0.160398 0.104991 2.69205 0.122288 0.0994766 0.446933 0.0635426 0.0418136 1.70922 0.122764 0.0920522 3.31786 0.0597847 0.0899436 0.604544 0.0523194 0.0349882 2.03783 0.0725121 0.0797633 3.52139 0.0330274 0.0685329 0.780868 0.0418333 0.0410168 9 9.2 79475 8317 4390 843
