#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.551747.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.88448 0.29244 0.321983 3.08797 0.323764 0.352842 0.976159 0.155636 0.306681 2.06875 0.15625 0.396528 3.21312 0.204781 0.338641 0.903012 0.145071 0.282273 2.175 0.24 0.3625 3.26947 0.308493 0.280291 1.02165 0.130286 0.21299 7.2 7.4 1023 332 238 167
7.5 2.2 0.543056 0.45 3.67812 0.494745 0.653661 1.0759 0.236105 0.300405 2.28056 0.349802 0.415555 3.62347 0.643462 0.460567 1.08226 0.151978 0.246149 2.5125 0.254167 0.40625 3.72764 0.373557 0.435001 1.22873 0.227762 0.293372 7.4 7.6 1465 466 400 246
7.7 2.65625 0.503977 0.664583 4.23914 0.309147 0.516851 1.2531 0.269861 0.290788 2.64722 0.502778 0.467222 4.34078 0.314473 0.711458 1.19576 0.32198 0.270512 2.66786 0.325 0.344941 4.2691 0.389664 0.461896 1.34634 0.209205 0.295012 7.6 7.8 2038 827 558 400
7.9 2.7675 0.455776 0.595625 4.38858 0.217182 0.343126 1.23732 0.277277 0.268665 2.895 0.501429 0.555938 4.64446 0.266289 0.415989 1.32537 0.303843 0.340612 2.90357 0.269156 0.398572 4.45928 0.248114 0.345067 1.49025 0.150983 0.303108 7.8 8 2909 1339 965 601
8.1 2.61818 0.374465 0.436131 4.17022 0.20774 0.278087 1.16204 0.229712 0.234583 2.79833 0.384359 0.48974 4.56905 0.225372 0.333895 1.24282 0.322321 0.29112 2.88214 0.217857 0.335268 4.50786 0.249696 0.334365 1.35107 0.215239 0.262421 8 8.2 3777 1665 1113 739
8.3 2.47946 0.310009 0.430853 4.07157 0.184455 0.266415 1.05045 0.25535 0.227582 2.62357 0.331191 0.341675 4.41206 0.236729 0.304993 1.16962 0.228627 0.27415 2.81833 0.231667 0.366548 4.44917 0.268467 0.300663 1.32099 0.222821 0.243258 8.2 8.4 4639 2040 1336 966
8.5 2.27109 0.308511 0.387382 3.87048 0.17251 0.311846 0.985587 0.205769 0.196904 2.51111 0.29798 0.356736 4.26136 0.255929 0.332205 1.15515 0.202533 0.273342 2.74167 0.176515 0.339744 4.29238 0.184995 0.355318 1.30352 0.130164 0.255362 8.4 8.6 5420 2359 1607 934
8.7 1.98224 0.313959 0.339795 3.61896 0.236789 0.329391 0.864637 0.131192 0.15369 2.37763 0.323684 0.411798 4.12627 0.290517 0.441132 1.06376 0.176061 0.224165 2.50833 0.225 0.331159 4.2189 0.187584 0.423768 1.09282 0.169657 0.217214 8.6 8.8 5878 2542 1651 1008
8.9 1.86065 0.296746 0.341508 3.46879 0.222369 0.326536 0.809963 0.12606 0.18879 2.13804 0.302088 0.377329 3.87778 0.288164 0.514353 0.930055 0.141974 0.229485 2.365 0.254643 0.3525 4.03936 0.250461 0.44339 1.07963 0.171043 0.209178 8.8 9 6380 2485 1772 996
9.1 1.71587 0.225794 0.302163 3.23451 0.20732 0.330273 0.746704 0.114882 0.169205 2.00878 0.307883 0.364818 3.72674 0.27578 0.405627 0.851456 0.118723 0.18776 2.08864 0.253671 0.31734 3.77288 0.218791 0.403519 0.937561 0.134802 0.212066 9 9.2 6909 2451 1830 1030
9.3 1.55929 0.233477 0.252301 3.04301 0.228922 0.28333 0.674846 0.112161 0.180859 1.78092 0.273887 0.284393 3.53175 0.257953 0.386274 0.693025 0.124433 0.149228 1.90714 0.226948 0.262912 3.63334 0.244524 0.391197 0.791805 0.115652 0.15715 9.2 9.4 7059 2148 1685 958
9.5 1.4625 0.175961 0.219643 2.93286 0.199788 0.283079 0.636443 0.0934783 0.161344 1.6371 0.225403 0.317097 3.34096 0.230283 0.438369 0.614398 0.130474 0.16599 1.85769 0.165992 0.286264 3.40714 0.261152 0.360115 0.715869 0.102907 0.131642 9.4 9.6 7560 1752 1692 925
9.7 1.34643 0.167281 0.17247 2.73425 0.182774 0.271741 0.62319 0.0933133 0.155564 1.38276 0.182626 0.22792 3.00012 0.223025 0.380976 0.46513 0.104369 0.123295 1.63056 0.227137 0.244305 3.1567 0.179467 0.332373 0.625369 0.102926 0.154106 9.6 9.8 8257 1321 1642 958
9.9 1.33393 0.155777 0.169223 2.70946 0.231731 0.244636 0.56103 0.108779 0.152318 1.19828 0.128698 0.177927 2.6329 0.259075 0.318111 0.376595 0.0826446 0.0632128 1.39875 0.204028 0.21375 2.96056 0.256223 0.396869 0.515223 0.0973651 0.12143 9.8 10 9275 938 1765 908
10.1 1.35 0.145833 0.1625 2.59486 0.174532 0.240066 0.560159 0.0745798 0.111448 1.01853 0.0936878 0.107724 2.35121 0.263442 0.316972 0.300553 0.0458286 0.0730664 1.22222 0.198611 0.202991 2.57911 0.333838 0.349976 0.381365 0.0702441 0.0781691 10 10.2 10938 592 1718 904
10.3 1.3375 0.1425 0.157954 2.51025 0.256687 0.180284 0.480612 0.0878215 0.115224 0.883019 0.0679245 0.0751485 2.03729 0.172414 0.2214 0.218139 0.0216413 0.0232375 1.09808 0.154006 0.187363 2.44264 0.315364 0.273386 0.279242 0.0633219 0.0675751 10.2 10.4 12636 349 1731 785
10.5 1.25 0.2125 0.1125 2.65768 0.173965 0.297596 0.512142 0.0690504 0.0955938 0.812917 0.0511459 0.0749419 1.887 0.157925 0.188368 0.202915 0.0151811 0.0161051 0.923611 0.0847223 0.101389 2.23067 0.190838 0.280441 0.234611 0.033004 0.0289854 10.4 10.6 14233 147 1652 804
10.7 1.325 0.2125 0.191667 2.61298 0.115862 0.134138 0.479814 0.103362 0.09147 0.726712 0.0444998 0.0309981 1.63112 0.165126 0.140718 0.193639 0.0102015 0.0115515 0.826316 0.0790414 0.0904462 1.92256 0.182195 0.18612 0.206779 0.0129186 0.0189596 10.6 10.8 13678 74 1308 604
10.9 1.275 0.2625 0.25 2.51202 0.332092 0.196874 0.508294 0.025 0.140504 0.75 0.0507576 0.025 1.59224 0.120854 0.115371 0.190748 0.00980327 0.00947897 0.703125 0.059375 0.0819712 1.76382 0.185614 0.296995 0.196516 0.013347 0.0228303 10.8 11 10686 27 752 415
11.1 0.95 0.525 0.175 2.39687 1.30793 0.665865 0.602765 0.026563 0.123437 0.75 0.05625 0.0222222 1.57313 0.0837106 0.116213 0.186088 0.0074655 0.00963037 0.695 0.05 0.0658333 1.8143 0.283287 0.255085 0.175135 0.0237848 0.0233464 11 11.2 6176 7 282 194
11.3 1.65 0.8 0.175 3.5524 0.0579331 0.807933 0.535697 0.196034 0.0460336 0.7375 0.0763889 0.05 1.67884 0.121756 0.134134 0.206224 0.0177807 0.0178577 0.5375 0.1625 0.1125 1.41129 0.307933 0.242067 0.129568 0.0299037 0.0310905 11.2 11.4 2546 6 68 60
11.5 0 0 0 0 0 0 0 0 0 0.625 0.175 0.175 2.36274 0.657933 0.876202 0.347597 0.031731 0.153966 1.05 0.225 0.45 1.51034 0.0658655 0.207933 0.181731 0.692067 0.0920672 11.4 11.6 629 0 8 4
11.7 0 0 0 0 0 0 0 0 0 0 0.825 0 0 0.842067 0 0 0.165866 0 0 1.175 0 0 1.19207 0 0 1.15793 0 11.6 11.8 135 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 18 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 1 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
