#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.192310.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.31359 0.0326854 0.0249894 0.615049 0.052189 0.0601407 0.111961 0.0103524 0.0102473 0.31676 0.067833 0.0232172 0.664762 0.0933188 0.0826948 0.122358 0.0226396 0.0194134 1.23058 0 0 1.23058 0 0 1.23058 0 0 7.2 7.4 552282 8879 236 0
7.5 0.361007 0.030402 0.0338392 0.696168 0.0304085 0.0519122 0.126012 0.012077 0.0108344 0.428605 0.0328321 0.0703958 0.801048 0.02319 0.0657248 0.156014 0.0274765 0.0216463 1.23058 0 0 1.23058 0 0 1.23058 0 0 7.4 7.6 428250 9121 278 0
7.7 0.401956 0.0321949 0.0327454 0.7346 0.0193064 0.0261521 0.142818 0.0125451 0.0132862 0.42968 0.0248492 0.0283837 0.818658 0.0149904 0.0212946 0.143748 0.0171498 0.0136767 1.23058 0 0 1.23058 0 0 1.23058 0 0 7.6 7.8 321254 8624 281 0
7.9 0.43736 0.0276864 0.0304578 0.75902 0.0127722 0.0206046 0.155511 0.0134059 0.0137828 0.490623 0.0378289 0.0703763 0.849727 0.0232696 0.0296106 0.170922 0.0222537 0.0305907 1.23058 0 0 1.23058 0 0 1.23058 0 0 7.8 8 235481 7863 225 0
8.1 0.441194 0.0226921 0.023287 0.758518 0.0118125 0.0165825 0.156596 0.0116729 0.0120322 0.521784 0.0178503 0.0174079 0.869684 0.0118719 0.012089 0.149319 0.0221602 0.0216553 1.23058 0 0 1.23058 0 0 1.23058 0 0 8 8.2 166705 6957 215 0
8.3 0.419198 0.0230308 0.0211655 0.740133 0.0143883 0.0153816 0.152403 0.0108957 0.0101572 0.525432 0.0271761 0.0207435 0.887674 0.0192167 0.0162211 0.178725 0.0234583 0.0323087 1.23058 0 0 1.23058 0 0 1.23058 0 0 8.2 8.4 116226 5637 187 0
8.5 0.399025 0.0205017 0.0218731 0.718861 0.0139852 0.0149596 0.138976 0.00951143 0.00872205 0.585779 0.0230498 0.0305455 0.892345 0.0135518 0.0230858 0.210469 0.0160761 0.0152076 1.23058 0 0 1.23058 0 0 1.23058 0 0 8.4 8.6 80610 4763 177 0
8.7 0.380467 0.0196216 0.0187561 0.695167 0.0157201 0.0205882 0.133688 0.00712089 0.00677294 0.534157 0.0327155 0.0310296 0.862444 0.0155044 0.0252436 0.160165 0.0223374 0.0181368 1.23058 0 0 1.23058 0 0 1.23058 0 0 8.6 8.8 55432 3666 112 0
8.9 0.363173 0.0147784 0.0187992 0.665366 0.0122706 0.0105653 0.126686 0.00561844 0.00598889 0.51765 0.0532869 0.0669643 0.84518 0.0276355 0.0288672 0.129443 0.0369162 0.0218201 1.23058 0 0 1.23058 0 0 1.23058 0 0 8.8 9 37446 2821 97 0
9.1 0.34284 0.0128694 0.0183665 0.63991 0.013759 0.0200804 0.118551 0.00568979 0.00558157 0.448269 0.0192991 0.0273482 0.785157 0.0178614 0.0245537 0.155479 0.0254807 0.0260169 1.23058 0 0 1.23058 0 0 1.23058 0 0 9 9.2 24991 2111 93 0
9.3 0.315373 0.0136603 0.0175169 0.619542 0.0120013 0.0143781 0.107198 0.0057017 0.00655966 0.408079 0.0192457 0.0128978 0.758749 0.0236621 0.0381739 0.123517 0.030971 0.0189271 1.23058 0 0 1.23058 0 0 1.23058 0 0 9.2 9.4 16686 1401 66 0
9.5 0.284882 0.0121593 0.0165102 0.589118 0.0210541 0.0245264 0.0877395 0.00450679 0.0033825 0.540318 0.0219059 0.064347 0.833898 0.0336401 0.0371479 0.246411 0.0487534 0.0904881 1.23058 0 0 1.23058 0 0 1.23058 0 0 9.4 9.6 11074 917 40 0
9.7 0.298991 0.0100088 0.0144904 0.580422 0.0105153 0.015998 0.0924746 0.00357964 0.00408107 0.540318 0.0184107 0.0559668 0.842528 0.0125393 0.0118274 0.161172 0.0222493 0.0133238 1.23058 0 0 1.23058 0 0 1.23058 0 0 9.6 9.8 6974 490 41 0
9.9 0.276871 0.0181359 0.021452 0.593532 0.0228923 0.0202563 0.0902218 0.00576977 0.00536007 0.350965 0.0312707 0.0247737 0.733764 0.0569466 0.0242356 0.16374 0.0147567 0.0118513 1.23058 0 0 1.23058 0 0 1.23058 0 0 9.8 10 4589 259 37 0
10.1 0.267135 0.0114048 0.0144086 0.533205 0.0704228 0.0305188 0.0848993 0.00837962 0.00473763 0.387422 0.0377687 0.0260013 0.737415 0.0352994 0.0290709 0.209552 0.0252421 0.0303513 1.23058 0 0 1.23058 0 0 1.23058 0 0 10 10.2 2878 104 41 0
