#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.744123.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.91081 0.199898 0.19195 5.01994 0.0946064 0.112685 0.890808 0.0806981 0.0730573 3.47926 0.234954 0.237036 5.40757 0.109111 0.0889378 0.958053 0.0716384 0.0598126 3.60025 0.094547 0.129592 5.47702 0.0683932 0.120043 1.07958 0.0301321 0.0453067 7.2 7.4 630200 18553 17588 14127
7.5 2.95226 0.170493 0.156058 5.0209 0.111662 0.0756955 0.916091 0.0623809 0.0481432 3.6452 0.116336 0.115761 5.51993 0.0791554 0.0778818 0.995819 0.0534185 0.0390006 3.80671 0.0717564 0.0801504 5.63434 0.0446916 0.054832 1.14402 0.0344813 0.0274094 7.4 7.6 534733 17362 15870 13103
7.7 2.93404 0.172041 0.125449 5.0127 0.169739 0.0995059 0.943038 0.102346 0.0719874 3.70446 0.184455 0.145818 5.58784 0.104177 0.0951934 1.04888 0.0644238 0.0579278 3.88361 0.0498025 0.045222 5.72307 0.0497551 0.0497994 1.19796 0.0170554 0.0194966 7.6 7.8 447286 15689 14510 11766
7.9 3.03823 0.336634 0.184464 5.24907 0.697289 0.305973 1.02153 0.123224 0.0667855 3.90156 0.254847 0.196988 5.80441 0.317092 0.180609 1.11515 0.104495 0.0704514 4.04328 0.121225 0.100393 5.9542 0.149835 0.116261 1.25878 0.0647458 0.0443141 7.8 8 370025 14131 12627 10551
8.1 3.3681 0.691255 0.354626 6.38599 0.898738 0.77791 1.11568 0.243052 0.134547 4.18748 0.411578 0.2343 6.5917 0.931275 0.542572 1.23828 0.203101 0.108698 4.48868 0.158146 0.153375 6.61445 0.27309 0.284544 1.40245 0.0651064 0.060387 8 8.2 308564 13617 11768 9593
8.3 3.74221 0.698218 0.421835 6.97979 0.454858 0.511469 1.27747 0.312483 0.161658 4.46609 0.37379 0.227526 7.44812 0.585981 0.649072 1.41791 0.202747 0.116002 4.75502 0.157976 0.115147 7.16146 0.319927 0.263811 1.56561 0.0871524 0.0614629 8.2 8.4 259962 13433 11269 9268
8.5 3.83652 0.607246 0.347241 7.05429 0.246552 0.335968 1.36548 0.302966 0.160711 4.52518 0.3494 0.199776 7.59447 0.381709 0.415485 1.46022 0.186773 0.101014 4.86554 0.108637 0.0754571 7.24646 0.261666 0.204373 1.70722 0.0941913 0.0753251 8.4 8.6 214755 12471 10098 8301
8.7 3.7006 0.595007 0.330689 6.7677 0.337901 0.29649 1.32462 0.229419 0.140977 4.51927 0.320364 0.226563 7.50646 0.406929 0.441886 1.48068 0.18516 0.108342 4.88309 0.135871 0.0980539 7.28291 0.25018 0.179165 1.70854 0.0863225 0.0484526 8.6 8.8 173947 10963 8679 7116
8.9 3.55483 0.568635 0.355974 6.49324 0.390091 0.291839 1.25009 0.254237 0.142236 4.43632 0.299432 0.204399 7.46276 0.349338 0.36324 1.47821 0.145408 0.10617 4.98242 0.0940599 0.0911293 7.31745 0.156554 0.157948 1.8183 0.0466746 0.0878243 8.8 9 139502 9479 7323 6013
9.1 3.4531 0.551748 0.347859 6.32069 0.325732 0.315104 1.23963 0.205606 0.157666 4.37046 0.271062 0.207523 7.34898 0.379323 0.44095 1.4703 0.179497 0.11805 4.89933 0.0911732 0.104097 7.19641 0.154747 0.127721 1.71055 0.0654869 0.0598084 9 9.2 113611 8201 6221 4968
