#Observed stellar masses in Msun
#Average Infall SSFRs in yr^-1.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.202435.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_SSFRs(MW) Err+ Err- +1_sigma_Infall_SSFRs(MW) Err+ Err- -1_sigma_Infall_SSFRs(MW) Err+ Err- Median_Infall_SSFRs(GR) Err+ Err- +1_sigma_Infall_SSFRs(GR) Err+ Err- -1_sigma_Infall_SSFRs(GR) Err+ Err- Median_Infall_SSFRs(CL) Err+ Err- +1_sigma_Infall_SSFRs(CL) Err+ Err- -1_sigma_Infall_SSFRs(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -8.73119 0.0782852 0.0855484 -8.13132 0.0679474 0.0702162 -9.20405 0.0947647 0.118423 -8.71786 0.0891075 0.116758 -8.10749 0.0758715 0.0860062 -9.22309 0.103477 0.137077 -14 0 0 -14 0 0 -14 0 0 7.2 7.4 579220 11368 476 0
7.5 -8.68849 0.0743618 0.0919733 -8.0707 0.0680437 0.0732126 -9.16142 0.0867138 0.127551 -8.66522 0.0640812 0.0960321 -8.02713 0.0683088 0.076252 -9.17824 0.106963 0.129913 -14 0 0 -14 0 0 -14 0 0 7.4 7.6 452217 11105 522 0
7.7 -8.63504 0.0646219 0.0856085 -8.01122 0.0577021 0.0674562 -9.12515 0.0779877 0.118002 -8.65417 0.055254 0.0756407 -7.97965 0.063302 0.054183 -9.09932 0.0707178 0.159357 -14 0 0 -14 0 0 -14 0 0 7.6 7.8 342444 10860 496 0
7.9 -8.60707 0.0621014 0.0720825 -7.99781 0.0423417 0.0548911 -9.09081 0.0722151 0.112228 -8.60833 0.0700979 0.0916662 -7.90619 0.0795565 0.0911107 -9.06657 0.0752659 0.0892334 -14 0 0 -14 0 0 -14 0 0 7.8 8 251766 10111 501 0
8.1 -8.59004 0.0554018 0.0673666 -8.01192 0.0425396 0.0443592 -9.05858 0.0635014 0.0987749 -8.54 0.054286 0.063571 -7.87817 0.0354457 0.0367107 -9.03562 0.0644169 0.101918 -14 0 0 -14 0 0 -14 0 0 8 8.2 181753 8789 408 0
8.3 -8.58279 0.054698 0.0585032 -8.02215 0.0375948 0.0430794 -9.04391 0.0582104 0.0849524 -8.5625 0.0548077 0.0660715 -7.84468 0.0469966 0.0544209 -9.06186 0.0645247 0.0854244 -14 0 0 -14 0 0 -14 0 0 8.2 8.4 128181 7225 344 0
8.5 -8.57232 0.0480995 0.0547552 -8.03773 0.0379553 0.0407982 -9.02907 0.0578403 0.0671349 -8.5125 0.0649996 0.0806818 -7.88594 0.0507812 0.0586557 -9.04117 0.0772791 0.0936832 -14 0 0 -14 0 0 -14 0 0 8.4 8.6 89517 5952 283 0
8.7 -8.57716 0.0467443 0.0431213 -8.05649 0.0346451 0.0337601 -9.02137 0.0487556 0.0630713 -8.44 0.0450001 0.0546427 -7.96166 0.0502372 0.0495906 -8.97048 0.0598097 0.069766 -14 0 0 -14 0 0 -14 0 0 8.6 8.8 62165 4697 231 0
8.9 -8.56257 0.0411177 0.0436087 -8.04767 0.0357599 0.039917 -9.01079 0.0537176 0.0578785 -8.54167 0.0566673 0.0683327 -7.99051 0.0435624 0.0387602 -8.97133 0.0477324 0.0677376 -14 0 0 -14 0 0 -14 0 0 8.8 9 42786 3604 188 0
9.1 -8.56229 0.0397949 0.0357485 -8.0588 0.0286579 0.0298309 -9.01424 0.0498171 0.0493784 -8.53182 0.0484848 0.0556812 -7.95361 0.0789847 0.0545187 -9.03242 0.059226 0.0691395 -14 0 0 -14 0 0 -14 0 0 9 9.2 29079 2581 151 0
