#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.690967.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.52626 0.213322 0.19755 4.43905 0.0990515 0.0994878 0.789831 0.0726807 0.0558819 3.01565 0.18569 0.209302 4.81263 0.0872331 0.0859513 0.869245 0.0612864 0.0508046 3.10377 0.0835466 0.106418 4.84273 0.0727253 0.0938096 0.936016 0.0205461 0.026536 7.2 7.4 615518 19423 17391 13026
7.5 2.62112 0.160608 0.143358 4.4564 0.111077 0.0883102 0.853137 0.0544498 0.0574168 3.15061 0.1797 0.147577 4.89205 0.0944066 0.0814762 0.901224 0.0451227 0.0362778 3.29266 0.0636342 0.0732796 5.02736 0.0483603 0.0719848 1.00491 0.0254102 0.0262457 7.4 7.6 515706 17857 15759 11751
7.7 2.59836 0.192282 0.137383 4.49144 0.258031 0.128698 0.839217 0.0912167 0.0534688 3.2751 0.178393 0.150197 4.98032 0.14583 0.100121 0.913381 0.0720409 0.0455666 3.43564 0.0716395 0.0822284 5.13192 0.0716047 0.0609932 1.07549 0.0394849 0.0404193 7.6 7.8 427547 16136 13965 10441
7.9 2.78854 0.433707 0.255276 5.05574 0.953836 0.517378 0.940533 0.152727 0.0975965 3.49303 0.324826 0.204015 5.39475 0.500032 0.322901 1.02468 0.129448 0.0860935 3.7066 0.150511 0.135353 5.51014 0.202901 0.193042 1.15976 0.0677651 0.0408727 7.8 8 355008 14570 12482 9345
8.1 3.1952 0.650166 0.375715 6.12804 0.593334 0.660169 1.08146 0.265087 0.143207 3.8059 0.374998 0.245787 6.32182 0.764869 0.662566 1.15565 0.188231 0.104766 4.07867 0.130846 0.126325 6.16732 0.352139 0.29838 1.3465 0.0691431 0.0648512 8 8.2 298998 14351 11961 9039
8.3 3.43445 0.628529 0.31692 6.41899 0.320287 0.355586 1.20975 0.253568 0.136672 3.99717 0.383496 0.245316 6.96342 0.349644 0.514292 1.26163 0.21615 0.106543 4.26616 0.124835 0.107054 6.6101 0.262343 0.20813 1.44072 0.0833572 0.0773765 8.2 8.4 251745 14561 11111 8443
8.5 3.41899 0.569881 0.338062 6.35882 0.25715 0.288036 1.18867 0.266931 0.141556 4.02562 0.277736 0.193696 6.9291 0.290229 0.355505 1.28804 0.169742 0.0980471 4.30099 0.103381 0.091826 6.61437 0.267461 0.193236 1.49348 0.0857233 0.064858 8.4 8.6 205860 12858 10015 7456
8.7 3.29759 0.54409 0.350634 6.114 0.265659 0.283006 1.16211 0.229289 0.152486 3.98958 0.277356 0.185798 6.9047 0.275179 0.353032 1.31468 0.134436 0.0915544 4.32511 0.111457 0.0965114 6.69264 0.209601 0.216704 1.48463 0.0629045 0.0479107 8.6 8.8 166041 11299 8443 6276
8.9 3.22138 0.475921 0.320935 5.92165 0.282198 0.264664 1.14075 0.195995 0.107262 3.87408 0.310538 0.197782 6.75828 0.29739 0.390363 1.29975 0.145135 0.105091 4.34643 0.0772038 0.0672717 6.63441 0.145111 0.179384 1.523 0.0540195 0.0491827 8.8 9 133108 9791 7204 5366
9.1 3.09914 0.480298 0.320065 5.68166 0.342249 0.219075 1.06208 0.197782 0.115159 3.80856 0.28671 0.202055 6.71106 0.267247 0.330583 1.24073 0.160533 0.103566 4.35567 0.0708294 0.089241 6.52529 0.203722 0.166759 1.53953 0.0368413 0.0619403 9 9.2 107959 8309 5959 4388
9.3 3.11893 0.410831 0.347697 5.58941 0.270744 0.2501 1.05918 0.163845 0.114217 3.75764 0.255334 0.182251 6.65241 0.292839 0.278355 1.29523 0.15643 0.0959702 4.25896 0.0969672 0.0991516 6.58162 0.1552 0.168089 1.4782 0.0746117 0.0545967 9.2 9.4 88985 6683 5098 3816
9.5 2.97257 0.428683 0.324524 5.43062 0.304153 0.259084 0.98087 0.179685 0.12165 3.68663 0.290611 0.216285 6.57023 0.247334 0.2861 1.28157 0.144177 0.0922565 4.28457 0.0742459 0.109337 6.55214 0.182134 0.145538 1.49392 0.0492996 0.0521591 9.4 9.6 75552 5329 4465 3377
