#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.571997.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.75185 0.149491 0.119952 3.20297 0.0939338 0.0776918 0.576006 0.0549265 0.0394756 2.02249 0.185148 0.138855 3.46383 0.0905547 0.0727646 0.640685 0.0384485 0.0381328 2.16804 0.0600076 0.0733647 3.53184 0.0480342 0.0553432 0.701406 0.0135591 0.015489 7.2 7.4 588143 21416 17009 8454
7.5 1.82883 0.190783 0.13182 3.28067 0.223386 0.124681 0.616122 0.0703138 0.0470051 2.16799 0.169915 0.130639 3.58339 0.115183 0.0924177 0.648215 0.0539014 0.0287372 2.3227 0.0785747 0.0910485 3.67898 0.0713465 0.0755973 0.73038 0.0313359 0.0228927 7.4 7.6 478306 19469 14738 7457
7.7 2.02122 0.399637 0.199386 3.79799 0.768817 0.421403 0.679522 0.146963 0.0695565 2.41821 0.228896 0.178116 3.93272 0.404541 0.267574 0.729473 0.0859579 0.0659063 2.55612 0.125185 0.117381 4.00719 0.171509 0.182096 0.832919 0.0523629 0.0413685 7.6 7.8 393283 17861 13351 6763
7.9 2.38318 0.542079 0.28635 4.74553 0.419207 0.51756 0.798325 0.211598 0.103528 2.70623 0.346902 0.205078 4.77865 0.645363 0.565832 0.842146 0.140872 0.0857244 2.93397 0.108452 0.137291 4.69897 0.320067 0.350747 0.966945 0.0606302 0.0603723 7.8 8 332135 17704 12584 6663
8.1 2.61318 0.541112 0.296703 4.97095 0.246808 0.201593 0.868633 0.222608 0.103173 2.88458 0.288316 0.173071 5.32584 0.252259 0.280959 0.909994 0.142993 0.0701016 3.10859 0.11353 0.0921402 5.25829 0.162027 0.222999 1.09072 0.0610088 0.0520487 8 8.2 280578 17910 11894 6485
8.3 2.6238 0.438102 0.257189 4.92174 0.159779 0.17533 0.89548 0.188916 0.106375 2.94433 0.272956 0.188498 5.40403 0.158817 0.238125 0.946318 0.139318 0.0839511 3.23373 0.0923083 0.0874996 5.33138 0.126198 0.135267 1.12827 0.0558087 0.0411736 8.2 8.4 230280 16106 10763 5598
8.5 2.56175 0.397851 0.23255 4.80867 0.16375 0.186399 0.883137 0.161547 0.0947075 2.89798 0.250981 0.187963 5.32067 0.159295 0.200851 0.953011 0.107109 0.0841937 3.20451 0.091047 0.0778708 5.32087 0.122097 0.132585 1.14885 0.0486854 0.0473636 8.4 8.6 186005 14248 9100 4769
8.7 2.46523 0.352459 0.243477 4.64571 0.174562 0.189322 0.835114 0.162938 0.0911146 2.81049 0.224805 0.141482 5.26344 0.162831 0.222743 0.941305 0.1158 0.0856584 3.18216 0.0784421 0.0623467 5.21708 0.128085 0.151734 1.10572 0.0377016 0.0369101 8.6 8.8 148099 12350 7602 4012
8.9 2.37046 0.334793 0.244465 4.46813 0.212525 0.183308 0.826333 0.131658 0.0968981 2.82283 0.222499 0.167166 5.19092 0.189345 0.200378 0.985801 0.104727 0.077568 3.1108 0.086544 0.0591977 5.14182 0.101762 0.103671 1.0655 0.0371505 0.0336277 8.8 9 118524 10466 6396 3311
9.1 2.285 0.307272 0.207481 4.25305 0.264183 0.175736 0.746967 0.120414 0.0755914 2.77522 0.201669 0.149112 5.09008 0.197233 0.170414 0.952272 0.104935 0.0689414 3.13805 0.100513 0.0579314 5.27123 0.0884972 0.118582 1.14049 0.0500952 0.0366827 9 9.2 94285 8589 5375 2805
