#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.556810.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.86389 0.242361 0.321889 3.04519 0.361367 0.353793 0.948933 0.165163 0.271758 2.05556 0.175694 0.376389 3.18071 0.274969 0.307899 0.912843 0.151585 0.217564 2.18333 0.166667 0.258333 3.24567 0.252649 0.208729 1.08527 0.108729 0.24969 7.2 7.4 1108 344 256 170
7.5 2.25286 0.459643 0.46728 3.78433 0.517455 0.709678 1.06707 0.315396 0.316265 2.27 0.308846 0.335625 3.57699 0.601546 0.387182 1.08481 0.218951 0.208521 2.435 0.315 0.2725 3.73329 0.476327 0.445404 1.25838 0.177987 0.333009 7.4 7.6 1482 495 397 242
7.7 2.675 0.525 0.610937 4.25107 0.284735 0.588546 1.22833 0.320394 0.267753 2.6 0.4375 0.470312 4.35301 0.428545 0.774857 1.21818 0.253883 0.27501 2.77917 0.333333 0.404167 4.2564 0.368592 0.391511 1.35342 0.262816 0.281642 7.6 7.8 2173 816 620 412
7.9 2.87105 0.397697 0.652052 4.38531 0.223028 0.347923 1.29691 0.248541 0.326624 2.9525 0.463409 0.607361 4.67379 0.263571 0.504969 1.38106 0.351457 0.313586 2.85833 0.241667 0.300833 4.48382 0.229458 0.352159 1.39578 0.254384 0.221012 7.8 8 2999 1302 953 645
8.1 2.65861 0.370881 0.483607 4.25874 0.212904 0.308302 1.19047 0.285766 0.273287 2.86136 0.413636 0.430718 4.57901 0.274236 0.255925 1.26939 0.307565 0.29553 2.88 0.22 0.31875 4.60845 0.19442 0.376386 1.36814 0.218344 0.262738 8 8.2 3849 1702 1148 814
8.3 2.48233 0.350567 0.419328 4.14585 0.174224 0.335926 1.06166 0.226062 0.229168 2.69125 0.329338 0.37625 4.53626 0.226396 0.338111 1.20978 0.23896 0.288833 2.83958 0.210417 0.38125 4.46036 0.246312 0.312799 1.32747 0.207237 0.245344 8.2 8.4 4667 2072 1422 905
8.5 2.27763 0.308278 0.410965 3.91317 0.182949 0.276391 0.988551 0.174385 0.182709 2.5 0.327083 0.367308 4.26316 0.240029 0.399291 1.1326 0.218591 0.224876 2.72361 0.188889 0.351389 4.37046 0.207033 0.355412 1.2571 0.140288 0.200455 8.4 8.6 5557 2354 1644 1016
8.7 2.05093 0.293305 0.374946 3.67341 0.221777 0.301955 0.866788 0.157785 0.18477 2.38036 0.335819 0.3625 4.14977 0.309774 0.427389 1.06936 0.19015 0.245128 2.57 0.194583 0.375556 4.23557 0.236474 0.439072 1.14199 0.156771 0.235519 8.6 8.8 5927 2567 1726 969
8.9 1.85459 0.288031 0.309895 3.47365 0.222203 0.372384 0.819936 0.126024 0.152518 2.15 0.325735 0.350862 3.98121 0.301536 0.512434 0.91867 0.155613 0.22972 2.385 0.251364 0.353182 4.0372 0.248761 0.426907 1.05187 0.174112 0.2092 8.8 9 6526 2534 1746 1103
9.1 1.72687 0.245218 0.278875 3.28939 0.21785 0.289701 0.74922 0.13002 0.158103 2.01935 0.294534 0.346919 3.71412 0.256158 0.379668 0.847961 0.11716 0.164977 2.11667 0.256061 0.339394 3.82155 0.235705 0.38051 0.936978 0.144497 0.192347 9 9.2 6948 2384 1867 1048
9.3 1.56548 0.242857 0.243317 3.09558 0.234825 0.321875 0.6721 0.130316 0.195538 1.77756 0.258643 0.276564 3.51121 0.285114 0.362162 0.729075 0.118454 0.174635 1.98393 0.233929 0.282613 3.70143 0.259134 0.363379 0.80088 0.132903 0.165729 9.2 9.4 7227 2243 1752 970
9.5 1.47946 0.180536 0.199702 2.93093 0.222237 0.316393 0.640932 0.0991412 0.165564 1.63333 0.230482 0.295543 3.40162 0.19538 0.467781 0.625468 0.113151 0.17129 1.90192 0.145077 0.313688 3.41794 0.27862 0.410995 0.737835 0.0973748 0.139128 9.4 9.6 7737 1776 1690 984
9.7 1.36111 0.160764 0.158281 2.76521 0.223465 0.232332 0.609144 0.0934467 0.140765 1.38725 0.169363 0.228227 3.01033 0.223969 0.396561 0.462219 0.0915204 0.112441 1.59375 0.213068 0.279276 3.16644 0.27423 0.361779 0.60064 0.120076 0.124555 9.6 9.8 8459 1353 1759 954
9.9 1.35446 0.154286 0.201523 2.72919 0.222405 0.289455 0.587131 0.0953646 0.16379 1.19444 0.119127 0.146788 2.67245 0.262547 0.332662 0.381488 0.0737702 0.0677089 1.375 0.2 0.185526 2.92771 0.253866 0.37374 0.47033 0.0891796 0.09228 9.8 10 9443 990 1724 946
10.1 1.29 0.154444 0.149375 2.64344 0.211835 0.239668 0.536133 0.0866456 0.105269 1.01409 0.109558 0.126253 2.32643 0.243624 0.281936 0.244084 0.0826049 0.0305079 1.22 0.145 0.171087 2.60587 0.34063 0.281923 0.390415 0.0678133 0.0758265 10 10.2 10914 592 1761 904
10.3 1.275 0.16875 0.134091 2.46574 0.184794 0.18029 0.432352 0.0646291 0.0835998 0.925961 0.0547403 0.0875241 2.13509 0.15274 0.256519 0.228064 0.0211916 0.0249264 1.13214 0.226191 0.174188 2.47839 0.261981 0.258451 0.321919 0.0539754 0.0900234 10.2 10.4 12981 343 1715 847
10.5 1.31667 0.133333 0.158333 2.75624 0.103119 0.240629 0.453428 0.0682172 0.118807 0.822701 0.0437989 0.0622845 1.88515 0.187151 0.197188 0.199585 0.0153915 0.0176634 0.9125 0.1375 0.116447 2.18115 0.211249 0.294803 0.232174 0.040477 0.0276576 10.4 10.6 14254 148 1692 796
10.7 1.4 0.09 0.2125 2.65372 0.122597 0.326563 0.499042 0.051445 0.117546 0.742 0.060612 0.0351818 1.64654 0.192121 0.128359 0.199185 0.0110417 0.0132574 0.807353 0.0735295 0.0743983 1.90233 0.196057 0.16863 0.196675 0.0167258 0.0199575 10.6 10.8 13910 69 1288 614
10.9 1.125 0.275 0.175 2.43029 0.426202 0.392067 0.462661 0.0301288 0.0508798 0.723913 0.0260869 0.0265446 1.60673 0.0945688 0.122719 0.181528 0.00774801 0.00860825 0.703571 0.0532467 0.0669048 1.80392 0.209516 0.275961 0.191507 0.0147349 0.0202723 10.8 11 10874 33 791 403
11.1 1.7 0.125 0.575 3.72067 0.0579331 0.942067 0.535697 0.0936303 0.048437 0.7625 0.05 0.0265 1.64952 0.0897117 0.0953372 0.20052 0.0125542 0.0120713 0.717857 0.0446429 0.0728571 1.70143 0.142067 0.224513 0.188965 0.0156371 0.0178107 11 11.2 6260 8 281 187
11.3 1.475 0.05 0.025 1.53413 1.23413 0.0500001 1.4238 0.0420672 0.692067 0.825 0.025 0.025 1.58906 0.237378 0.154045 0.205633 0.0149612 0.0185638 0.7 0.0583333 0.0916666 1.78677 0.334378 0.288941 0.213565 0.0230942 0.0315453 11.2 11.4 2550 3 68 59
11.5 0 0 0 0 0 0 0 0 0 0.7 0.1 0.275 1.07861 0.636538 0.192067 0.181731 0.125 0.0182689 0.425 0.225 0.25 1.11034 0.4 0.157933 0.071154 0.010577 0.00528851 11.4 11.6 686 0 10 6
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.075 1.05 0.075 0.0920672 1.05 0.0920672 0.0579328 1.05 0.0579328 11.6 11.8 103 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 15 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
