#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.293560.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.56875 0.16875 0.199248 0.929446 0.246532 0.210558 0.225361 0.105168 0.12512 0.6625 0.244643 0.30199 0.947836 0.0938697 0.323703 0.199681 0.389983 0.110017 0 0 0 0 0 0 0 0 0 7.2 7.4 96 19 6 0
7.5 0.65 0.175 0.225 1.09062 0.272117 0.313219 0.225137 0.222341 0.129335 0.5875 0.2125 0.125 0.938702 0.479567 0.346635 0.376924 0.188941 0.28726 0 0 0 0 0 0 0 0 0 7.4 7.6 111 36 9 0
7.7 0.710952 0.247381 0.360952 1.25109 0.207683 0.522485 0.304568 0.186541 0.209109 0.65 0.15 0.340884 0.796874 0.654677 0.230947 0.379508 0.186357 0.287628 0 0 0 0 0 0 0 0 0 7.6 7.8 120 52 14 0
7.9 0.80625 0.25625 0.422753 1.32327 0.203646 0.613767 0.357975 0.179285 0.244309 0.737 0.363 0.512 1.36884 0.373222 1.126 0.223798 0.34321 0.130689 0 0.025 0 0 0.0420672 0 0 0.00793276 0 7.8 8 147 76 16 0
8.1 0.728385 0.234115 0.390396 1.31827 0.197971 0.673798 0.397899 0.114 0.280026 1.01875 0.58125 0.714638 1.71274 0.205529 1.04153 0.438344 0.475118 0.356613 0 0 0 0 0 0 0 0 0 8 8.2 216 130 34 0
8.3 0.825 0.105 0.196875 1.34159 0.174516 0.357451 0.397689 0.102381 0.14384 0.946429 0.378571 0.638929 1.52524 0.386779 0.821126 0.508655 0.599278 0.418603 0 0.975 0 0 0.992067 0 0 0.957933 0 8.2 8.4 365 228 72 1
8.5 0.745833 0.154167 0.36437 1.32019 0.0980783 0.563003 0.326084 0.102559 0.218151 0.828571 0.204762 0.516071 1.39687 0.257689 0.815871 0.393273 0.111215 0.291827 0 0.141667 0 0 0.584134 0 0 0.0817311 0 8.4 8.6 473 337 86 0
8.7 0.716477 0.0985227 0.216477 1.21178 0.111709 0.272366 0.356575 0.090782 0.237584 0.7625 0.1625 0.322246 1.44783 0.156252 0.707096 0.407838 0.147691 0.282838 0 0.425 0 0 0.442067 0 0 0.273798 0 8.6 8.8 688 403 139 1
8.9 0.721429 0.0535714 0.183319 1.2412 0.0862975 0.25983 0.348728 0.120264 0.133807 0.85 0.158333 0.2 1.42852 0.0883 0.226121 0.389808 0.10783 0.164086 0.425 0.075 0.425 0.442067 0.242067 0.442067 0.407933 0 0.407933 8.8 9 857 461 165 1
9.1 0.6875 0.0614583 0.155284 1.15613 0.125118 0.192463 0.35431 0.105496 0.121135 0.82 0.121667 0.195 1.42932 0.0930294 0.242944 0.353487 0.138197 0.144842 0 0.65 0 0 0.692067 0 0 0.365866 0 9 9.2 1165 424 234 2
9.3 0.713542 0.0864584 0.12743 1.22812 0.0986803 0.186413 0.319296 0.0938303 0.11096 0.728125 0.096875 0.165625 1.39687 0.174939 0.319471 0.308495 0.0444714 0.108295 0 0.5 0 0 2.1262 0 0 0.407933 0 9.2 9.4 1455 367 265 2
9.5 0.7375 0.0875 0.15625 1.23523 0.0800555 0.193434 0.313703 0.0382213 0.102794 0.634091 0.0809091 0.0965909 1.3094 0.131704 0.286321 0.248489 0.0515988 0.0655706 0.425 0.15 0.425 0.542067 0.2 0.542067 0.165866 0.392067 0.165866 9.4 9.6 1716 246 304 1
9.7 0.709375 0.0864583 0.150284 1.17662 0.0475303 0.136118 0.310914 0.0453376 0.0787003 0.63125 0.06875 0.135417 1.22503 0.103656 0.16717 0.231926 0.0486553 0.0582865 0.625 0.675 0.625 0.676202 0.75 0.676202 0.123798 0.684134 0.123798 9.6 9.8 1864 180 329 3
9.9 0.708333 0.0999999 0.165152 1.0774 0.101203 0.108595 0.316733 0.113637 0.0700157 0.621429 0.103571 0.148095 1.21606 0.0763855 0.21402 0.251764 0.0579618 0.0826426 0.825 0.1 0.825 0.842067 0.1 0.842067 0.807933 0.1 0.807933 9.8 10 2005 115 338 1
10.1 0.775 0.0875 0.23 1.11458 0.0999999 0.156122 0.238705 0.222715 0.140051 0.538043 0.0719565 0.0967935 1.09956 0.120506 0.150407 0.21715 0.0774601 0.0586084 0 0 0 0 0 0 0 0 0 10 10.2 2026 39 307 0
10.3 0.85 0.125 0.133333 1.26514 0.101563 0.136538 0.411059 0.189664 0.146034 0.503947 0.041886 0.0789474 0.998342 0.0824248 0.16215 0.155918 0.0371122 0.0256629 0 0.075 0 0 0.0920672 0 0 0.0579328 0 10.2 10.4 2066 33 273 1
