#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.759310.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.00539 0.221019 0.206258 5.18409 0.106037 0.117055 0.904403 0.0875921 0.0598536 3.58948 0.234156 0.22706 5.58047 0.115394 0.09061 0.985989 0.0579223 0.051633 3.73192 0.117413 0.148481 5.61873 0.0811458 0.0836644 1.12735 0.0389092 0.0516661 7.2 7.4 634016 18383 17434 14526
7.5 3.10433 0.15425 0.156028 5.2199 0.0983171 0.089994 0.951255 0.0674106 0.0555136 3.77757 0.148666 0.130835 5.69 0.0858274 0.0800457 1.04196 0.0564992 0.0496786 3.93453 0.0572104 0.0761015 5.81112 0.0394988 0.0668545 1.19501 0.0324398 0.0357035 7.4 7.6 540069 17213 16042 13482
7.7 3.0454 0.14848 0.107373 5.17373 0.13787 0.0835953 0.974294 0.0739216 0.053192 3.85646 0.144617 0.133226 5.77552 0.0940866 0.0885472 1.08381 0.0530699 0.0508829 4.00248 0.0601873 0.054688 5.92564 0.0539355 0.0612106 1.2361 0.0213052 0.0199915 7.6 7.8 452370 15488 14472 11879
7.9 3.09488 0.332766 0.181774 5.35476 0.620204 0.268697 1.01268 0.105147 0.0759037 3.98121 0.282638 0.187257 5.96416 0.295804 0.187036 1.11959 0.105825 0.0691317 4.20947 0.0890007 0.0877242 6.14494 0.113198 0.115879 1.31388 0.0472336 0.0419728 7.8 8 374400 14137 12618 10770
8.1 3.41309 0.665296 0.307259 6.3915 0.981534 0.759694 1.12756 0.263478 0.123267 4.33924 0.369846 0.254852 6.62375 0.961938 0.47121 1.24952 0.204642 0.0943329 4.55786 0.157474 0.144059 6.65385 0.303551 0.230795 1.4435 0.0710574 0.0530059 8 8.2 311370 13383 11876 9933
8.3 3.85705 0.683952 0.47016 7.18651 0.504625 0.571364 1.33831 0.296702 0.164931 4.6077 0.378843 0.235609 7.59755 0.599715 0.697994 1.43885 0.220975 0.138699 4.89195 0.140209 0.108762 7.2687 0.283798 0.23337 1.61096 0.0791764 0.065943 8.2 8.4 261451 13117 11202 9378
8.5 3.94666 0.651386 0.357344 7.18115 0.332053 0.330595 1.4132 0.326558 0.169909 4.73008 0.347429 0.214331 7.82258 0.410057 0.430949 1.55342 0.225893 0.128554 4.97136 0.119545 0.100913 7.34454 0.280694 0.191798 1.68862 0.0954305 0.0556351 8.4 8.6 217656 12327 10161 8382
8.7 3.82489 0.563306 0.364365 6.95455 0.324839 0.319557 1.33974 0.259295 0.146758 4.62162 0.31455 0.1941 7.67019 0.399485 0.415763 1.51714 0.157357 0.106667 5.0566 0.100972 0.113869 7.47702 0.212148 0.167258 1.76861 0.0631446 0.0542394 8.6 8.8 175890 10768 8857 7404
8.9 3.64691 0.57381 0.362826 6.65478 0.395841 0.320569 1.28348 0.2527 0.143918 4.54711 0.329804 0.20778 7.64292 0.397169 0.469081 1.51572 0.195276 0.131058 5.10011 0.0977273 0.0909419 7.49934 0.132411 0.154441 1.77989 0.0784404 0.0696799 8.8 9 141318 9553 7353 6113
9.1 3.53509 0.560697 0.341451 6.44746 0.376828 0.309107 1.26246 0.220954 0.160694 4.5208 0.32406 0.211315 7.52779 0.419629 0.356812 1.52625 0.142864 0.117979 5.08457 0.113271 0.0872169 7.42191 0.213772 0.153865 1.85231 0.0820863 0.0706023 9 9.2 114827 8068 6175 5126
