#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.389747.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.957012 0.127692 0.116451 1.79715 0.242799 0.177377 0.334787 0.0479656 0.0394348 0.984316 0.110363 0.085619 1.81354 0.139578 0.11642 0.344702 0.0315274 0.0260886 1.06002 0.0439477 0.0450736 1.84601 0.126083 0.0883812 0.366122 0.0156409 0.0121025 7.2 7.4 587593 25104 11526 1331
7.5 1.14102 0.206198 0.16152 2.32905 0.267259 0.343542 0.40088 0.0773701 0.0540393 1.16948 0.164826 0.133079 2.22111 0.365514 0.267606 0.395723 0.0550434 0.0384728 1.27303 0.0868421 0.113538 2.24936 0.161418 0.170901 0.410461 0.0527258 0.0415984 7.4 7.6 483457 25455 11100 1304
7.7 1.33672 0.234696 0.181203 2.64503 0.154657 0.161486 0.455291 0.0936912 0.0587545 1.39894 0.173148 0.157081 2.81225 0.156577 0.256502 0.474537 0.0639817 0.056698 1.53626 0.0832905 0.128018 2.7772 0.114692 0.222447 0.569296 0.055176 0.0765917 7.6 7.8 398120 25480 10825 1377
7.9 1.44627 0.253357 0.149362 2.73928 0.0993507 0.0853629 0.504075 0.106036 0.0630179 1.53671 0.17039 0.116773 2.98052 0.0934539 0.0814972 0.531259 0.0752271 0.0475535 1.67081 0.061421 0.0518258 2.97722 0.066731 0.0721374 0.649854 0.0301178 0.0233595 7.8 8 322109 24380 10282 1412
8.1 1.46276 0.190383 0.138075 2.71687 0.0891254 0.0692222 0.509767 0.0878816 0.0572442 1.56556 0.143633 0.107326 3.01422 0.0678003 0.0678184 0.54242 0.0646225 0.0467807 1.7537 0.069137 0.0697043 3.07769 0.0289826 0.0485027 0.641947 0.0326901 0.0252302 8 8.2 254367 21532 9071 1154
8.3 1.4015 0.171679 0.111958 2.6274 0.0779734 0.0815246 0.491538 0.076304 0.0516837 1.553 0.147447 0.0956229 2.98302 0.0660896 0.0558 0.541679 0.0693435 0.042288 1.70498 0.0609536 0.0689421 3.06747 0.0367618 0.0841238 0.646878 0.0392594 0.0367476 8.2 8.4 200112 18555 7725 993
8.5 1.33122 0.169927 0.118443 2.53482 0.077194 0.075593 0.453827 0.068917 0.0450786 1.54333 0.129135 0.113996 2.95401 0.0614319 0.0642443 0.540983 0.0532669 0.052335 1.77436 0.0603294 0.0450914 3.03387 0.0282819 0.043041 0.690791 0.0313653 0.0288839 8.4 8.6 156059 16076 6325 813
8.7 1.27 0.138527 0.112873 2.46136 0.0765345 0.0740035 0.434597 0.0544364 0.04143 1.51025 0.130742 0.0871098 2.91646 0.0551267 0.0549867 0.524079 0.0545136 0.03815 1.72066 0.0373693 0.0318202 3.00087 0.0331116 0.0361083 0.691705 0.0364486 0.0426564 8.6 8.8 123316 13353 5377 736
8.9 1.21108 0.13049 0.094884 2.34941 0.0969293 0.0754938 0.40539 0.0515733 0.0398549 1.49048 0.121069 0.0833092 2.87171 0.0542777 0.049176 0.533418 0.0613225 0.0383856 1.76236 0.0464287 0.0425991 3.05013 0.0298173 0.0495443 0.739163 0.0379793 0.0326178 8.8 9 96071 10872 4438 576
9.1 1.16676 0.117379 0.09455 2.29375 0.0823209 0.0830355 0.380532 0.0396231 0.0355494 1.44379 0.104146 0.079482 2.80254 0.0507805 0.0605178 0.540592 0.0474714 0.0443215 1.71627 0.0375592 0.0478548 3.06088 0.0263393 0.0566177 0.650995 0.0327378 0.0312977 9 9.2 74009 7975 3798 448
