#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.971935.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 4.03393 0.519642 0.708929 6.49469 0.376841 0.592778 1.75903 0.30907 0.322129 4.54643 0.567857 0.915179 6.96196 0.353025 0.749313 2.03395 0.299082 0.353991 4.68542 0.479583 0.960417 7.10787 0.275864 0.787812 2.05488 0.292249 0.373926 7.2 7.4 11161 1752 1995 2162
7.5 3.92857 0.483929 0.583571 6.50139 0.379364 0.582704 1.67725 0.314654 0.39092 4.70167 0.54098 0.835362 7.03813 0.395749 0.680664 2.0919 0.34045 0.421892 4.75417 0.440834 0.904167 7.13765 0.251974 0.661915 2.02689 0.305699 0.369358 7.4 7.6 12259 1935 2361 2582
7.7 3.76932 0.465057 0.544318 6.5535 0.271637 0.632925 1.65585 0.267866 0.414737 4.71806 0.465873 0.830556 7.14665 0.299517 0.649483 1.93244 0.372402 0.340558 4.74881 0.467262 0.839434 7.12851 0.280174 0.607178 1.99277 0.365468 0.37611 7.6 7.8 13431 2313 2810 3146
7.9 3.625 0.45625 0.526429 6.29912 0.391529 0.5437 1.60517 0.229806 0.304935 4.52083 0.53125 0.733333 7.06974 0.359796 0.556517 1.90609 0.373534 0.32957 4.78684 0.422773 0.822953 7.21452 0.310867 0.586311 2.00066 0.347044 0.364739 7.8 8 14320 2548 3123 3338
8.1 3.54942 0.588915 0.46053 6.33682 0.513345 0.473259 1.50403 0.297682 0.326502 4.5379 0.560174 0.695403 7.10072 0.425322 0.580079 1.96126 0.378737 0.385329 4.62222 0.506187 0.702579 7.17104 0.366504 0.582779 1.93141 0.386775 0.348426 8 8.2 15678 2727 3569 3788
8.3 3.75563 0.814829 0.550625 6.71004 0.92565 0.710728 1.61428 0.347566 0.350362 4.65147 0.657313 0.618862 7.41351 0.730054 0.63762 1.95826 0.47616 0.331102 4.77917 0.55315 0.652851 7.38094 0.589256 0.499774 1.98433 0.45244 0.33307 8.2 8.4 17435 3280 4153 4504
8.5 4.005 0.565732 0.606471 7.11376 0.586776 0.64968 1.58695 0.32344 0.26952 4.66875 0.596991 0.644531 7.70763 0.600319 0.637506 1.84757 0.37142 0.297534 4.73952 0.495901 0.569204 7.67347 0.475243 0.556457 1.96166 0.39605 0.358469 8.4 8.6 19251 3935 4569 5065
8.7 3.63077 0.503193 0.511722 6.78704 0.565465 0.593344 1.43948 0.23498 0.263893 4.33712 0.56352 0.589621 7.47039 0.514299 0.597155 1.67088 0.282789 0.250903 4.38173 0.432925 0.539022 7.44641 0.393364 0.558336 1.72426 0.322294 0.24479 8.6 8.8 19720 3982 4520 4947
8.9 3.20323 0.451599 0.399059 6.24846 0.429585 0.456151 1.31716 0.178443 0.242913 3.93306 0.448185 0.545565 7.13063 0.453325 0.589866 1.48279 0.218495 0.246403 4.04083 0.485 0.448922 7.08788 0.411376 0.509007 1.55205 0.262582 0.21783 8.8 9 19129 3876 4001 4503
9.1 2.7819 0.414825 0.335897 5.79535 0.40233 0.442317 1.13214 0.176224 0.232569 3.52857 0.402311 0.442322 6.57794 0.440474 0.511425 1.31706 0.169531 0.221336 3.68357 0.410429 0.469682 6.82046 0.32899 0.512175 1.35202 0.202494 0.182881 9 9.2 18418 3626 3591 4099
