#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.706154.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.5125 0.3375 0.206731 4.23511 0.237838 0.258761 1.19517 0.264205 0.24877 3.07778 0.307936 0.307778 4.60957 0.205466 0.225747 1.4639 0.224174 0.225669 3.125 0.259091 0.320833 4.6911 0.132852 0.273107 1.4482 0.135662 0.212447 7.2 7.4 3322 716 791 698
7.5 2.50833 0.368939 0.345834 4.16345 0.353065 0.309404 1.19556 0.217108 0.272768 3.08452 0.276191 0.337024 4.60015 0.268658 0.269433 1.45692 0.243283 0.224403 3.08929 0.301786 0.284286 4.71339 0.203421 0.228283 1.44883 0.181003 0.196075 7.4 7.6 3574 869 937 902
7.7 2.68056 0.631944 0.359306 4.49828 0.755354 0.54859 1.25316 0.282435 0.191323 3.18958 0.414583 0.350694 4.81675 0.508627 0.416122 1.56058 0.275206 0.224062 3.26974 0.380263 0.377237 4.92986 0.225632 0.345192 1.46901 0.232812 0.226983 7.6 7.8 4432 1120 1123 1060
7.9 3.17209 0.807669 0.693867 5.37037 0.666288 0.796863 1.37567 0.445812 0.31005 3.49444 0.67877 0.649444 5.50685 0.769599 0.720425 1.57985 0.444145 0.352811 3.51042 0.39375 0.401326 5.44814 0.461114 0.516901 1.67775 0.318724 0.336248 7.8 8 5706 1574 1499 1525
8.1 3.49405 0.534921 0.699405 5.69289 0.416043 0.561413 1.47663 0.376288 0.316978 3.75192 0.543077 0.563173 5.9998 0.442492 0.601738 1.73024 0.484244 0.394226 3.76023 0.383891 0.41611 5.87727 0.456356 0.483608 1.71498 0.282518 0.300858 8 8.2 7531 2370 2062 2052
8.3 3.30109 0.52199 0.585983 5.59331 0.331193 0.48083 1.34427 0.350068 0.262005 3.62744 0.432717 0.543348 5.90503 0.457382 0.554244 1.55422 0.392855 0.317596 3.62903 0.433968 0.405756 5.79181 0.40732 0.411008 1.60364 0.324019 0.253836 8.2 8.4 8819 2912 2481 2315
8.5 2.99226 0.394345 0.428571 5.32076 0.300194 0.348253 1.27132 0.216359 0.201743 3.37174 0.431202 0.431739 5.70508 0.404018 0.545286 1.41616 0.262583 0.248888 3.45937 0.324449 0.385237 5.57866 0.366886 0.370865 1.43078 0.295484 0.201819 8.4 8.6 9763 3123 2652 2419
8.7 2.7189 0.38853 0.430939 4.9669 0.348009 0.448046 1.13172 0.198943 0.226389 3.22368 0.433134 0.504329 5.51535 0.346635 0.526031 1.3552 0.235317 0.233251 3.26875 0.345724 0.373295 5.41275 0.442048 0.373638 1.32976 0.294373 0.21033 8.6 8.8 10445 3245 2726 2463
8.9 2.42232 0.338725 0.375099 4.58374 0.32701 0.381247 0.99895 0.189185 0.145469 2.93125 0.427083 0.386932 5.22296 0.40084 0.476312 1.18833 0.199114 0.199204 3.00625 0.402679 0.33725 5.07485 0.408108 0.343445 1.23991 0.204146 0.193617 8.8 9 10555 3271 2805 2489
9.1 2.20859 0.331847 0.326162 4.29218 0.29692 0.372775 0.932735 0.147725 0.179581 2.64762 0.329945 0.414966 4.92998 0.339857 0.477842 1.06656 0.144495 0.232038 2.77411 0.352679 0.375357 4.87951 0.437682 0.302511 1.10149 0.164141 0.177298 9 9.2 10716 3048 2524 2264
9.3 1.97208 0.285154 0.277583 4.04972 0.283649 0.405655 0.849021 0.133997 0.168115 2.37917 0.3375 0.309812 4.68465 0.345491 0.421239 0.924829 0.142831 0.204828 2.48707 0.331681 0.303448 4.72403 0.286421 0.406771 0.984887 0.156504 0.174129 9.2 9.4 10978 2754 2428 2170
9.5 1.84914 0.246792 0.214763 3.79292 0.3023 0.371263 0.73331 0.107576 0.140163 2.12333 0.278589 0.294065 4.28384 0.337033 0.316464 0.746725 0.16241 0.148477 2.26 0.326364 0.277969 4.38592 0.372578 0.36696 0.833667 0.148384 0.162259 9.4 9.6 11394 2317 2361 2064
9.7 1.65122 0.18465 0.200699 3.59596 0.286003 0.377898 0.64295 0.151368 0.168511 1.8119 0.186779 0.245498 3.98459 0.306062 0.413361 0.552056 0.107549 0.108008 1.96579 0.247368 0.273825 4.04239 0.285046 0.307517 0.734757 0.100958 0.1189 9.6 9.8 12016 1880 2251 1958
9.9 1.58718 0.153098 0.135394 3.37817 0.253766 0.264448 0.568326 0.143954 0.141741 1.56875 0.159926 0.161492 3.55932 0.219026 0.300961 0.454718 0.0963441 0.0792952 1.70833 0.227536 0.201515 3.70269 0.303214 0.348512 0.596564 0.103864 0.112277 9.8 10 13429 1366 2127 1835
