#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.835248.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.22727 0.403977 0.382828 5.38157 0.301635 0.342222 1.4663 0.27672 0.245962 3.9125 0.4125 0.527206 5.8307 0.252081 0.357505 1.74654 0.334218 0.26979 3.825 0.483333 0.54375 5.78103 0.32766 0.337538 1.80082 0.267799 0.249437 7.2 7.4 6514 1106 1362 1406
7.5 3.20694 0.404419 0.38579 5.34053 0.366459 0.388138 1.46334 0.206379 0.234292 3.81923 0.48702 0.51014 5.7702 0.288921 0.366604 1.72134 0.338575 0.262298 3.89062 0.424375 0.515625 5.95525 0.282004 0.39257 1.7861 0.186202 0.234123 7.4 7.6 7270 1364 1586 1669
7.7 3.03333 0.36131 0.335965 5.28445 0.256004 0.332108 1.43864 0.153976 0.211394 3.63333 0.462255 0.442544 5.71979 0.364478 0.373152 1.69435 0.277294 0.233215 3.88269 0.478245 0.457692 5.98494 0.261496 0.410982 1.72089 0.237159 0.251999 7.6 7.8 7948 1573 1774 1866
7.9 3.03542 0.689583 0.431845 5.32606 0.672412 0.42332 1.40585 0.312601 0.282407 3.79464 0.572024 0.522584 5.88337 0.58393 0.457301 1.69294 0.370047 0.313449 3.97857 0.501429 0.511905 6.12305 0.371924 0.398244 1.72966 0.327814 0.270547 7.8 8 9177 1903 2104 2198
8.1 3.51522 0.818825 0.631394 6.03451 0.806677 0.742022 1.48657 0.464757 0.293873 4.10109 0.703913 0.586087 6.39043 0.875696 0.536783 1.827 0.481399 0.393604 4.17321 0.561463 0.539004 6.48522 0.578785 0.434607 1.84285 0.396647 0.347866 8 8.2 11077 2474 2672 2731
8.3 3.76019 0.633933 0.641018 6.4145 0.611275 0.595106 1.55116 0.367905 0.316208 4.26591 0.596591 0.61875 6.84389 0.63013 0.594562 1.88078 0.374956 0.382852 4.24737 0.483881 0.46461 6.82208 0.415519 0.468766 1.84687 0.366198 0.292585 8.2 8.4 13421 3093 3357 3400
8.5 3.56806 0.514391 0.550556 6.34265 0.423793 0.527092 1.44485 0.286603 0.232163 4.11143 0.474779 0.581741 6.72757 0.504757 0.597873 1.658 0.381635 0.291574 4.0725 0.487283 0.428928 6.73897 0.382046 0.433848 1.72254 0.368622 0.261161 8.4 8.6 14403 3494 3644 3663
8.7 3.11071 0.444433 0.425089 5.87476 0.392784 0.460021 1.25361 0.229236 0.195931 3.76212 0.419635 0.533788 6.46383 0.467525 0.547114 1.48315 0.247363 0.239807 3.78437 0.456143 0.396496 6.40072 0.405069 0.436968 1.55961 0.276973 0.23598 8.6 8.8 14955 3614 3568 3626
8.9 2.835 0.456346 0.380946 5.44736 0.422105 0.473284 1.16268 0.187611 0.225091 3.36016 0.495613 0.462934 6.1109 0.444295 0.530071 1.3217 0.234511 0.223745 3.52586 0.396013 0.360862 6.1448 0.399852 0.393643 1.40048 0.24463 0.222881 8.8 9 14668 3626 3331 3395
9.1 2.56061 0.373716 0.356361 5.13147 0.355819 0.427496 1.05482 0.166623 0.178683 3.0725 0.366689 0.391731 5.71605 0.367196 0.455867 1.17565 0.157264 0.201137 3.211 0.402333 0.461 5.82476 0.350948 0.461865 1.27588 0.178206 0.199032 9 9.2 14609 3399 3046 3120
9.3 2.25887 0.309433 0.259295 4.69972 0.382827 0.404121 0.945166 0.126483 0.173749 2.74375 0.394213 0.353209 5.43053 0.423366 0.480182 1.04121 0.169122 0.199866 2.93636 0.39081 0.373433 5.50908 0.373961 0.472649 1.12632 0.17338 0.159231 9.2 9.4 14465 3061 2796 2899
9.5 1.9745 0.292861 0.187544 4.29758 0.373063 0.338534 0.77172 0.150231 0.140959 2.455 0.275645 0.288871 5.03571 0.370735 0.443447 0.834669 0.160791 0.142165 2.62361 0.339722 0.353156 5.22585 0.32855 0.453118 0.942479 0.143068 0.147427 9.4 9.6 14866 2536 2562 2679
9.7 1.86 0.207647 0.182872 4.00093 0.290069 0.392189 0.702075 0.128781 0.122971 2.07548 0.245487 0.230989 4.53812 0.323302 0.364883 0.653248 0.0877842 0.120511 2.28594 0.270729 0.260937 4.75514 0.320242 0.366004 0.854908 0.126259 0.161698 9.6 9.8 15202 2026 2430 2486
9.9 1.73359 0.195406 0.157242 3.85005 0.20839 0.324795 0.611053 0.117652 0.135071 1.71193 0.130682 0.137513 4.03179 0.261597 0.306628 0.489322 0.0978584 0.068302 2.04868 0.197983 0.259101 4.44556 0.272806 0.397993 0.628868 0.0904055 0.133486 9.8 10 16104 1418 2194 2279
10.1 1.82969 0.128071 0.145759 3.67449 0.213173 0.205816 0.640595 0.102866 0.151216 1.50208 0.086859 0.0730833 3.61236 0.235597 0.242797 0.409972 0.0591218 0.0548515 1.676 0.124961 0.145565 3.8778 0.271561 0.284214 0.472092 0.0332842 0.054298 10 10.2 17599 940 2126 2096
10.3 1.65833 0.0916666 0.108333 3.61801 0.19664 0.171948 0.460033 0.120948 0.0679312 1.32672 0.0475183 0.0649594 3.03534 0.196944 0.23581 0.319816 0.033107 0.0490816 1.44167 0.120208 0.123698 3.58515 0.243604 0.290002 0.391905 0.0401208 0.0390592 10.2 10.4 19276 426 2004 1887
10.5 1.71071 0.101786 0.102381 3.67151 0.227757 0.13426 0.577772 0.0442274 0.0737615 1.0791 0.0404669 0.0290984 2.55185 0.103183 0.175805 0.235619 0.0077094 0.0106126 1.27344 0.0635625 0.0574801 3.18048 0.19442 0.221117 0.310413 0.0127395 0.0438459 10.4 10.6 20144 183 1732 1474
10.7 1.275 0.275 0.1 2.96166 0.372715 0.328008 0.336941 0.123317 0.0894033 1.02361 0.0350846 0.0361111 2.24737 0.100614 0.110816 0.227444 0.00828321 0.0084644 1.11346 0.072476 0.0811086 2.73544 0.105768 0.191105 0.244521 0.0372802 0.0130333 10.6 10.8 18994 52 1317 1162
10.9 1.31667 0.0333333 0.0666667 2.07464 0.274639 0.146034 0.451924 0.257572 0.103605 0.97625 0.0314423 0.0272115 2.09609 0.109366 0.104745 0.212355 0.00787893 0.0060946 1.01071 0.0616541 0.04375 2.29933 0.103908 0.202127 0.214911 0.00745898 0.0084767 10.8 11 14775 16 666 644
11.1 1.325 0.0999999 0.225 2.42861 1.10793 0.284134 0.331731 0.389664 0.118269 0.925 0.034375 0.065 2.14565 0.0968924 0.174344 0.219979 0.00774598 0.00845273 0.745833 0.0729167 0.0458333 2.10888 0.0903518 0.232368 0.169777 0.0124891 0.0144871 11 11.2 8693 7 203 263
11.3 0 0 0 0 0 0 0 0 0 0.95 0.2 0.133333 2.0137 0.666588 0.0865381 0.156011 0.0444225 0.0207928 0.60625 0.09375 0.127679 1.65529 0.0453529 0.156249 0.166299 0.0206419 0.031442 11.2 11.4 4163 0 34 66
11.5 0 0 0 0 0 0 0 0 0 1.025 2.3 0.45 1.04207 2.69207 0.45 1.00793 0.00793278 0.776202 0.725 0.175 0.25 1.05481 2.9476 0.107933 0.147597 0.309535 0.0526442 11.4 11.6 1616 0 1 7
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.475 0.625 0.4 0.584134 0.557933 0.492067 0.457933 0.107933 0.4 11.6 11.8 462 0 0 2
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 96 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 12 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 3 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
