#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.096123.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.125743 0.163633 0.0592595 0.135479 0.153897 0.0345908 0.0834883 0.205887 0.0705979 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 7.2 7.4 30776 1 0 0
7.5 0.092217 0.197159 0.065258 0.165276 0.1241 0.0684115 0.0834883 0.205887 0.0748833 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 7.4 7.6 22484 0 0 0
7.7 0.104895 0.18448 0.0779363 0.165276 0.1241 0.0643877 0.0438132 0.245563 0.0352082 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 7.6 7.8 15466 2 0 0
7.9 0.159686 0.12969 0.119432 0.166963 0.122413 0.117699 0.129474 0.159902 0.116584 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 7.8 8 9823 0 0 0
8.1 0.104895 0.18448 0.0913577 0.165276 0.1241 0.142566 0.0354103 0.253965 0.0310993 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 8 8.2 6040 0 0 0
8.3 0.129871 0.159505 0.116333 0.165276 0.1241 0.142566 0.0354103 0.253965 0.0310993 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 8.2 8.4 3503 3 0 0
8.5 0.162353 0.127023 0.122099 0.167804 0.121572 0.11854 0.156876 0.1325 0.125689 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 8.4 8.6 1926 0 0 0
8.7 0.0534282 0.235948 0.0131749 0.165276 0.1241 0.116012 0.0354103 0.253965 0.00422317 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 8.6 8.8 1024 1 0 0
8.9 0.289376 0 0.249122 0.289376 0 0.240111 0.289376 0 0.258189 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 8.8 9 505 1 0 0
9.1 0.289376 0 0.127023 0.289376 0 0.121572 0.289376 0 0.1325 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 9 9.2 258 0 0 0
9.3 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 9.2 9.4 126 0 0 0
9.5 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 9.4 9.6 48 0 0 0
9.7 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 9.6 9.8 14 0 0 0
9.9 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 9.8 10 2 0 0 0
10.1 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 10 10.2 0 0 0 0
10.3 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 10.2 10.4 0 0 0 0
10.5 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 10.4 10.6 0 0 0 0
10.7 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 10.6 10.8 0 0 0 0
10.9 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 10.8 11 0 0 0 0
11.1 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 11 11.2 0 0 0 0
11.3 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 11.2 11.4 0 0 0 0
11.5 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 11.4 11.6 0 0 0 0
11.7 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 0.289376 0 0 11.6 11.8 0 0 0 0
