#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.612498.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.99122 0.173499 0.147006 3.59459 0.0947704 0.0743911 0.642804 0.0682047 0.0429922 2.29994 0.191987 0.147005 3.89819 0.0870395 0.0622191 0.704125 0.0444771 0.0303029 2.46482 0.0823855 0.0784805 3.98462 0.0448346 0.0735807 0.795452 0.0250216 0.0243859 7.2 7.4 596192 20782 17208 10147
7.5 2.07736 0.160111 0.126179 3.65402 0.138712 0.105736 0.698691 0.0674459 0.053384 2.45552 0.184533 0.136156 3.98964 0.11354 0.0790279 0.728123 0.0566124 0.0372685 2.58663 0.0670846 0.0734942 4.08688 0.0519028 0.0476022 0.824047 0.0253892 0.0161597 7.4 7.6 489101 18775 15217 8975
7.7 2.17747 0.314649 0.160749 3.93146 0.586949 0.287069 0.742208 0.119233 0.0617037 2.69763 0.221285 0.178776 4.24028 0.250635 0.189255 0.795842 0.0776712 0.0448455 2.79681 0.0871103 0.100988 4.31497 0.121948 0.130434 0.908748 0.0280857 0.043523 7.6 7.8 403230 16979 13438 8031
7.9 2.50848 0.564663 0.27777 4.9562 0.648815 0.647374 0.851365 0.205746 0.0956602 2.95105 0.331698 0.203223 4.93303 0.833297 0.498818 0.893784 0.13928 0.0724301 3.09851 0.163913 0.138416 4.88094 0.283896 0.288568 1.00454 0.0719495 0.0522107 7.8 8 337356 16180 12604 7842
8.1 2.80843 0.586279 0.329616 5.43866 0.294945 0.323492 0.952323 0.2388 0.13053 3.2236 0.343117 0.219735 5.76014 0.406613 0.430151 1.00347 0.151967 0.0830504 3.44564 0.126379 0.124296 5.58367 0.284342 0.290175 1.14872 0.0777453 0.0506543 8 8.2 286257 16559 11895 7408
8.3 2.89029 0.533046 0.284053 5.46996 0.201636 0.224492 0.984648 0.20876 0.101416 3.31486 0.269416 0.203413 5.95095 0.203473 0.262518 1.05744 0.143085 0.0982698 3.55051 0.0933084 0.0761073 5.77488 0.156772 0.190532 1.27068 0.0637017 0.050917 8.2 8.4 238215 15616 10830 6717
8.5 2.83847 0.440051 0.274752 5.31474 0.18209 0.217097 0.966778 0.187035 0.110269 3.23343 0.274619 0.185498 5.8682 0.194348 0.248628 1.06614 0.120174 0.0885428 3.58543 0.0916693 0.0838256 5.80659 0.117703 0.178071 1.27443 0.0643213 0.0435452 8.4 8.6 192307 13791 9469 5679
8.7 2.7099 0.458648 0.261454 5.12111 0.228106 0.194248 0.924339 0.179158 0.106885 3.19005 0.288403 0.162425 5.79455 0.220222 0.254759 1.05054 0.135289 0.0819781 3.50817 0.0725429 0.0744991 5.71922 0.136179 0.169336 1.21454 0.0407369 0.0341096 8.6 8.8 154197 11968 7885 4764
8.9 2.61419 0.400507 0.244203 4.92391 0.269397 0.201194 0.892675 0.157888 0.0872346 3.20222 0.240237 0.181479 5.74704 0.20552 0.256819 1.06977 0.0988789 0.0832337 3.54194 0.090328 0.0669403 5.7567 0.134488 0.175724 1.27017 0.0460923 0.0455832 8.8 9 122886 10220 6691 3846
9.1 2.57275 0.390366 0.240375 4.79587 0.247509 0.202338 0.853727 0.142766 0.0855011 3.1145 0.260924 0.172657 5.63933 0.245386 0.227533 1.05692 0.140129 0.0777251 3.49498 0.0854499 0.0603833 5.67804 0.144666 0.130398 1.23527 0.0344788 0.0386397 9 9.2 98923 8467 5609 3353
