#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.123123.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.138462 0.0116284 0.00973852 0.252575 0.00801823 0.0097315 0.0449523 0.00694827 0.00537582 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 7.2 7.4 169762 100 0 0
7.5 0.146881 0.0367867 0.0172369 0.273453 0.023126 0.0230779 0.0459185 0.0148121 0.00501243 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 7.4 7.6 125692 97 0 0
7.7 0.173525 0.021775 0.0141427 0.300501 0.00985527 0.0138943 0.0629378 0.0151983 0.0158287 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 7.6 7.8 86388 97 0 0
7.9 0.176652 0.0389166 0.015128 0.305377 0.025772 0.0133881 0.0629086 0.00973447 0.0119679 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 7.8 8 56790 63 0 0
8.1 0.204545 0.0219788 0.0278928 0.314141 0.0297652 0.014504 0.0668966 0.00814357 0.0117326 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 8 8.2 36572 75 0 0
8.3 0.169609 0.0349357 0.010621 0.312034 0.0154927 0.0334641 0.0619293 0.00934419 0.00719357 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 8.2 8.4 22308 58 0 0
8.5 0.165368 0.00846966 0.0117113 0.29789 0.0223711 0.027793 0.0558448 0.00864022 0.0116751 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 8.4 8.6 13546 60 0 0
8.7 0.155438 0.015181 0.0142887 0.294134 0.027752 0.0262467 0.0509613 0.0181088 0.0075169 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 8.6 8.8 8085 31 0 0
8.9 0.148307 0.021302 0.0100245 0.27375 0.0191911 0.0201027 0.0566972 0.0103663 0.00692764 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 8.8 9 4576 33 0 0
9.1 0.155438 0.0212142 0.0157218 0.278739 0.0199614 0.0138546 0.0593878 0.0101833 0.00925709 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 9 9.2 2602 29 0 0
9.3 0.133964 0.0179098 0.0144515 0.255579 0.0237837 0.0426792 0.0471091 0.00932905 0.0148483 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 9.2 9.4 1444 31 0 0
9.5 0.144732 0.0107059 0.010768 0.224631 0.0536863 0.0408293 0.0686395 0.0524791 0.0280955 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 9.4 9.6 720 12 0 0
9.7 0.148307 0.0142314 0.00954652 0.251716 0.0307804 0.041464 0.0482167 0.0739006 0.031221 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 9.6 9.8 374 5 0 0
9.9 0.148307 0.0283449 0.0728111 0.237581 0.022628 0.102925 0.0169957 0.0530763 0.00484445 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 9.8 10 195 6 0 0
10.1 0.0902773 0.100377 0.0597644 0.191324 0.0591012 0.0566685 0.0145735 0.166535 0.00484438 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 0.521344 0 0 10 10.2 92 3 0 0
