#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.344185.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.794484 0.120586 0.103345 1.53914 0.232944 0.173999 0.287273 0.0429872 0.0369827 0.802651 0.0924708 0.075294 1.50903 0.149475 0.119796 0.278987 0.0244085 0.0227952 0.940634 0.0583178 0.0688341 1.55601 0.163617 0.111586 0.26572 0.0341986 0.0239163 7.2 7.4 604237 26079 9216 377
7.5 0.95794 0.158171 0.146877 1.97825 0.154361 0.220473 0.335867 0.0543374 0.045747 0.976849 0.119681 0.114583 2.00279 0.197507 0.324225 0.325998 0.0407575 0.0346148 1.06187 0.0527238 0.0772802 2.05349 0.148721 0.276044 0.374578 0.0322852 0.0619359 7.4 7.6 494858 26443 8842 415
7.7 1.11063 0.174681 0.145036 2.17538 0.0949099 0.112453 0.383068 0.0705798 0.0520299 1.14697 0.141402 0.126097 2.33221 0.0809712 0.142137 0.39182 0.0604667 0.0475474 1.17179 0.0529366 0.0604367 2.31556 0.0932405 0.102658 0.43468 0.028989 0.0249313 7.6 7.8 403030 26482 8606 413
7.9 1.17669 0.18736 0.11619 2.21392 0.0768416 0.0703123 0.408769 0.0740448 0.0456616 1.26004 0.132777 0.100298 2.43369 0.0638945 0.0620251 0.446394 0.0575114 0.0384553 1.29124 0.0944977 0.103047 2.4557 0.110379 0.10938 0.468965 0.062235 0.0363817 7.8 8 319685 24639 8131 382
8.1 1.17658 0.156871 0.10996 2.18159 0.0658934 0.058712 0.410265 0.064413 0.0443639 1.28174 0.1381 0.0947903 2.44653 0.0521789 0.0447924 0.455212 0.0480527 0.0365962 1.42132 0.0587127 0.0538654 2.59878 0.0260804 0.062695 0.563454 0.0578589 0.0458354 8 8.2 248852 21603 7041 366
8.3 1.12002 0.140105 0.0903203 2.11867 0.0665493 0.0678113 0.392609 0.0556847 0.0371087 1.27962 0.11806 0.0824854 2.4315 0.0454838 0.0406938 0.452711 0.0538314 0.0437488 1.45295 0.0493275 0.0434844 2.52246 0.0496917 0.0719926 0.512862 0.0528281 0.0358535 8.2 8.4 191666 18325 6097 312
8.5 1.06994 0.117897 0.0884848 2.04191 0.0632708 0.0612141 0.369158 0.0446438 0.033605 1.27031 0.0945163 0.0737259 2.40337 0.0392818 0.031033 0.462516 0.0427794 0.0374875 1.43381 0.0433716 0.0396693 2.44411 0.0443244 0.0496278 0.415296 0.0416952 0.0552195 8.4 8.6 148457 15686 5115 249
8.7 1.02422 0.105161 0.0790098 1.95722 0.0661365 0.0662571 0.346093 0.0436102 0.0319581 1.26331 0.0803075 0.0763263 2.39463 0.0341713 0.0297749 0.453879 0.039699 0.0321096 1.3609 0.0394926 0.0658158 2.4653 0.0690246 0.0367057 0.442749 0.0385795 0.038421 8.6 8.8 113783 12882 4177 214
8.9 0.970058 0.0982721 0.0809893 1.89446 0.060339 0.0730832 0.321042 0.0405342 0.0308672 1.23387 0.0842361 0.0662963 2.34934 0.038455 0.0414457 0.427511 0.0436993 0.0311256 1.33418 0.0639329 0.0622054 2.44012 0.0363257 0.0690053 0.454375 0.0660468 0.0337664 8.8 9 87622 10025 3564 182
9.1 0.929396 0.0920033 0.0728254 1.84348 0.0649703 0.0693083 0.302037 0.0300261 0.0314513 1.2255 0.0766732 0.0609922 2.31593 0.0274553 0.0247247 0.45219 0.0351175 0.0336542 1.25345 0.0566108 0.0278971 2.35287 0.0653813 0.0494123 0.406061 0.0293912 0.0300984 9 9.2 67011 7195 2958 142
