#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.903592.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.575 0.46875 0.51 6.01398 0.340737 0.53653 1.59527 0.297695 0.284704 4.3 0.533333 0.647222 6.43185 0.333388 0.492311 2.01465 0.366186 0.430318 4.2875 0.457143 0.680556 6.53436 0.270271 0.483467 1.90896 0.265333 0.338665 7.2 7.4 8932 1396 1674 1843
7.5 3.61875 0.402404 0.51375 6.0095 0.296408 0.45535 1.63129 0.266103 0.329522 4.32115 0.506787 0.707692 6.55585 0.275941 0.556678 1.83984 0.328992 0.318693 4.33333 0.412121 0.648333 6.57225 0.237835 0.427722 1.87739 0.258309 0.295584 7.4 7.6 9685 1651 2059 2175
7.7 3.39375 0.397917 0.436773 5.83319 0.281423 0.433057 1.51687 0.237073 0.298607 4.12321 0.554727 0.534325 6.45672 0.304442 0.466034 1.79988 0.365587 0.307148 4.4 0.402273 0.713889 6.61841 0.279881 0.501253 1.86162 0.305005 0.312515 7.6 7.8 10420 1925 2286 2395
7.9 3.325 0.518421 0.438983 5.80179 0.381425 0.41458 1.47426 0.24385 0.265122 4.14412 0.509453 0.560368 6.43723 0.391187 0.438811 1.81965 0.366032 0.265222 4.36 0.511875 0.640882 6.64518 0.331892 0.407619 1.82698 0.352791 0.249157 7.8 8 11459 2215 2613 2752
8.1 3.43194 0.834723 0.511632 6.13965 0.768732 0.685527 1.44817 0.416112 0.296515 4.27841 0.569805 0.583196 6.60045 0.687497 0.465182 1.90811 0.419488 0.380218 4.34091 0.564091 0.569856 6.7058 0.483821 0.393242 1.82471 0.409038 0.285577 8 8.2 13205 2608 3131 3168
8.3 3.76974 0.775476 0.636737 6.69159 0.691284 0.808222 1.56992 0.39995 0.333922 4.50976 0.672883 0.632077 7.22097 0.732001 0.648282 1.92958 0.452531 0.348799 4.5681 0.547922 0.554214 7.15251 0.583585 0.44156 1.9591 0.416559 0.357209 8.2 8.4 15351 3276 3802 3932
8.5 3.79357 0.552857 0.647738 6.70306 0.558108 0.558297 1.50665 0.30918 0.252881 4.43143 0.506072 0.57875 7.2994 0.517119 0.636422 1.77297 0.366737 0.288352 4.41563 0.479514 0.528125 7.22284 0.414095 0.487671 1.87791 0.348148 0.339143 8.4 8.6 16782 3719 4192 4252
8.7 3.42256 0.513803 0.449347 6.37111 0.531415 0.542841 1.39294 0.196054 0.222652 4.0625 0.510938 0.543453 7.00537 0.468352 0.601985 1.60091 0.283839 0.248942 4.09483 0.456958 0.413346 6.94489 0.35916 0.453336 1.6541 0.261036 0.238187 8.6 8.8 17110 3845 3984 4299
8.9 3.01571 0.431743 0.417185 5.91646 0.393182 0.430405 1.23623 0.20527 0.184665 3.70192 0.438355 0.522756 6.60764 0.433485 0.506649 1.43217 0.222733 0.231348 3.79338 0.460189 0.424027 6.64125 0.368835 0.469348 1.47641 0.247749 0.21635 8.8 9 16799 3728 3696 3942
9.1 2.69348 0.408903 0.372645 5.45469 0.398265 0.367707 1.06837 0.202071 0.195532 3.324 0.399611 0.429303 6.20147 0.370045 0.469353 1.26457 0.197852 0.197714 3.50833 0.383013 0.423718 6.32467 0.384588 0.398732 1.32475 0.207964 0.217894 9 9.2 16390 3441 3332 3463
9.3 2.41087 0.294339 0.286676 5.14084 0.245979 0.452287 0.919265 0.155838 0.197449 2.91048 0.32311 0.359558 5.80739 0.41929 0.501839 1.08499 0.166569 0.166283 3.11724 0.355377 0.405992 5.90696 0.31507 0.493891 1.18966 0.16071 0.197572 9.2 9.4 15852 3167 2942 3248
9.5 2.08077 0.286824 0.234823 4.58836 0.360806 0.368279 0.807233 0.142995 0.171233 2.58304 0.317827 0.30481 5.38683 0.403143 0.455279 0.895028 0.162654 0.190317 2.81379 0.315836 0.316425 5.6604 0.328782 0.46133 1.01851 0.140138 0.131516 9.4 9.6 15917 2588 2708 2909
9.7 1.9425 0.250469 0.196768 4.31026 0.297681 0.338951 0.674528 0.152431 0.136372 2.18462 0.211037 0.264345 4.83119 0.370328 0.348998 0.70772 0.118414 0.129544 2.40109 0.281204 0.319837 5.15188 0.293882 0.462082 0.833094 0.11732 0.131614 9.6 9.8 16327 1996 2480 2684
9.9 1.84674 0.176698 0.152739 4.05657 0.21962 0.257943 0.597953 0.13749 0.108515 1.89211 0.141228 0.172408 4.28091 0.264466 0.327953 0.575094 0.0959296 0.101399 2.11667 0.198106 0.228431 4.74797 0.287131 0.308455 0.621618 0.106175 0.0917582 9.8 10 16888 1469 2208 2402
10.1 1.86818 0.145881 0.176803 3.98965 0.119933 0.265951 0.629785 0.118608 0.133856 1.59942 0.0834516 0.0926878 3.73352 0.224439 0.237115 0.417185 0.0611426 0.0549018 1.73839 0.184524 0.153834 4.13381 0.250712 0.337469 0.515674 0.0751223 0.0671887 10 10.2 18056 857 2056 2184
10.3 1.85833 0.141667 0.194697 3.71374 0.218398 0.153532 0.491157 0.106014 0.0706709 1.40539 0.0414259 0.0768207 3.36207 0.148293 0.24034 0.330006 0.03557 0.0424899 1.54479 0.10243 0.138213 3.73015 0.196133 0.269802 0.436324 0.0241273 0.0577832 10.2 10.4 19143 408 1940 1861
10.5 1.825 0.15 0.208333 3.8881 0.226073 0.247637 0.40257 0.0744039 0.0807893 1.15721 0.0363783 0.0639188 2.68414 0.19434 0.109738 0.243055 0.0352307 0.00951584 1.39615 0.0657212 0.114209 3.42811 0.190464 0.243133 0.330045 0.0180403 0.0206115 10.4 10.6 20051 167 1722 1560
10.7 1.55833 0.0916667 0.233333 3.48918 0.222353 0.515143 0.237604 0.0778784 0.0134442 1.00833 0.0498397 0.0320513 2.25222 0.0988445 0.124344 0.226117 0.00639167 0.00716743 1.15125 0.047361 0.0645312 2.74372 0.120447 0.170671 0.243314 0.0231761 0.00973418 10.6 10.8 19144 66 1221 1197
10.9 1.7 0.0749999 0.275 3.46274 0.0341349 0.542789 0.336059 0.330529 0.0298069 0.971875 0.0424108 0.0324519 2.08255 0.106226 0.0979835 0.214015 0.00699961 0.00880003 0.9525 0.02875 0.0775 2.24272 0.134272 0.159579 0.211135 0.0083725 0.0100118 10.8 11 14671 22 630 660
11.1 1.1 0.825 0.325 2.39327 1.58534 0.448798 0.247597 0.515866 0.0158655 0.983333 0.0616667 0.0458333 2.21562 0.191583 0.259619 0.214439 0.0103904 0.0125016 0.855 0.0658333 0.03625 2.32402 0.332453 0.197985 0.190867 0.0163457 0.0193908 11 11.2 8757 6 206 269
11.3 0 0.225 0 0 0.242067 0 0 0.207933 0 0.9625 0.125 0.3125 2.01442 0.445193 0.0524035 0.131171 0.044913 0.021675 0.60625 0.09375 0.114583 1.68425 0.0707904 0.123798 0.171075 0.0352354 0.0406145 11.2 11.4 4182 0 19 63
11.5 0 0.225 0 0 0.242067 0 0 0.207933 0 0 2.025 0 0 2.04207 0 0 2.00793 0 0.4875 0.3625 0.1 1.17861 0.318269 0.234134 0.130529 0.175 0.0368991 11.4 11.6 1767 0 1 7
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1375 0.3375 0.1375 0.284134 0.6 0.284134 0.0817311 0.05 0.0817311 11.6 11.8 559 0 0 3
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 144 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 19 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 1 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
