#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.349247.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.808316 0.118224 0.103174 1.56313 0.247435 0.172537 0.289223 0.041761 0.0382862 0.826837 0.0879096 0.0804889 1.55424 0.140605 0.12652 0.291459 0.0272327 0.0258322 0.941239 0.0661931 0.0855974 1.5568 0.104659 0.0660163 0.309667 0.0349252 0.0409462 7.2 7.4 602201 26237 9350 436
7.5 0.975432 0.164227 0.158011 2.01976 0.162363 0.251632 0.343255 0.0610217 0.0487284 0.98479 0.119904 0.117093 1.9603 0.252564 0.27473 0.336361 0.032267 0.0358335 1.08383 0.0517009 0.0561274 1.92598 0.238252 0.194728 0.368239 0.0203179 0.0261639 7.4 7.6 494414 26627 9168 486
7.7 1.13009 0.186922 0.154708 2.21796 0.100985 0.116584 0.398556 0.0701871 0.0514567 1.18743 0.152117 0.144122 2.39447 0.0779209 0.158496 0.403349 0.0584035 0.0513508 1.20297 0.086463 0.0846635 2.43614 0.11704 0.178247 0.402246 0.0415423 0.0360214 7.6 7.8 402504 26651 9031 497
7.9 1.21015 0.183074 0.126159 2.27442 0.0814462 0.0671227 0.418966 0.0770923 0.0510577 1.29356 0.139695 0.0970591 2.49072 0.0610318 0.0672357 0.450856 0.0631284 0.0403852 1.32539 0.0800945 0.0489001 2.52932 0.0446188 0.0712774 0.485407 0.0451006 0.054511 7.8 8 319527 24366 8416 485
8.1 1.21246 0.15349 0.113862 2.24336 0.072145 0.05863 0.425402 0.0670108 0.0468975 1.3226 0.132067 0.0866309 2.52118 0.0466452 0.0473042 0.467037 0.0469162 0.0418848 1.37367 0.0445229 0.0671588 2.50783 0.0563269 0.0713656 0.532573 0.0285829 0.0287327 8 8.2 249553 21570 7327 433
8.3 1.15002 0.139011 0.103453 2.16467 0.0666049 0.0640354 0.39662 0.0579762 0.0405783 1.30311 0.11344 0.0851629 2.49835 0.0428855 0.0446873 0.467592 0.0538991 0.0345404 1.47846 0.0438185 0.0665894 2.62386 0.019315 0.0459208 0.563855 0.0373887 0.0239381 8.2 8.4 193037 18630 6300 364
8.5 1.09915 0.12316 0.0931242 2.10121 0.0657334 0.064676 0.375485 0.0495047 0.0358502 1.32138 0.0955417 0.0924869 2.46705 0.0389845 0.0308669 0.475221 0.0415595 0.0410309 1.48799 0.0434951 0.0434201 2.48533 0.0503354 0.034246 0.56967 0.0331345 0.028181 8.4 8.6 148957 15748 5208 304
8.7 1.04411 0.111569 0.0838975 2.00814 0.0740216 0.0655581 0.360061 0.045188 0.0314241 1.26296 0.0894959 0.0587523 2.4205 0.0357242 0.0331657 0.453832 0.0374815 0.029833 1.48269 0.0414642 0.0722353 2.59774 0.0343769 0.0770729 0.511488 0.0325041 0.0412439 8.6 8.8 114814 12955 4377 264
8.9 1.01089 0.102412 0.0915393 1.9489 0.0627272 0.068193 0.332272 0.0343695 0.0306326 1.29392 0.0867226 0.0743597 2.41852 0.0308244 0.0335054 0.459581 0.051257 0.0349833 1.30936 0.03105 0.0362704 2.45899 0.036202 0.0521755 0.445378 0.0268967 0.0233255 8.8 9 89133 10201 3678 207
9.1 0.941053 0.0820916 0.0829245 1.88099 0.064355 0.0654366 0.299319 0.031611 0.0306649 1.22347 0.076265 0.0619786 2.36172 0.0330169 0.0399058 0.462795 0.0324581 0.0319277 1.45617 0.0571536 0.0640841 2.43255 0.0668378 0.0373363 0.518497 0.0348569 0.032535 9 9.2 67924 7418 3085 158
9.3 0.939614 0.0777336 0.0939683 1.85225 0.0619289 0.0642233 0.282197 0.0257466 0.0298467 1.22717 0.0680525 0.0687773 2.32392 0.0310082 0.0379472 0.438074 0.0319683 0.0327201 1.40281 0.0469801 0.053768 2.46635 0.0310111 0.0488002 0.450572 0.040933 0.0342156 9.2 9.4 52185 4869 2554 134
9.5 0.893404 0.0785795 0.0815821 1.82062 0.0576395 0.0749711 0.260858 0.0244021 0.0272162 1.15676 0.0647153 0.0582602 2.23983 0.0356295 0.0550947 0.448192 0.0261416 0.0272661 1.45617 0.0739938 0.0576509 2.52206 0.0104263 0.0170343 0.770567 0.0527464 0.06378 9.4 9.6 39718 3003 2189 92
9.7 0.915016 0.0542498 0.0672152 1.81234 0.0584182 0.0549457 0.265325 0.0221789 0.0222006 1.15054 0.0645922 0.0681213 2.18203 0.0394421 0.0478551 0.42223 0.0270498 0.0233328 1.24577 0.0708213 0.0742401 2.36052 0.0660751 0.0778279 0.557153 0.0432738 0.033495 9.6 9.8 30983 1668 1914 100
9.9 0.940074 0.0527649 0.0655921 1.79509 0.0480115 0.0524472 0.23878 0.0213253 0.0244345 1.0479 0.0568978 0.0465853 2.1205 0.0262098 0.0449166 0.39715 0.021259 0.0222984 1.22934 0.226838 0.0462099 2.40824 0.0579896 0.0844553 0.609931 0.0938289 0.113401 9.8 10 24438 855 1664 64
10.1 1.04624 0.110356 0.0845816 1.80204 0.0556608 0.0431634 0.217834 0.0557634 0.0415045 1.02732 0.0534641 0.0598925 1.99929 0.0473433 0.0551304 0.360848 0.0269959 0.021182 1.40816 0.142997 0.159112 2.47885 0.0365572 0.0575154 0.336996 0.0646165 0.0714349 10 10.2 19584 368 1434 62
10.3 1.2392 0.0447835 0.0712245 1.93413 0.0645486 0.118024 0.355393 0.0808916 0.0452787 0.919253 0.0443281 0.0457895 1.86876 0.0491064 0.0482692 0.326149 0.0185826 0.0187278 1.4668 0.115723 0.171926 2.3137 0.0993295 0.160642 0.598733 0.0819845 0.157969 10.2 10.4 16344 149 1306 64
10.5 1.35444 0.0247635 0.0595715 1.93724 0.0718017 0.0969149 0.452893 0.0398659 0.0421298 0.886188 0.0405127 0.0518247 1.84615 0.0358808 0.0329762 0.305673 0.0148826 0.0137398 1.16324 0.0551209 0.145103 1.98906 0.0894659 0.0659567 0.27569 0.108319 0.0473579 10.4 10.6 13749 77 1084 73
10.7 1.09658 0.274015 0.168984 1.74719 0.132693 0.172591 0.183503 0.240372 0.0850627 0.776812 0.0478257 0.029055 1.73182 0.0380419 0.0390831 0.270464 0.0101579 0.0139829 0.899112 0.0284876 0.0400321 1.86586 0.15452 0.0791715 0.39513 0.0549251 0.0595193 10.6 10.8 10578 26 824 62
10.9 1.12998 0.164894 0.270896 2.27912 0.37276 0.955294 0.178929 0.0382967 0.108495 0.763211 0.0400394 0.0426716 1.67629 0.0454537 0.0798119 0.248806 0.0226044 0.0236538 0.803909 0.0437037 0.0485442 1.68216 0.130336 0.1311 0.239138 0.0519103 0.0364797 10.8 11 7063 6 554 48
11.1 0.807366 0.0172712 0.121769 2.23314 0.00871205 0.957429 0.0704338 0.565569 0.0117144 0.772732 0.0519059 0.0652813 1.55151 0.0904114 0.0376904 0.237881 0.020898 0.0179101 0.927599 0.202376 0.0513405 2.01011 0.019712 0.0804963 0.292675 0.36664 0.0242063 11 11.2 3742 6 256 27
11.3 3.2927 0 2.6071 3.2927 0 2.58323 3.2927 0 2.63102 0.944646 0.0702707 0.120008 1.96745 0.0347648 0.115636 0.225014 0.0502117 0.065095 0.650537 0.0700019 0.0351909 1.75391 0.069994 0.271426 0.211436 0.17029 0.0115885 11.2 11.4 1402 0 100 11
11.5 3.2927 0 0 3.2927 0 0 3.2927 0 0 0.685597 0.104468 0.11735 1.80482 0.177667 0.0896164 0.329001 0.0373125 0.110721 0.720539 0.606887 0.0700019 1.60533 0.0197459 0.0198061 0.624833 0.658105 0.141793 11.4 11.6 383 0 20 4
11.7 3.2927 0 0 3.2927 0 0 3.2927 0 0 0.0739802 0.291813 0.0369384 1.7384 0.0701857 1.67613 0.0235199 0.0234758 0.0117554 3.2927 0 2.6071 3.2927 0 2.58323 3.2927 0 2.63102 11.6 11.8 69 0 1 0
11.9 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 11.8 12 9 0 0 0
12.1 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 12 12.2 0 0 0 0
12.3 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 12.2 12.4 0 0 0 0
12.5 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 12.4 12.6 0 0 0 0
12.7 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 12.6 12.8 0 0 0 0
12.9 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 12.8 13 0 0 0 0
13.1 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 3.2927 0 0 13 13.2 0 0 0 0
