#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.253060.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.5 0.2 0.425 0.694471 0.245829 0.568269 0.115866 0.389664 0.0579328 0.35 0.25 0.35 0.492067 0.35 0.492067 0.157933 0.270554 0.157933 0 0 0 0 0 0 0 0 0 7.2 7.4 63 7 0 0
7.5 0.5875 0.1375 0.339951 0.734134 0.379016 0.192067 0.405529 0.302403 0.320412 0.175 0.625 0.175 0.192067 0.889302 0.192067 0.0892004 0.213085 0.0892004 0 0 0 0 0 0 0 0 0 7.4 7.6 70 6 1 0
7.7 0.575 0.175 0.575 0.794471 0.35 0.794471 0.384857 0.16274 0.384857 0 0.825 0 0 1.3524 0 0 0.401731 0 0 0 0 0 0 0 0 0 0 7.6 7.8 61 5 1 0
7.9 0.55 0.1625 0.55 0.692067 0.304807 0.692067 0.331731 0.184134 0.331731 0.075 0.708333 0.075 0.0920672 1.18101 0.0920672 0.0579328 0.23726 0.0579328 0 0 0 0 0 0 0 0 0 7.8 8 90 26 6 0
8.1 0.497514 0.277486 0.497514 0.825118 0.243151 0.825118 0.182454 0.199118 0.182454 0.075 0.65 0.075 0.0920672 1.09687 0.0920672 0.0579328 0.221395 0.0579328 0 0 0 0 0 0 0 0 0 8 8.2 104 51 8 0
8.3 0.48125 0.200893 0.48125 0.890622 0.270594 0.890622 0.217244 0.135462 0.217244 0.256159 0.543841 0.256159 0.574826 0.732385 0.574826 0.0893695 0.61616 0.0893695 0 0 0 0 0 0 0 0 0 8.2 8.4 144 82 13 0
8.5 0.483333 0.141667 0.483333 0.744471 0.297597 0.744471 0.257933 0.0979578 0.257933 0.35 0.441667 0.35 0.627041 0.554329 0.627041 0.180684 0.213404 0.180684 0 0 0 0 0 0 0 0 0 8.4 8.6 206 132 18 0
8.7 0.440385 0.147115 0.440385 0.906777 0.113974 0.906777 0.177249 0.140954 0.177249 0.625 0.1125 0.625 1.08958 0.178689 1.08958 0.29279 0.19279 0.29279 0 0 0 0 0 0 0 0 0 8.6 8.8 277 130 43 0
8.9 0.54375 0.172917 0.54375 0.972034 0.110656 0.972034 0.264725 0.0854315 0.264725 0.65 0.1 0.65 0.946093 0.311118 0.946093 0.181731 0.323798 0.181731 0 0 0 0 0 0 0 0 0 8.8 9 395 177 57 0
9.1 0.566667 0.170833 0.566667 0.940431 0.0714269 0.940431 0.19279 0.129328 0.19279 0.59375 0.13125 0.59375 1.07499 0.206016 1.07499 0.197597 0.153966 0.197597 0 0 0 0 0 0 0 0 0 9 9.2 501 204 65 0
