#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.480872.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.6 0.3625 0.344318 2.79407 0.490301 0.527798 0.778369 0.166826 0.432598 1.59545 0.301212 0.420455 2.70252 0.361098 0.49862 0.743335 0.175818 0.33612 1.825 0.3375 0.558333 3.04687 0.29711 0.768751 0.968352 0.122874 0.538302 7.2 7.4 551 211 138 52
7.5 2.05417 0.338333 0.58447 3.40895 0.226577 0.596787 0.970548 0.194269 0.361231 2.06875 0.375 0.55 3.41454 0.359176 0.636499 1.0339 0.174277 0.427162 2.15 0.2 0.5 3.3018 0.401264 0.429205 1.01118 0.181226 0.415825 7.4 7.6 845 380 228 93
7.7 2.28409 0.356981 0.465341 3.58031 0.215907 0.338886 1.10832 0.218315 0.299174 2.36875 0.33125 0.534375 3.7771 0.232841 0.492214 1.14904 0.231694 0.323673 2.2375 0.25 0.2625 3.72708 0.149435 0.367232 1.17236 0.306731 0.293088 7.6 7.8 1301 643 389 178
7.9 2.27153 0.324306 0.424653 3.58986 0.14894 0.220206 1.00086 0.228873 0.235131 2.51528 0.243056 0.522421 3.8536 0.147891 0.356186 1.23693 0.184614 0.376197 2.475 0.33125 0.425 3.97948 0.246958 0.41736 1.3497 0.364542 0.353789 7.8 8 1888 960 547 258
8.1 2.12411 0.29881 0.371166 3.49682 0.177237 0.270323 0.945318 0.189983 0.221326 2.42917 0.279167 0.421813 3.79515 0.106965 0.316321 1.12973 0.204663 0.247945 2.48333 0.222917 0.351667 3.79045 0.202929 0.288113 1.28537 0.16992 0.267449 8 8.2 2394 1227 726 340
8.3 1.98906 0.254688 0.370313 3.31196 0.16582 0.23479 0.880743 0.17186 0.191023 2.15476 0.315476 0.358171 3.69735 0.184736 0.358837 0.987077 0.135991 0.159317 2.39545 0.199545 0.361526 3.79822 0.182667 0.305861 1.11085 0.171848 0.216135 8.2 8.4 2918 1554 963 376
8.5 1.88896 0.23723 0.302423 3.19042 0.14337 0.237904 0.822975 0.174387 0.178768 2.105 0.27 0.374444 3.65083 0.137244 0.409228 0.91896 0.161776 0.1641 2.28 0.22 0.34 3.64927 0.284852 0.280766 1.14213 0.188562 0.2491 8.4 8.6 3730 1918 1091 453
8.7 1.70357 0.23254 0.314985 3.02097 0.152467 0.312162 0.743765 0.139847 0.163804 1.89677 0.243226 0.291566 3.3893 0.169599 0.300696 0.823855 0.167129 0.173879 2.01875 0.19375 0.275893 3.52342 0.229537 0.341801 0.998981 0.153478 0.167587 8.6 8.8 4447 2073 1216 483
8.9 1.55909 0.242695 0.293561 2.85118 0.178688 0.261463 0.720722 0.100058 0.163819 1.86042 0.262083 0.365417 3.31345 0.214268 0.411584 0.807059 0.115452 0.192965 2.01136 0.207386 0.348863 3.39406 0.216377 0.332863 0.818398 0.195981 0.180305 8.8 9 4902 2120 1393 489
9.1 1.45 0.227344 0.264286 2.76185 0.140464 0.277513 0.639784 0.103453 0.13704 1.72614 0.210227 0.349946 3.14448 0.191064 0.394106 0.717641 0.133238 0.214902 1.99167 0.183333 0.329167 3.35015 0.139301 0.44087 0.882968 0.10754 0.188875 9 9.2 5245 1992 1395 520
9.3 1.3225 0.16633 0.237155 2.57226 0.165941 0.252743 0.610589 0.0948925 0.135389 1.55238 0.250952 0.330506 2.99787 0.200297 0.36718 0.634113 0.120671 0.168062 1.79375 0.197917 0.3 3.16086 0.23661 0.327289 0.772906 0.129331 0.200444 9.2 9.4 5656 1740 1367 491
9.5 1.24662 0.183934 0.20805 2.44553 0.204309 0.2393 0.562222 0.0787303 0.14792 1.3213 0.205976 0.246296 2.73833 0.230412 0.387764 0.541279 0.0869814 0.169812 1.66667 0.228333 0.279167 2.95322 0.257467 0.375827 0.671064 0.131704 0.149841 9.4 9.6 5943 1329 1335 472
9.7 1.21552 0.141427 0.169929 2.37718 0.17382 0.295989 0.562323 0.0748152 0.16574 1.19828 0.140058 0.195872 2.45554 0.234399 0.32274 0.452247 0.086684 0.12841 1.38333 0.295238 0.258333 2.6435 0.264184 0.453839 0.534179 0.119192 0.140869 9.6 9.8 6591 926 1467 504
9.9 1.1625 0.1725 0.1885 2.33688 0.206083 0.237186 0.547586 0.0909979 0.148183 1.02202 0.106101 0.144473 2.24566 0.177151 0.325894 0.338499 0.0647039 0.0954636 1.25937 0.154911 0.249375 2.51772 0.233313 0.356428 0.491836 0.091502 0.16928 9.8 10 7400 615 1426 466
