#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.842842.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.26875 0.48875 0.396023 5.51042 0.296689 0.41003 1.55016 0.255849 0.322743 3.90833 0.435417 0.545833 5.88721 0.304176 0.406328 1.74012 0.337948 0.266103 3.81562 0.496875 0.458807 5.82282 0.302043 0.371358 1.77226 0.257557 0.214538 7.2 7.4 6697 1135 1346 1442
7.5 3.23906 0.374687 0.391947 5.36757 0.355514 0.369926 1.49542 0.20049 0.180884 3.84545 0.513474 0.469065 5.83952 0.342191 0.359091 1.70448 0.360329 0.231784 3.94091 0.457528 0.55 6.04673 0.31274 0.456281 1.78446 0.217242 0.253809 7.4 7.6 7646 1415 1654 1672
7.7 3.1125 0.366071 0.4375 5.34627 0.27544 0.380596 1.40486 0.183156 0.219887 3.71094 0.494062 0.463715 5.82289 0.354555 0.378594 1.69968 0.297955 0.236312 3.94722 0.451462 0.481313 6.10456 0.289079 0.381177 1.73869 0.240706 0.260405 7.6 7.8 8199 1652 1849 1933
7.9 3.06562 0.720313 0.431929 5.34017 0.705511 0.428022 1.38765 0.317393 0.292343 3.78864 0.581818 0.504708 5.92451 0.531451 0.440827 1.70257 0.456311 0.291529 3.91364 0.549697 0.470779 6.11915 0.37899 0.358761 1.68184 0.30012 0.24222 7.8 8 9347 1892 2182 2207
8.1 3.4625 0.848214 0.609559 6.01593 0.879243 0.651659 1.49252 0.427095 0.295968 4.09659 0.70073 0.591591 6.42834 0.79269 0.571178 1.84453 0.415661 0.351917 4.16806 0.558031 0.514646 6.52236 0.545439 0.487705 1.85851 0.374535 0.312405 8 8.2 11242 2432 2674 2798
8.3 3.76146 0.644463 0.638125 6.45124 0.639324 0.637496 1.57653 0.399185 0.327229 4.30583 0.586667 0.657756 6.95029 0.661724 0.631447 1.8137 0.429946 0.346942 4.33625 0.51228 0.497916 6.9178 0.410164 0.485237 1.91574 0.383011 0.345471 8.2 8.4 13501 3145 3389 3525
8.5 3.61118 0.511472 0.52812 6.37557 0.46001 0.517085 1.43629 0.277113 0.22122 4.12647 0.48603 0.559804 6.81752 0.547535 0.600641 1.70618 0.369228 0.291091 4.14397 0.475 0.393966 6.78623 0.356654 0.431978 1.73648 0.343267 0.255318 8.4 8.6 14859 3579 3726 3646
8.7 3.1625 0.460141 0.446071 5.90099 0.445949 0.421435 1.29537 0.197392 0.222178 3.76894 0.442061 0.522064 6.47835 0.489706 0.558992 1.50794 0.231572 0.229643 3.83793 0.454114 0.394181 6.51813 0.382605 0.458465 1.55828 0.281746 0.230608 8.6 8.8 15199 3717 3609 3670
8.9 2.84914 0.400862 0.359394 5.54082 0.389666 0.432728 1.18852 0.205977 0.234759 3.40909 0.450284 0.459091 6.12351 0.467006 0.51512 1.3168 0.233874 0.217578 3.54677 0.407173 0.393744 6.1793 0.37269 0.43701 1.41727 0.251029 0.240871 8.8 9 14905 3563 3341 3484
9.1 2.55867 0.376004 0.362755 5.12161 0.371193 0.409378 1.00469 0.198219 0.178457 3.13214 0.370888 0.41772 5.82241 0.418877 0.4682 1.19368 0.17155 0.209846 3.32823 0.303671 0.400226 5.91778 0.328581 0.391829 1.27292 0.172224 0.180089 9 9.2 14955 3547 3088 3171
9.3 2.24375 0.322538 0.26875 4.80702 0.332532 0.444816 0.941432 0.143919 0.181792 2.79569 0.32812 0.352269 5.47637 0.379002 0.479525 1.04312 0.159063 0.204161 2.90179 0.418866 0.364829 5.55139 0.43323 0.433446 1.1314 0.175997 0.183355 9.2 9.4 14740 2958 2831 2856
9.5 2.06187 0.275 0.22361 4.40074 0.360807 0.38141 0.80697 0.132017 0.132302 2.45185 0.303704 0.319039 5.02093 0.377427 0.41263 0.839182 0.157797 0.161759 2.61875 0.334028 0.30625 5.1395 0.383549 0.417586 0.987854 0.172778 0.156116 9.4 9.6 14853 2516 2592 2707
9.7 1.90152 0.233162 0.20464 4.03608 0.330327 0.388701 0.665734 0.153804 0.119708 2.08712 0.216105 0.242121 4.59775 0.279192 0.321172 0.679358 0.0893902 0.113632 2.33906 0.315699 0.305312 4.88058 0.306578 0.413064 0.807952 0.139526 0.140431 9.6 9.8 15496 1986 2375 2452
9.9 1.74063 0.183482 0.144792 3.77639 0.267676 0.274211 0.628163 0.115729 0.139327 1.75192 0.151077 0.135673 4.04726 0.249379 0.309342 0.518523 0.105123 0.0750939 2.02187 0.210625 0.238541 4.46122 0.281816 0.360585 0.621534 0.0923977 0.123699 9.8 10 16178 1477 2235 2356
10.1 1.83333 0.141667 0.14881 3.84854 0.166593 0.251492 0.634054 0.0979231 0.115325 1.48036 0.084195 0.0768572 3.56955 0.242663 0.263987 0.404494 0.0530964 0.0572351 1.70938 0.189309 0.158311 3.88476 0.290629 0.245162 0.489055 0.078196 0.0565085 10 10.2 17531 904 2136 2131
10.3 1.70577 0.125481 0.100769 3.61513 0.143511 0.156446 0.541112 0.127358 0.0821218 1.33284 0.0432279 0.0647326 3.10891 0.204405 0.205537 0.334799 0.0362751 0.0299139 1.52763 0.0741541 0.123881 3.75328 0.137846 0.334839 0.397587 0.0349853 0.0295549 10.2 10.4 19419 435 2020 1834
10.5 1.68438 0.123958 0.059375 3.7653 0.21882 0.159296 0.519777 0.0825826 0.0939288 1.09492 0.0568639 0.0348257 2.59415 0.0937009 0.152753 0.234762 0.00943968 0.00960851 1.23819 0.0701388 0.0593483 3.08474 0.204162 0.236228 0.307689 0.0167738 0.0589754 10.4 10.6 20283 172 1746 1482
10.7 1.325 0.2 0.0666667 2.94719 0.681647 0.145277 0.310097 0.028726 0.0665064 1.00417 0.0443627 0.0285569 2.19745 0.10494 0.112301 0.223024 0.00682332 0.00595303 1.08793 0.0687356 0.050431 2.59217 0.13051 0.144343 0.240413 0.00821395 0.0107733 10.6 10.8 19035 57 1273 1158
10.9 1.175 0.1375 0.125 2.29375 0.05 0.242067 0.226924 0.189664 0.129328 0.960484 0.0323733 0.0354838 2.01283 0.14601 0.0934504 0.208582 0.00780343 0.00757779 1 0.0676471 0.0388889 2.41586 0.062053 0.156501 0.214911 0.00817396 0.0106895 10.8 11 14692 19 666 658
11.1 1.275 1 0.2 2.2262 1.75 0.75 1.06587 0.207933 0.476202 0.94375 0.0337499 0.06875 2.20696 0.083595 0.24424 0.207341 0.0142024 0.0174155 0.815 0.0318751 0.0364285 2.15408 0.248562 0.240394 0.19743 0.0102271 0.0152971 11 11.2 8896 2 206 246
11.3 0 3.025 0 0 3.04207 0 0 3.00793 0 0.75 0.2375 0.175 1.97428 0.24495 0.230529 0.152706 0.0482564 0.0154453 0.4875 0.1125 0.0291667 1.58133 0.141984 0.335978 0.170433 0.0338671 0.0312489 11.2 11.4 4210 0 30 69
11.5 0 0 0 0 0 0 0 0 0 3.6 0.0250001 1.575 3.63413 0.00793314 1.3 2.01587 1.59207 0.542067 0.4 0.45 0.2125 0.994471 0.157933 0.0658655 0.0817311 0.0227563 0.00793277 11.4 11.6 1568 0 2 9
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.475 0.375 0.475 0.492067 0.392067 0.492067 0.357933 0.107933 0.357933 11.6 11.8 491 0 0 3
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 115 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 16 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
