#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.873217.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.54 0.418333 0.49 5.77114 0.343264 0.402078 1.5863 0.241682 0.283741 4.12308 0.428312 0.513702 6.16205 0.288899 0.479614 1.91265 0.326113 0.32082 4.10417 0.410833 0.632738 6.18594 0.276689 0.497976 1.81109 0.261902 0.288307 7.2 7.4 7937 1243 1567 1706
7.5 3.36591 0.467424 0.388826 5.73626 0.309474 0.479267 1.54378 0.216427 0.261308 4.09643 0.459127 0.606044 6.21557 0.331367 0.507473 1.79551 0.367847 0.264495 4.14833 0.485 0.593334 6.31065 0.30614 0.481819 1.85575 0.312473 0.283161 7.4 7.6 8742 1564 1844 1902
7.7 3.21875 0.435417 0.430114 5.60983 0.281804 0.43132 1.47149 0.225303 0.255373 4.01875 0.45625 0.54952 6.18043 0.275195 0.499884 1.80591 0.344611 0.268258 4.13438 0.459046 0.546875 6.35543 0.233791 0.438976 1.80114 0.239765 0.312928 7.6 7.8 9617 1813 2101 2261
7.9 3.18077 0.548398 0.415385 5.57 0.476336 0.377544 1.44422 0.248712 0.276345 3.8875 0.5925 0.532692 6.17262 0.397887 0.43912 1.72028 0.367234 0.258515 4.14167 0.572917 0.546212 6.38997 0.357473 0.397822 1.788 0.37572 0.27626 7.8 8 10647 2064 2357 2464
8.1 3.44917 0.874109 0.610104 6.04071 0.906733 0.680697 1.46793 0.437291 0.296123 4.21979 0.643444 0.585792 6.52407 0.789399 0.580274 1.91019 0.506202 0.428508 4.29412 0.527997 0.534594 6.67217 0.451963 0.45579 1.86416 0.349899 0.29775 8 8.2 12319 2527 2893 3041
8.3 3.77679 0.700215 0.663149 6.63109 0.657784 0.684771 1.53296 0.414409 0.325051 4.40161 0.64553 0.587613 7.06722 0.697613 0.704993 1.89526 0.416831 0.398566 4.41739 0.524275 0.531028 7.00326 0.523517 0.450385 1.90049 0.365659 0.362181 8.2 8.4 14539 3313 3530 3775
8.5 3.76143 0.489366 0.60655 6.59574 0.477133 0.62312 1.47574 0.298345 0.203595 4.26736 0.487014 0.576111 7.08112 0.528028 0.583897 1.70843 0.360472 0.265651 4.21917 0.49141 0.412024 6.91666 0.418274 0.385339 1.8023 0.37464 0.296937 8.4 8.6 16096 3653 4046 4051
8.7 3.31176 0.470494 0.457764 6.16983 0.473758 0.426828 1.34135 0.231569 0.224891 3.90515 0.48195 0.538004 6.72546 0.49763 0.581858 1.56797 0.274049 0.256468 4.01667 0.454762 0.391146 6.7967 0.375271 0.442148 1.60762 0.319576 0.193519 8.6 8.8 16434 3752 3766 4020
8.9 2.92778 0.445104 0.38125 5.67436 0.368852 0.440015 1.17689 0.196782 0.202442 3.54474 0.444549 0.499545 6.43193 0.372808 0.583745 1.37545 0.202292 0.190515 3.6371 0.432903 0.402419 6.38453 0.409611 0.426526 1.40764 0.247222 0.217181 8.8 9 16209 3688 3522 3667
9.1 2.605 0.403929 0.329167 5.32701 0.364813 0.416125 1.05999 0.174131 0.206012 3.2463 0.36822 0.411922 5.97132 0.368872 0.452151 1.23153 0.184329 0.21974 3.375 0.386956 0.425807 6.1469 0.353817 0.384915 1.30758 0.197037 0.215559 9 9.2 16042 3571 3150 3420
9.3 2.32794 0.329445 0.269778 4.9461 0.333148 0.437362 0.937959 0.143564 0.191554 2.85648 0.331614 0.363513 5.63183 0.348699 0.459374 1.07122 0.165002 0.180119 3.02667 0.384444 0.382135 5.76923 0.329015 0.472597 1.1411 0.168686 0.169204 9.2 9.4 15455 3035 2850 3114
9.5 2.05938 0.333193 0.222708 4.5142 0.333514 0.353575 0.804727 0.139879 0.141008 2.49091 0.301278 0.291534 5.12608 0.409272 0.40066 0.875614 0.186416 0.167316 2.74479 0.323209 0.355208 5.37984 0.328681 0.445721 0.995456 0.158957 0.147675 9.4 9.6 15724 2566 2662 2839
