#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.690967.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.4625 0.31875 0.333333 4.04731 0.328043 0.255293 1.21028 0.219826 0.244459 2.95 0.34375 0.2875 4.41245 0.185614 0.264062 1.41816 0.269052 0.224426 2.99 0.243333 0.231667 4.48324 0.222797 0.211133 1.43991 0.141581 0.245341 7.2 7.4 2912 672 682 630
7.5 2.45673 0.338269 0.259992 4.02901 0.42881 0.377151 1.20105 0.231692 0.269077 2.97679 0.293214 0.326786 4.48557 0.243756 0.301619 1.3837 0.196785 0.203643 2.96591 0.234091 0.294034 4.50055 0.226694 0.189334 1.39917 0.191536 0.205961 7.4 7.6 3283 828 907 753
7.7 2.68214 0.692857 0.448272 4.45137 0.827074 0.555242 1.20074 0.324437 0.216768 3.06731 0.509255 0.382308 4.71009 0.661967 0.414492 1.45484 0.28879 0.25089 3.19444 0.310555 0.386752 4.79756 0.326806 0.287228 1.46609 0.245319 0.231946 7.6 7.8 3963 1111 1060 1001
7.9 3.1788 0.825741 0.708534 5.29779 0.64619 0.734895 1.41279 0.426691 0.371639 3.50682 0.687299 0.664854 5.50059 0.674263 0.748849 1.63148 0.521306 0.356574 3.57812 0.399148 0.437053 5.40003 0.480142 0.48567 1.68006 0.397068 0.316009 7.8 8 5372 1614 1466 1371
8.1 3.47891 0.493821 0.732031 5.63029 0.34228 0.507318 1.48765 0.372694 0.308061 3.65781 0.496995 0.557813 5.85896 0.491517 0.627663 1.68183 0.398827 0.370926 3.73125 0.372538 0.415461 5.84421 0.399435 0.52183 1.72409 0.273555 0.305264 8 8.2 7074 2302 2034 1927
8.3 3.13516 0.451118 0.495682 5.38513 0.369824 0.409222 1.32478 0.326421 0.255758 3.58 0.42 0.532083 5.83867 0.362808 0.515374 1.50804 0.364736 0.289578 3.53125 0.403274 0.408102 5.69095 0.424321 0.359394 1.59644 0.326358 0.239736 8.2 8.4 8308 2926 2369 2178
8.5 2.95764 0.435218 0.461017 5.16102 0.341632 0.38966 1.24517 0.245942 0.232229 3.30625 0.434375 0.490536 5.54706 0.442536 0.462925 1.37543 0.290094 0.26272 3.36058 0.313107 0.349327 5.47988 0.328988 0.380149 1.40987 0.27365 0.205774 8.4 8.6 9261 3085 2560 2225
8.7 2.62866 0.366758 0.395742 4.8444 0.327487 0.436885 1.08927 0.211308 0.176254 3.16797 0.407031 0.463108 5.41259 0.362854 0.470896 1.3457 0.287628 0.20859 3.23478 0.33281 0.358857 5.25286 0.319783 0.346807 1.35279 0.253615 0.211501 8.6 8.8 9638 3115 2714 2285
8.9 2.41957 0.312494 0.385041 4.55915 0.28694 0.348197 0.99592 0.17676 0.169062 2.82429 0.374788 0.410952 4.99701 0.367753 0.440115 1.16266 0.180395 0.21283 2.97031 0.386632 0.367681 4.9889 0.431439 0.308672 1.209 0.196514 0.207288 8.8 9 10087 3272 2653 2262
9.1 2.15511 0.32366 0.322461 4.22983 0.321864 0.382537 0.915657 0.147606 0.1836 2.53158 0.345145 0.374172 4.79336 0.330479 0.401414 1.01802 0.144058 0.19523 2.70441 0.35913 0.307983 4.79182 0.369915 0.351838 1.13627 0.189523 0.18417 9 9.2 10181 2988 2454 2134
