#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.964342.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 4.01364 0.486363 0.713637 6.46764 0.374578 0.618013 1.76047 0.337 0.360102 4.525 0.582143 0.815 6.88812 0.350447 0.711852 1.99615 0.359893 0.384346 4.64375 0.515341 0.86875 7.05126 0.278075 0.720164 2.0993 0.297655 0.428421 7.2 7.4 10845 1644 1955 2148
7.5 3.88333 0.4875 0.572917 6.42805 0.352633 0.605898 1.66354 0.321808 0.390504 4.65 0.556818 0.760294 7.02977 0.335962 0.737193 2.06673 0.368359 0.376714 4.71667 0.427451 0.824167 7.07491 0.2424 0.59346 2.02253 0.297654 0.321418 7.4 7.6 12042 1932 2376 2612
7.7 3.73056 0.472222 0.548056 6.42643 0.311099 0.629274 1.67423 0.24045 0.344094 4.66071 0.474286 0.833631 7.03257 0.371693 0.586484 1.91815 0.384236 0.352517 4.71731 0.447115 0.834495 7.12171 0.277078 0.644403 1.96385 0.305765 0.341483 7.6 7.8 13032 2317 2713 2933
7.9 3.56364 0.46303 0.52822 6.27755 0.360046 0.5276 1.5535 0.246602 0.304442 4.44643 0.520571 0.753572 7.02474 0.31258 0.594049 1.846 0.336137 0.32599 4.72321 0.439286 0.795089 7.19484 0.26914 0.600264 1.97176 0.364768 0.341362 7.8 8 14055 2530 3027 3292
8.1 3.52065 0.600776 0.427231 6.20497 0.575524 0.536448 1.5392 0.276469 0.32393 4.48971 0.567238 0.687206 7.01938 0.455936 0.504002 1.93316 0.398057 0.362852 4.57222 0.563889 0.710764 7.14666 0.346952 0.55509 1.9312 0.37602 0.356666 8 8.2 15434 2652 3526 3690
8.3 3.83304 0.751964 0.597006 6.72887 0.816862 0.699221 1.59855 0.362403 0.293984 4.6675 0.643929 0.646346 7.42881 0.717737 0.684719 1.95021 0.475923 0.351345 4.71959 0.520149 0.560595 7.33579 0.580971 0.499236 1.93479 0.411552 0.346346 8.2 8.4 17433 3310 4143 4276
8.5 3.93929 0.594898 0.601786 7.07868 0.627725 0.688917 1.56423 0.313719 0.284354 4.649 0.576641 0.6265 7.64745 0.599086 0.631695 1.8484 0.372587 0.277124 4.6875 0.490441 0.567046 7.61307 0.420955 0.585293 1.96521 0.359896 0.327788 8.4 8.6 19149 3864 4526 5009
8.7 3.63077 0.493231 0.553686 6.75629 0.541782 0.555415 1.4373 0.247175 0.238674 4.26571 0.572619 0.530595 7.38287 0.537468 0.560375 1.65565 0.282921 0.251054 4.40086 0.464316 0.512401 7.38922 0.395097 0.524701 1.74952 0.338272 0.249228 8.6 8.8 19353 4045 4433 4873
8.9 3.16181 0.47629 0.389931 6.21151 0.414915 0.461338 1.28513 0.190616 0.234812 3.91154 0.462726 0.553205 7.00458 0.464862 0.594214 1.48005 0.20761 0.247674 4.02442 0.469812 0.466727 7.05253 0.386247 0.489796 1.54343 0.222375 0.231311 8.8 9 19039 3935 3902 4400
9.1 2.77273 0.400099 0.351017 5.74654 0.404809 0.435998 1.09356 0.21867 0.205159 3.50833 0.455556 0.396615 6.65522 0.429326 0.527115 1.32733 0.222699 0.223746 3.69423 0.420948 0.452231 6.7259 0.362604 0.499584 1.33961 0.232782 0.18089 9 9.2 18144 3568 3499 4018
9.3 2.46512 0.316915 0.283866 5.31855 0.31496 0.428402 0.963653 0.187209 0.189735 3.08125 0.32875 0.415074 6.1479 0.345918 0.459048 1.16441 0.136451 0.200244 3.33879 0.307718 0.423793 6.30773 0.332146 0.470863 1.22868 0.18339 0.177215 9.2 9.4 17785 3266 3209 3515
