#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.683373.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.48039 0.201581 0.172521 4.36471 0.0947976 0.0875869 0.76915 0.068216 0.0503492 2.91906 0.21727 0.197637 4.71308 0.0865164 0.0700998 0.850891 0.0606046 0.0488493 3.02758 0.0775096 0.0739329 4.73699 0.0561728 0.0629749 0.922266 0.0279853 0.0276508 7.2 7.4 612536 19459 17467 12763
7.5 2.53143 0.155149 0.146886 4.38363 0.106719 0.090179 0.805785 0.0656037 0.0561836 3.09431 0.158196 0.147919 4.80256 0.101174 0.0744629 0.892737 0.0438821 0.0400352 3.19097 0.0905132 0.0891292 4.9027 0.053288 0.0825734 0.968158 0.0394526 0.0253266 7.4 7.6 511896 17786 15768 11321
7.7 2.51293 0.210875 0.133062 4.40409 0.278873 0.125543 0.831034 0.0740733 0.0552875 3.19625 0.179316 0.14883 4.88979 0.160597 0.1178 0.917257 0.0674219 0.0449261 3.36431 0.0772412 0.0785234 5.07337 0.0766664 0.0841069 1.06722 0.0271735 0.0344861 7.6 7.8 423987 15740 13651 10162
7.9 2.73662 0.481549 0.258003 5.01813 0.981566 0.530796 0.907843 0.180075 0.0937922 3.42628 0.322886 0.199037 5.30056 0.517333 0.31213 0.997474 0.133391 0.0755433 3.62522 0.142372 0.118265 5.40542 0.21419 0.174621 1.14613 0.0495126 0.038821 7.8 8 352364 14711 12349 9205
8.1 3.11114 0.661642 0.337334 6.06823 0.575956 0.619441 1.04242 0.264096 0.130565 3.73266 0.39879 0.264728 6.26661 0.74465 0.642752 1.13078 0.206047 0.107527 3.98467 0.145199 0.132082 6.08057 0.347582 0.301904 1.3021 0.0888903 0.0776149 8 8.2 297111 14484 11876 8978
8.3 3.37601 0.641594 0.365899 6.33701 0.316722 0.340099 1.19403 0.270663 0.17496 3.95499 0.344252 0.24675 6.87507 0.32313 0.459995 1.27452 0.167076 0.119703 4.17792 0.143129 0.112484 6.5449 0.278114 0.231754 1.42101 0.0611926 0.0525725 8.2 8.4 250102 14359 11148 8422
8.5 3.34998 0.543057 0.301688 6.24261 0.221611 0.282823 1.19391 0.237666 0.123106 3.92576 0.293437 0.189345 6.8147 0.290955 0.354092 1.28721 0.160251 0.104292 4.21663 0.0909839 0.0776043 6.55309 0.214873 0.189998 1.46948 0.0714889 0.0617447 8.4 8.6 204524 13010 9847 7130
8.7 3.24021 0.513913 0.350881 6.04662 0.264986 0.277139 1.12922 0.215973 0.134384 3.88224 0.275646 0.198801 6.74148 0.299364 0.355246 1.24398 0.137345 0.100376 4.23588 0.0925546 0.0849657 6.55308 0.182749 0.197369 1.52164 0.0635242 0.0569127 8.6 8.8 164395 11370 8425 6219
8.9 3.1641 0.475945 0.340938 5.82621 0.270887 0.279526 1.09798 0.217086 0.117465 3.81269 0.271705 0.188789 6.66264 0.263372 0.367128 1.26739 0.146391 0.0912772 4.26821 0.0863981 0.0766602 6.51596 0.159273 0.142333 1.46004 0.0548772 0.0424241 8.8 9 131917 9768 6968 5171
9.1 3.12864 0.431092 0.353209 5.66711 0.269366 0.27068 1.07192 0.181458 0.128553 3.76241 0.282143 0.210854 6.62428 0.281337 0.293329 1.28638 0.141484 0.0995022 4.22758 0.073463 0.0728164 6.49395 0.21274 0.177166 1.46228 0.0416991 0.0505906 9 9.2 106877 8106 6017 4296
9.3 3.01794 0.430747 0.311556 5.48912 0.282264 0.201657 1.01336 0.169645 0.108193 3.67709 0.259243 0.188466 6.50439 0.306193 0.304831 1.205 0.145951 0.0859107 4.23745 0.0997987 0.0810375 6.51506 0.145393 0.191098 1.48752 0.0809188 0.056758 9.2 9.4 87996 6657 4984 3724
9.5 2.91741 0.402807 0.340337 5.32557 0.309393 0.26914 0.967807 0.168049 0.119965 3.54538 0.259665 0.219884 6.47906 0.197039 0.265836 1.25132 0.167631 0.118573 4.15635 0.0877008 0.0817385 6.4303 0.109508 0.142698 1.48622 0.0472428 0.0565186 9.4 9.6 74725 5244 4514 3240
9.7 2.82525 0.35441 0.307642 5.13621 0.272659 0.245543 0.839291 0.171413 0.0868399 3.47854 0.294665 0.201483 6.30107 0.252164 0.262826 1.20952 0.12915 0.0764385 4.09905 0.0978947 0.0737572 6.32691 0.197586 0.193918 1.42452 0.0654155 0.0453975 9.6 9.8 65430 4077 4214 2962
9.9 2.72312 0.396607 0.286289 5.10608 0.335804 0.255825 0.858771 0.166123 0.133438 3.33036 0.264374 0.23569 5.97001 0.250865 0.297628 1.1885 0.150797 0.0976622 4.14451 0.0879059 0.0814309 6.31271 0.162546 0.129346 1.51488 0.0556276 0.0477729 9.8 10 58705 2830 3730 2668
10.1 2.72609 0.318659 0.258923 5.19179 0.259808 0.269056 0.797018 0.132259 0.102351 3.08595 0.244873 0.205022 5.60065 0.353215 0.269941 1.11268 0.0971229 0.0949143 4.03704 0.0785222 0.107325 6.15735 0.158673 0.160564 1.46299 0.0436642 0.0502182 10 10.2 54222 1656 3663 2565
10.3 2.92378 0.299441 0.336242 5.38408 0.176313 0.185608 0.810415 0.146874 0.1084 2.83905 0.230191 0.182741 5.38493 0.298928 0.22562 1.00904 0.111306 0.0735227 3.81546 0.108538 0.0901935 6.08674 0.11824 0.131758 1.3296 0.0580624 0.0487167 10.2 10.4 49938 844 3709 2391
10.5 3.39975 0.292321 0.162923 5.64591 0.134197 0.16227 1.29771 0.178975 0.234014 2.56779 0.2071 0.165499 4.95561 0.246892 0.187733 0.924702 0.0629333 0.0558093 3.5442 0.0827298 0.0646377 5.83073 0.141255 0.113545 1.21754 0.0672765 0.0587834 10.4 10.6 43997 379 3432 2177
10.7 3.924 0.265192 0.3216 5.99086 0.181979 0.110409 1.09992 0.400111 0.111152 2.30015 0.184863 0.119564 4.65245 0.201125 0.189118 0.802452 0.0634209 0.0461218 3.32702 0.0716603 0.0961947 5.50979 0.117048 0.0918822 1.14173 0.0499907 0.0542799 10.6 10.8 34904 121 2666 1886
10.9 4.90263 0.114198 0.269399 6.25418 0.217811 0.116087 2.10262 0.531498 0.17301 2.25663 0.137278 0.16312 4.44789 0.162391 0.188221 0.705819 0.0586223 0.056464 2.8825 0.101295 0.0946894 5.24263 0.139821 0.198086 1.01795 0.0394648 0.0438949 10.8 11 22797 44 1520 1319
11.1 4.90263 0.562729 2.07579 6.14792 0.0471539 0.18415 2.69723 0.0824695 0.593214 2.10935 0.150337 0.211995 4.38652 0.183982 0.185294 0.594936 0.050665 0.0493158 2.41372 0.098747 0.0953476 4.84361 0.117206 0.157329 0.751681 0.0521307 0.0375068 11 11.2 11444 9 506 716
11.3 6.17916 2.46806 4.22234 6.20269 2.44454 4.21745 6.15558 2.49165 4.22717 1.80067 0.156159 0.168809 4.06165 0.42736 0.514863 0.510547 0.0579765 0.10927 2.03172 0.153811 0.158165 4.25366 0.334764 0.225438 0.73847 0.0410042 0.045628 11.2 11.4 4251 0 101 249
11.5 8.64723 0 0 8.64723 0 0 8.64723 0 0 1.99844 0.704734 0.500036 3.47199 2.89212 0.381791 0.564019 0.890678 0.166345 1.59572 0.111171 0.180731 3.40404 0.46646 0.3434 0.3719 0.035768 0.0346558 11.4 11.6 1248 0 5 65
11.7 8.64723 0 0 8.64723 0 0 8.64723 0 0 0.0414101 0 0 0.0696904 0 0 0.0131378 0 0 1.16468 0.208589 0.0417088 2.46112 0.234917 0.0868471 0.770208 0.113799 0.455628 11.6 11.8 288 0 1 6
11.9 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 0.539612 8.10761 0 0.56802 8.07921 0 0.511209 8.13602 0 11.8 12 40 0 0 1
12.1 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 12 12.2 1 0 0 0
12.3 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 12.2 12.4 1 0 0 0
12.5 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 12.4 12.6 0 0 0 0
12.7 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 12.6 12.8 0 0 0 0
12.9 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 12.8 13 0 0 0 0
13.1 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 8.64723 0 0 13 13.2 0 0 0 0
