#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.627685.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.11711 0.202895 0.210855 3.521 0.229404 0.235673 1.08483 0.144978 0.248801 2.5875 0.225 0.290625 3.84238 0.138562 0.165896 1.19836 0.127571 0.211499 2.55 0.175 0.225 3.93557 0.134009 0.195756 1.15505 0.0855457 0.110805 7.2 7.4 1927 494 525 352
7.5 2.25357 0.477311 0.359405 3.73364 0.592033 0.359771 1.17756 0.280025 0.226527 2.61818 0.278877 0.275325 3.94209 0.408966 0.235192 1.26674 0.179994 0.232907 2.725 0.258333 0.334375 4.0398 0.339243 0.190408 1.27639 0.240925 0.196342 7.4 7.6 2267 704 619 458
7.7 2.76042 0.720139 0.580871 4.58917 0.616495 0.810612 1.20638 0.472368 0.262522 2.96786 0.550893 0.47013 4.65043 0.68299 0.689384 1.34686 0.385865 0.201661 2.9375 0.333929 0.345833 4.51307 0.394859 0.43997 1.4027 0.263834 0.237923 7.6 7.8 2953 930 789 655
7.9 3.18333 0.601389 0.797043 5.05561 0.357331 0.589929 1.41334 0.431581 0.381895 3.3125 0.5825 0.58 5.30851 0.445671 0.712466 1.55051 0.469175 0.395029 3.39286 0.327143 0.491667 5.23137 0.361464 0.538115 1.49808 0.340928 0.273529 7.8 8 4267 1451 1239 1008
8.1 3.10691 0.443085 0.62157 4.96902 0.336149 0.450104 1.32595 0.314484 0.297408 3.35595 0.40186 0.578453 5.38238 0.369853 0.498926 1.48849 0.337517 0.293945 3.40833 0.290104 0.39057 5.37667 0.248017 0.382127 1.58784 0.259967 0.265665 8 8.2 5579 2156 1657 1280
8.3 2.85526 0.38432 0.475263 4.81694 0.256819 0.317916 1.20032 0.27196 0.228719 3.16724 0.406092 0.447241 5.20468 0.335398 0.45477 1.33383 0.262667 0.267306 3.15167 0.253095 0.348726 5.10877 0.361993 0.385239 1.46568 0.200722 0.272996 8.2 8.4 6499 2446 1959 1514
8.5 2.60909 0.369409 0.45444 4.56904 0.259905 0.375692 1.12079 0.185047 0.197039 3.03261 0.363081 0.472452 5.06807 0.300823 0.453546 1.28787 0.269867 0.235636 3.04821 0.280632 0.316215 4.95025 0.304823 0.349432 1.40931 0.192503 0.252166 8.4 8.6 7349 2716 2040 1563
8.7 2.37577 0.334757 0.400366 4.2446 0.26253 0.38078 1.0137 0.183314 0.181241 2.75625 0.3625 0.42875 4.74792 0.383167 0.42226 1.186 0.207747 0.202042 2.94271 0.311458 0.380208 4.80579 0.192485 0.306957 1.26279 0.199616 0.2372 8.6 8.8 7808 2916 2213 1559
8.9 2.17639 0.302922 0.335948 4.07006 0.237668 0.370402 0.928892 0.139898 0.164768 2.50192 0.381901 0.35859 4.60084 0.331144 0.379118 1.04333 0.173553 0.215985 2.76705 0.289773 0.388921 4.50607 0.401305 0.356313 1.17154 0.1563 0.23446 8.8 9 8281 2897 2131 1584
9.1 1.95121 0.300073 0.308902 3.76329 0.288668 0.311782 0.830778 0.142998 0.154577 2.35096 0.313811 0.377048 4.29453 0.356582 0.387579 0.933004 0.161206 0.223503 2.48529 0.267706 0.379044 4.45272 0.243126 0.403319 1.03174 0.135859 0.211029 9 9.2 8685 2760 2136 1538
