#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.247998.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.4 0.1625 0.225 0.584134 0.345591 0.2 0.115866 0.218991 0.05 0.45 0.125 0.45 0.507355 0.245048 0.507355 0.223798 0.242067 0.223798 0 0 0 0 0 0 0 0 0 7.2 7.4 60 5 0 0
7.5 0.5875 0.1875 0.32455 0.818269 0.142067 0.3255 0.300722 0.35721 0.214179 0.45 0.325 0.45 0.592067 0.441765 0.592067 0.0975966 0.510336 0.0975966 0 0 0 0 0 0 0 0 0 7.4 7.6 79 6 1 0
7.7 0.55 0.1625 0.55 0.692067 0.286538 0.692067 0.181731 0.421395 0.181731 0 0.775 0 0 1.07344 0 0 0.234197 0 0 0 0 0 0 0 0 0 0 7.6 7.8 80 15 2 0
7.9 0.425 0.35 0.425 0.826202 0.344471 0.826202 0.157933 0.192647 0.157933 0 0.65 0 0 0.984804 0 0 0.173798 0 0 0 0 0 0 0 0 0 0 7.8 8 98 24 3 0
8.1 0.4625 0.2125 0.4625 0.784135 0.402163 0.784135 0.16863 0.226924 0.16863 0 0.775 0 0 1.29207 0 0 0.447597 0 0 0 0 0 0 0 0 0 0 8 8.2 89 33 6 0
8.3 0.425 0.185 0.425 0.690504 0.328244 0.690504 0.278308 0.0851537 0.278308 0.0865854 0.813415 0.0865854 0.223969 1.06028 0.223969 0.0296616 0.523464 0.0296616 0 0 0 0 0 0 0 0 0 8.2 8.4 119 75 13 0
8.5 0.4 0.14375 0.4 0.586707 0.330718 0.586707 0.209378 0.0968741 0.209378 0.375 0.358333 0.375 0.718269 0.443748 0.718269 0.115866 0.250722 0.115866 0 0 0 0 0 0 0 0 0 8.4 8.6 160 93 17 0
8.7 0.45625 0.154464 0.45625 0.797475 0.168328 0.797475 0.221448 0.129304 0.221448 0.533333 0.166667 0.533333 0.776202 0.398958 0.776202 0.236302 0.211295 0.236302 0 0 0 0 0 0 0 0 0 8.6 8.8 224 115 25 0
8.9 0.458333 0.116667 0.458333 0.886597 0.0766219 0.886597 0.2165 0.111625 0.2165 0.4875 0.1625 0.4875 0.778846 0.166105 0.778846 0.241989 0.129768 0.241989 0 0 0 0 0 0 0 0 0 8.8 9 361 146 39 0
9.1 0.465 0.12875 0.465 0.884013 0.0884818 0.884013 0.230799 0.100932 0.230799 0.575 0.2 0.35 1.04062 0.143512 0.540985 0.212368 0.154943 0.146502 0 0 0 0 0 0 0 0 0 9 9.2 432 176 40 0
