#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.774498.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.97857 0.404762 0.300447 4.98243 0.195787 0.294732 1.42341 0.211068 0.212958 3.49167 0.343333 0.40303 5.29451 0.202415 0.303334 1.62898 0.246904 0.250547 3.51711 0.414713 0.411336 5.2638 0.235873 0.317774 1.67699 0.263497 0.199861 7.2 7.4 4825 954 1112 1097
7.5 2.8775 0.3075 0.316136 4.81568 0.300193 0.305454 1.36939 0.121946 0.240947 3.4725 0.3725 0.403269 5.26319 0.216488 0.299636 1.59392 0.289631 0.223594 3.61458 0.427084 0.389583 5.44409 0.247116 0.285264 1.64832 0.263748 0.199609 7.4 7.6 5461 1121 1238 1233
7.7 2.75625 0.447698 0.320139 4.81096 0.440232 0.375501 1.27748 0.190007 0.183794 3.41154 0.469712 0.409266 5.26625 0.381651 0.336488 1.56641 0.338738 0.230465 3.58214 0.362301 0.37381 5.42487 0.30199 0.234885 1.61898 0.211258 0.217777 7.6 7.8 6229 1376 1426 1461
7.9 3.03958 0.87625 0.559745 5.33117 0.815714 0.740457 1.40068 0.418824 0.293774 3.66429 0.603818 0.540952 5.66388 0.73189 0.583681 1.68328 0.489034 0.314605 3.66964 0.489181 0.43631 5.72165 0.50422 0.432857 1.60736 0.35694 0.250302 7.8 8 7351 1656 1777 1778
8.1 3.61118 0.692461 0.760184 6.04404 0.637031 0.716852 1.51758 0.408382 0.312558 4.00833 0.595614 0.669203 6.28833 0.641691 0.670903 1.76326 0.444629 0.400087 4.0622 0.453981 0.492751 6.27654 0.445328 0.496228 1.88229 0.366588 0.349869 8 8.2 9287 2357 2377 2417
8.3 3.57394 0.490698 0.577314 6.05577 0.432652 0.461153 1.44822 0.359742 0.247242 3.97955 0.541608 0.564367 6.51362 0.513063 0.592465 1.71735 0.438613 0.332253 4.01364 0.408731 0.432636 6.35093 0.411641 0.414897 1.76536 0.296619 0.277397 8.2 8.4 11255 3042 3031 2906
8.5 3.34467 0.469614 0.543977 5.82863 0.381966 0.467331 1.37217 0.284221 0.273774 3.67583 0.496894 0.508788 6.18778 0.478398 0.578536 1.55237 0.28234 0.307222 3.7275 0.413125 0.375227 6.18831 0.402458 0.400993 1.57567 0.334914 0.237714 8.4 8.6 12143 3362 3208 3149
8.7 2.94118 0.429838 0.438612 5.36778 0.397508 0.474433 1.21663 0.2095 0.208214 3.51389 0.38125 0.543376 6.05043 0.466955 0.536422 1.41899 0.229092 0.210519 3.54833 0.393908 0.353802 5.89566 0.491843 0.365241 1.46952 0.305207 0.21132 8.6 8.8 12459 3474 3206 2987
8.9 2.61316 0.383935 0.371981 5.14228 0.296807 0.464307 1.08639 0.180518 0.182689 3.139 0.419929 0.431683 5.68707 0.384992 0.505385 1.22218 0.238515 0.208892 3.3069 0.402194 0.36826 5.66447 0.422282 0.39873 1.34591 0.200462 0.178004 8.8 9 12628 3389 3010 2972
9.1 2.33839 0.371411 0.342559 4.73283 0.373145 0.414514 0.95203 0.192014 0.162656 2.917 0.348 0.44663 5.35583 0.373088 0.426265 1.13924 0.165822 0.244209 2.986 0.402333 0.373838 5.36139 0.419319 0.389221 1.17448 0.185363 0.167962 9 9.2 12771 3263 2828 2732
