#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.364435.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.836842 0.365241 0.186842 1.54499 0.55894 0.396077 0.247361 0.323235 0.113826 0.9 0.43 0.225 1.48101 0.828841 0.344471 0.294248 0.291811 0.195433 1.15 0.15 0.756818 1.41034 0.436538 0.618269 0.531731 0.242067 0.417483 7.2 7.4 211 75 27 5
7.5 0.95 0.421429 0.208333 1.95721 0.280459 0.808935 0.379328 0.275523 0.233894 1.03333 0.416667 0.333333 2.00204 0.40132 0.765504 0.401445 0.280689 0.269714 1.3875 0.2625 1.3875 1.68413 0.552403 1.68413 0.631731 0.765866 0.631731 7.4 7.6 253 122 54 6
7.7 1.3 0.241346 0.5 2.17595 0.130415 0.556724 0.591588 0.145658 0.342789 1.225 0.395 0.3 2.38124 0.230964 0.980765 0.710339 0.102647 0.381969 1.4 0.25 1.005 1.63101 0.504807 0.725874 0.631731 0.776202 0.542067 7.6 7.8 367 209 97 7
7.9 1.325 0.171154 0.346154 2.16995 0.118796 0.326924 0.615512 0.126536 0.24652 1.575 0.122222 0.5375 2.39687 0.149278 0.482244 0.761309 0.151917 0.471645 1.375 0.45 1.375 1.84487 0.5234 1.84487 0.497597 0.459134 0.497597 7.8 8 483 312 137 11
8.1 1.29286 0.144643 0.284524 2.15852 0.08922 0.230421 0.575042 0.128006 0.178647 1.52 0.28 0.45125 2.48413 0.225479 0.386647 0.719929 0.149785 0.424735 1.45 0.6 0.825 2.34928 0.429327 1.34622 0.573798 0.358655 0.147754 8 8.2 783 475 179 22
8.3 1.2225 0.125096 0.212206 2.08211 0.103437 0.230795 0.587983 0.0928389 0.154168 1.41136 0.252922 0.248864 2.35703 0.130471 0.214421 0.682454 0.0863492 0.201681 1.4 0.275 0.675 2.29447 0.478605 1.00794 0.777765 0.235697 0.50725 8.2 8.4 1043 676 289 29
8.5 1.16667 0.133333 0.245238 2.02604 0.113402 0.251656 0.540147 0.0820771 0.164089 1.37812 0.140625 0.296875 2.35629 0.113121 0.359413 0.651966 0.0764032 0.258213 1.325 0.325 0.65 2.30504 0.3101 1.18798 0.643512 0.127883 0.495916 8.4 8.6 1354 894 362 43
8.7 1.11439 0.153849 0.185975 1.9506 0.158674 0.191477 0.535499 0.0756067 0.140207 1.42083 0.161309 0.305556 2.36466 0.0641847 0.210704 0.599333 0.108095 0.156288 1.275 0.125 0.52 2.29615 0.364184 0.989907 0.587983 0.145916 0.232454 8.6 8.8 1805 1096 497 46
8.9 1.09152 0.124862 0.177518 1.92299 0.110422 0.208396 0.519522 0.0694144 0.128982 1.24167 0.138333 0.191667 2.21607 0.0868056 0.197667 0.575792 0.0895958 0.151779 1.2625 0.5125 0.2625 2.31514 0.173798 0.351806 0.498319 0.136538 0.174639 8.8 9 2245 1059 538 59
9.1 1.01111 0.126389 0.191344 1.83613 0.0999647 0.176714 0.453509 0.0829 0.0957476 1.15 0.1625 0.2175 2.09014 0.136389 0.24577 0.477972 0.110734 0.125836 1.525 0.225 0.4 2.35721 0.212739 0.333176 0.903126 0.209535 0.400841 9 9.2 2638 1029 677 47
9.3 0.939583 0.154167 0.158132 1.79877 0.118724 0.179601 0.465851 0.0748589 0.113152 1.12679 0.148214 0.210536 2.07566 0.138714 0.25912 0.467192 0.091754 0.115753 1.325 0.325 0.4 2.15889 0.293151 0.361457 0.537622 0.0864175 0.187858 9.2 9.4 3103 802 781 50
9.5 0.958929 0.136071 0.174886 1.75236 0.191389 0.231473 0.468172 0.0711638 0.111028 0.994118 0.150327 0.198979 1.92242 0.197361 0.257588 0.398015 0.0747655 0.140544 1.2 0.2125 0.325 1.99375 0.335816 0.31779 0.431495 0.156488 0.12897 9.4 9.6 3499 560 800 66
9.7 0.921429 0.131071 0.163429 1.71287 0.117999 0.223125 0.418295 0.0890488 0.123515 0.892424 0.111988 0.19565 1.75006 0.209508 0.276726 0.308348 0.11573 0.05854 1.09375 0.172917 0.252083 1.96675 0.136137 0.211098 0.572645 0.0927411 0.221923 9.6 9.8 3804 430 851 54
