#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.323935.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.725217 0.0956917 0.0882842 1.4312 0.192781 0.162769 0.256809 0.0355501 0.0305552 0.737568 0.0726025 0.0721434 1.37708 0.173611 0.126666 0.259805 0.0251698 0.0197866 0.7927 0.0609639 0.0666905 1.38671 0.129866 0.138135 0.32944 0.0367922 0.0454437 7.2 7.4 612716 25996 7684 220
7.5 0.870125 0.136658 0.136344 1.80144 0.120838 0.186012 0.302506 0.0499414 0.04525 0.87889 0.112461 0.108274 1.83011 0.164914 0.271681 0.307918 0.0371504 0.0327528 0.903656 0.0335744 0.0510902 1.74279 0.222428 0.190468 0.368576 0.0225027 0.0239326 7.4 7.6 500993 26525 7684 222
7.7 1.00277 0.143763 0.13051 1.94821 0.0763148 0.0829635 0.344443 0.0625369 0.0456317 1.04991 0.101749 0.116607 2.11549 0.0681753 0.116433 0.36994 0.0406094 0.0435695 0.958021 0.0575376 0.0671068 2.12561 0.0364766 0.143948 0.373292 0.0245341 0.0347194 7.6 7.8 404559 26308 7556 216
7.9 1.06559 0.153161 0.10966 1.98501 0.0691853 0.0563918 0.372683 0.0638067 0.0448398 1.12854 0.116385 0.0846064 2.19789 0.0478618 0.061322 0.396438 0.0455959 0.0289912 1.16437 0.0968724 0.138078 2.20844 0.104126 0.064682 0.493889 0.02297 0.0528106 7.8 8 318794 24139 7036 200
8.1 1.05524 0.127292 0.0943161 1.96298 0.0582827 0.0471641 0.374526 0.0496914 0.0386785 1.19426 0.102983 0.0791645 2.21774 0.0336411 0.034415 0.410387 0.0438587 0.0369547 1.27122 0.0731921 0.0679163 2.20664 0.0495842 0.063314 0.482663 0.0278074 0.0203021 8 8.2 245640 21251 6096 180
8.3 1.00799 0.123532 0.0883307 1.91178 0.0536435 0.0612513 0.354237 0.0502827 0.0388116 1.16992 0.095729 0.0852537 2.197 0.0335319 0.0322893 0.418648 0.0403803 0.0330218 1.24792 0.0619292 0.0688493 2.25059 0.0344493 0.103657 0.466952 0.0337039 0.0349047 8.2 8.4 186474 17689 5135 151
8.5 0.959466 0.109958 0.0848686 1.84178 0.0559247 0.0595375 0.333889 0.0398245 0.0316479 1.14505 0.0828836 0.0641402 2.17689 0.0335445 0.0323932 0.408301 0.0364554 0.0288202 1.41669 0.0750833 0.11454 2.31452 0.0237238 0.0154741 0.554919 0.0351741 0.0762694 8.4 8.6 144158 15055 4357 127
8.7 0.910288 0.0898167 0.0743328 1.75537 0.0532604 0.050971 0.309485 0.0359996 0.0300814 1.13161 0.0886555 0.064093 2.13356 0.0316741 0.029397 0.41968 0.0361642 0.0298958 1.23754 0.0491601 0.0443214 2.28058 0.0210092 0.11467 0.586546 0.0320908 0.0488871 8.6 8.8 109337 12388 3595 99
8.9 0.871907 0.0817184 0.0665385 1.71059 0.0506208 0.0570515 0.289665 0.0341076 0.0249802 1.11539 0.0820155 0.0628037 2.09542 0.0299051 0.0257847 0.403836 0.0387651 0.0285257 1.1063 0.0790641 0.0961202 2.14125 0.0968161 0.121942 0.477244 0.0469126 0.0674666 8.8 9 83399 9762 2920 77
9.1 0.838498 0.0717559 0.0763264 1.65824 0.0458796 0.0520009 0.274646 0.0233008 0.0264499 1.10043 0.0598956 0.0693991 2.08638 0.0247424 0.0364041 0.39444 0.0357958 0.0366726 1.05841 0.025587 0.0321151 2.05391 0.0852001 0.0291426 0.512184 0.0216023 0.0192218 9 9.2 63593 6959 2454 85
9.3 0.792571 0.0700586 0.0672929 1.6006 0.0469023 0.0500796 0.240544 0.0225566 0.0211279 1.0722 0.0650876 0.0518569 2.05185 0.0311551 0.035851 0.413348 0.0250081 0.0280508 1.21673 0.0622401 0.110421 2.24775 0.0374045 0.10302 0.560497 0.0679975 0.057622 9.2 9.4 48159 4580 2077 42
9.5 0.768239 0.0684139 0.0794412 1.58104 0.0550021 0.0540825 0.214195 0.0239494 0.0211998 1.02058 0.0630808 0.0427288 1.98399 0.0252289 0.0335089 0.387267 0.0342796 0.0233369 1.37115 0.165167 0.0612917 2.11799 0.149904 0.0516663 0.621 0.0448654 0.151875 9.4 9.6 36582 2814 1822 32
9.7 0.769841 0.0514417 0.0599878 1.58923 0.03395 0.040834 0.204269 0.0167112 0.0187496 1.00851 0.0465231 0.0452291 1.9303 0.0345773 0.0276757 0.372306 0.0182486 0.0239064 1.29443 0.0308079 0.0309672 2.17597 0.209116 0.11792 0.667166 0.0883636 0.0649274 9.6 9.8 27855 1502 1501 37
9.9 0.803214 0.067133 0.0687038 1.55286 0.0444136 0.0487335 0.173153 0.016168 0.0167972 0.973707 0.0582323 0.0566268 1.78406 0.0234444 0.0327938 0.332719 0.0248171 0.0187652 1.13012 0.0928583 0.0317726 1.97756 0.316269 0.25942 0.635004 0.0792552 0.20873 9.8 10 21285 732 1312 32
10.1 0.942116 0.0497652 0.0566676 1.67923 0.0370705 0.048292 0.178693 0.0299915 0.0256202 0.909474 0.0418948 0.0468193 1.73542 0.0278996 0.0353948 0.333498 0.010974 0.0156805 1.21673 0.0777055 0.0628736 1.94351 0.131059 0.201484 0.356762 0.152716 0.134186 10 10.2 16407 276 1110 36
10.3 1.00122 0.0571922 0.0395866 1.70978 0.0331973 0.0388383 0.265248 0.0854863 0.0542647 0.835649 0.0340114 0.0501625 1.65368 0.0316268 0.0345407 0.288509 0.0163845 0.0170931 0.994036 0.144006 0.180014 2.03058 0.0336087 0.272793 0.428352 0.0263429 0.0961018 10.2 10.4 13316 120 1003 38
10.5 0.98595 0.0274616 0.155384 1.47051 0.102635 0.0228896 0.269026 0.0994651 0.0386357 0.766621 0.0283934 0.023756 1.61371 0.0174363 0.0261564 0.273859 0.0127246 0.0157367 0.830565 0.179619 0.133301 1.89526 0.162787 0.350144 0.336957 0.0402406 0.0545754 10.4 10.6 10598 43 804 26
10.7 0.977853 0.14434 0.247062 1.49893 0.324566 0.296057 0.159027 0.521097 0.0373169 0.721493 0.0322683 0.0368395 1.46726 0.0936791 0.0346826 0.207367 0.0154883 0.0125172 0.697264 0.0669181 0.1014 1.71362 0.0860286 0.168505 0.373513 0.0154734 0.0211116 10.6 10.8 7957 14 602 25
10.9 1.21673 0.0622401 0.031357 1.66264 0.393652 0.039515 1.09743 0.0587509 0.95756 0.686645 0.0315886 0.024658 1.45709 0.0708878 0.0391104 0.195754 0.0106303 0.00904435 0.994036 0.0643755 0.263245 1.72758 0.031031 0.113678 0.431932 0.0454742 0.098336 10.8 11 5362 7 409 18
11.1 1.27897 1.64794 1.13567 1.66901 1.2579 0.472164 1.22664 1.70026 1.13206 0.701461 0.0404751 0.0378672 1.48889 0.0635972 0.0585604 0.184605 0.0156088 0.0109689 0.663594 0.133851 0.135983 1.37847 0.247452 0.0965241 0.359107 0.0474999 0.129226 11 11.2 2822 2 201 12
11.3 2.92691 0 0 2.92691 0 0 2.92691 0 0 0.641075 0.067381 0.0679019 1.82096 0.0476209 0.297177 0.17188 0.0097196 0.00899026 0.863543 0.25865 0.199949 1.69908 0.0181094 0.0392072 0.373513 0.105548 0.244949 11.2 11.4 1113 0 72 5
11.5 2.92691 0 0 2.92691 0 0 2.92691 0 0 0.539025 0.258419 0.0457386 1.71636 0.167992 0.120969 0.166114 0.0491553 0.0444043 2.92691 0 1.31721 2.92691 0 1.19169 2.92691 0 1.33714 11.4 11.6 289 0 21 0
11.7 2.92691 0 0 2.92691 0 0 2.92691 0 0 0.929076 0.0649599 0.679523 1.01607 0.604259 0.0307485 0.13987 0.83206 0.0339493 2.92691 0 0 2.92691 0 0 2.92691 0 0 11.6 11.8 50 0 3 0
11.9 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 11.8 12 9 0 0 0
12.1 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 12 12.2 1 0 0 0
12.3 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 12.2 12.4 0 0 0 0
12.5 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 12.4 12.6 0 0 0 0
12.7 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 12.6 12.8 0 0 0 0
12.9 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 12.8 13 0 0 0 0
13.1 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 2.92691 0 0 13 13.2 0 0 0 0
