#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.202435.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.343398 0.0369675 0.0307575 0.676437 0.0598469 0.0769811 0.123236 0.0118124 0.0109131 0.372615 0.0306472 0.0470282 0.74083 0.0585771 0.0848827 0.138859 0.0103822 0.0245381 1.34643 0 0 1.34643 0 0 1.34643 0 0 7.2 7.4 579220 11368 476 0
7.5 0.390696 0.0364026 0.0356188 0.760098 0.0416825 0.051043 0.138473 0.0129851 0.0122993 0.417926 0.0453985 0.0341284 0.835987 0.0336841 0.0617525 0.140412 0.0132478 0.0148965 1.34643 0 0 1.34643 0 0 1.34643 0 0 7.4 7.6 452217 11105 522 0
7.7 0.442201 0.0352031 0.0413863 0.820004 0.0225956 0.0335041 0.158796 0.015625 0.0172243 0.486952 0.0269996 0.0434344 0.886988 0.0249971 0.0285711 0.169062 0.0144644 0.0218277 1.34643 0 0 1.34643 0 0 1.34643 0 0 7.6 7.8 342444 10860 496 0
7.9 0.469355 0.0312179 0.0327914 0.837289 0.0155854 0.0185616 0.169522 0.0131437 0.0130096 0.522899 0.0304937 0.0348042 0.936387 0.0247327 0.032281 0.172849 0.0105232 0.0124401 1.34643 0 0 1.34643 0 0 1.34643 0 0 7.8 8 251766 10111 501 0
8.1 0.470557 0.031068 0.0298544 0.831068 0.016277 0.0164335 0.168885 0.013397 0.0113177 0.573302 0.0257584 0.0456995 0.959274 0.0157434 0.0187746 0.19308 0.0260946 0.0149629 1.34643 0 0 1.34643 0 0 1.34643 0 0 8 8.2 181753 8789 408 0
8.3 0.46055 0.0254208 0.0271567 0.814391 0.0150657 0.0173767 0.169427 0.0116767 0.0129758 0.576139 0.0259973 0.0365205 0.955809 0.0162905 0.0181748 0.215157 0.0136108 0.0154211 1.34643 0 0 1.34643 0 0 1.34643 0 0 8.2 8.4 128181 7225 344 0
8.5 0.435177 0.0228829 0.0233705 0.79583 0.0150666 0.0208983 0.159418 0.0122242 0.0129504 0.590142 0.0142447 0.0266818 0.947563 0.00857824 0.0127027 0.212566 0.0154674 0.0135531 1.34643 0 0 1.34643 0 0 1.34643 0 0 8.4 8.6 89517 5952 283 0
8.7 0.402599 0.0266609 0.0215355 0.755299 0.0198638 0.0168893 0.13677 0.00830744 0.00786181 0.591823 0.0288587 0.0337614 0.948082 0.00982815 0.0120918 0.21464 0.0192088 0.0230583 1.34643 0 0 1.34643 0 0 1.34643 0 0 8.6 8.8 62165 4697 231 0
8.9 0.385483 0.0211654 0.0225052 0.74156 0.0135181 0.0174799 0.135008 0.00956528 0.00842136 0.557409 0.0203906 0.0420697 0.93715 0.0175495 0.0171201 0.199603 0.0206468 0.0197329 1.34643 0 0 1.34643 0 0 1.34643 0 0 8.8 9 42786 3604 188 0
9.1 0.352904 0.0184663 0.0198344 0.705485 0.0193397 0.0186692 0.116042 0.00603995 0.0046582 0.545915 0.0248497 0.0219849 0.918757 0.0152914 0.0196763 0.219579 0.011344 0.0123425 1.34643 0 0 1.34643 0 0 1.34643 0 0 9 9.2 29079 2581 151 0
9.3 0.345807 0.0152856 0.0162621 0.692366 0.0120736 0.0126565 0.124921 0.00606886 0.00667912 0.558061 0.0337614 0.0304585 0.908266 0.0263274 0.028832 0.219444 0.018155 0.0163052 1.34643 0 0 1.34643 0 0 1.34643 0 0 9.2 9.4 19825 1792 129 0
9.5 0.32285 0.0156976 0.0130349 0.663378 0.0230079 0.0297143 0.0892344 0.0071173 0.00477109 0.517487 0.0244085 0.0367375 0.865918 0.0175776 0.0271415 0.205482 0.0232965 0.0170522 1.34643 0 0 1.34643 0 0 1.34643 0 0 9.4 9.6 13091 1111 108 0
