#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.394810.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.96733 0.142667 0.109095 1.83009 0.230507 0.177244 0.336858 0.052339 0.0350297 1.00571 0.102294 0.0872175 1.85396 0.118203 0.110543 0.349387 0.0275105 0.0289914 1.07751 0.0640489 0.0825769 1.9259 0.0721034 0.0983132 0.3825 0.0161716 0.0166419 7.2 7.4 586383 24787 11964 1473
7.5 1.15928 0.214233 0.171085 2.3697 0.28403 0.369971 0.400017 0.0821439 0.0554294 1.19208 0.156911 0.140853 2.21929 0.349203 0.242991 0.399397 0.0473441 0.039562 1.27226 0.0985435 0.0836239 2.2389 0.160391 0.156185 0.462241 0.0258602 0.0471621 7.4 7.6 482360 25115 11242 1510
7.7 1.37201 0.254004 0.185952 2.72364 0.147805 0.180261 0.478083 0.0976907 0.0704395 1.41039 0.183379 0.157004 2.87641 0.163903 0.326595 0.463469 0.0770904 0.0491686 1.58125 0.0847504 0.121289 2.90467 0.0985768 0.245939 0.55924 0.0523317 0.0453622 7.6 7.8 396898 25506 11049 1511
7.9 1.48786 0.240155 0.158197 2.80281 0.0908976 0.0922139 0.513716 0.100401 0.0622154 1.55709 0.18225 0.118005 3.03968 0.0933125 0.0840549 0.526737 0.0746199 0.0493096 1.69593 0.077837 0.0772221 3.07648 0.0565467 0.0924842 0.622956 0.0519307 0.0349271 7.8 8 322256 24216 10692 1481
8.1 1.46691 0.2078 0.131029 2.75875 0.0954089 0.072768 0.509749 0.0920582 0.0520247 1.61211 0.156172 0.107296 3.06489 0.0769303 0.0643587 0.563395 0.0622462 0.0470783 1.74675 0.0550104 0.046042 3.12974 0.0400894 0.0585003 0.666166 0.0250356 0.03155 8 8.2 255601 21552 9172 1284
8.3 1.42187 0.182275 0.118352 2.68623 0.0762644 0.0785756 0.499501 0.0752548 0.0520448 1.60436 0.148633 0.101736 3.06139 0.0623004 0.0665655 0.562031 0.0688264 0.0478036 1.74083 0.0550439 0.0802021 3.15091 0.0358284 0.0670903 0.622343 0.0378379 0.0411709 8.2 8.4 200659 18789 7793 1097
8.5 1.36508 0.172613 0.111675 2.59704 0.0780599 0.0876443 0.468989 0.0767209 0.0464247 1.58148 0.127471 0.108379 3.01079 0.0524621 0.0574348 0.557604 0.0687479 0.0466689 1.76859 0.0555482 0.0444887 3.01244 0.0574968 0.0422556 0.627321 0.0417252 0.038177 8.4 8.6 157242 15858 6486 919
8.7 1.31508 0.142546 0.123905 2.49991 0.083482 0.076586 0.454147 0.0531744 0.0478382 1.5177 0.130521 0.0981652 2.97131 0.0502224 0.061806 0.525008 0.0647272 0.0398073 1.80055 0.0346394 0.038862 3.09129 0.0392575 0.0502367 0.733044 0.0242661 0.0192379 8.6 8.8 123680 13460 5520 765
8.9 1.23325 0.135483 0.104086 2.41709 0.0932407 0.0884044 0.407972 0.0516356 0.0380658 1.51333 0.0963939 0.0924995 2.92058 0.0678711 0.0578268 0.527438 0.0470147 0.0473413 1.76481 0.0477444 0.0416057 3.08098 0.0529337 0.0479646 0.764982 0.0282307 0.0370716 8.8 9 96563 10713 4671 635
9.1 1.18323 0.127589 0.100834 2.34181 0.104899 0.0824192 0.378622 0.041807 0.0409201 1.46109 0.117923 0.077612 2.87394 0.0552378 0.0632505 0.526204 0.0576956 0.048508 1.70447 0.0292996 0.0347737 3.04156 0.0474558 0.0417106 0.712702 0.0235641 0.0269616 9 9.2 75240 8115 3927 492
