#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.470747.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.25018 0.157085 0.115452 2.32701 0.152262 0.122178 0.419266 0.0571392 0.0329557 1.35264 0.146311 0.0975814 2.45815 0.0917122 0.0856078 0.452571 0.0374781 0.0229551 1.53586 0.0628066 0.0828689 2.53222 0.0578766 0.0759084 0.528904 0.0199821 0.0227894 7.2 7.4 575743 23380 14763 3981
7.5 1.43052 0.286084 0.165527 2.71161 0.50088 0.31629 0.486821 0.0959743 0.0566281 1.552 0.196668 0.16103 2.6919 0.247922 0.172769 0.508549 0.0635098 0.0387411 1.69177 0.0731938 0.0875658 2.78566 0.141074 0.139488 0.576981 0.0199137 0.0245445 7.4 7.6 469347 22082 13336 3684
7.7 1.71303 0.370228 0.223294 3.45476 0.322505 0.426774 0.584543 0.15069 0.0846955 1.82555 0.263489 0.17532 3.37896 0.473891 0.47669 0.584482 0.100778 0.0536088 2.01338 0.112087 0.171469 3.43041 0.290278 0.327111 0.671615 0.0505469 0.0513683 7.6 7.8 388026 22260 12840 3617
7.9 1.9437 0.377994 0.22486 3.72186 0.158604 0.166034 0.66178 0.152077 0.0816041 2.05545 0.260037 0.17309 3.95533 0.189391 0.253472 0.670149 0.0980584 0.0592727 2.24814 0.0993233 0.0731544 3.98888 0.104625 0.164432 0.768156 0.0459784 0.0367153 7.8 8 325188 22030 12271 3671
8.1 1.99156 0.297607 0.198023 3.71269 0.117151 0.130581 0.666588 0.145863 0.0752209 2.15518 0.208976 0.146182 4.05314 0.113088 0.124726 0.723312 0.0989721 0.0701817 2.32877 0.08992 0.0762627 4.12281 0.0627799 0.0934734 0.824718 0.0577064 0.044327 8 8.2 265996 20353 11131 3223
8.3 1.92386 0.284736 0.186692 3.62254 0.117498 0.114519 0.665057 0.118198 0.0804164 2.15026 0.167176 0.1279 4.02445 0.111133 0.0923812 0.733282 0.0860832 0.0564473 2.3405 0.0824513 0.0715294 4.09165 0.0613999 0.0626678 0.867193 0.0499821 0.0370506 8.2 8.4 213416 17885 9406 2833
8.5 1.85343 0.270101 0.1721 3.54818 0.0912147 0.138304 0.639634 0.114926 0.072786 2.07288 0.148538 0.129886 3.95905 0.109689 0.0995147 0.689203 0.0742244 0.0533044 2.38211 0.0543592 0.0494025 4.10866 0.0414982 0.0606389 0.917254 0.0413073 0.0460752 8.4 8.6 169897 15422 8097 2292
8.7 1.7998 0.229255 0.168543 3.40679 0.106508 0.111129 0.606681 0.0950952 0.058131 2.04333 0.190424 0.127668 3.92561 0.102187 0.0927644 0.703223 0.0871294 0.0568777 2.42728 0.0603018 0.0791509 4.09838 0.0450625 0.0625644 0.872273 0.0380359 0.0452591 8.6 8.8 134536 13136 6807 1960
8.9 1.69249 0.223421 0.13582 3.26195 0.121019 0.120914 0.564079 0.0826045 0.0555198 2.02114 0.172879 0.101212 3.86102 0.0916438 0.0936348 0.694667 0.069746 0.0504611 2.32078 0.066787 0.0800812 4.11278 0.0325799 0.0674047 0.892741 0.0354484 0.0386208 8.8 9 106414 10997 5581 1618
9.1 1.63828 0.201838 0.153541 3.16326 0.135525 0.124947 0.52209 0.0709624 0.0506255 1.98671 0.130699 0.124745 3.841 0.0793598 0.0967395 0.70034 0.0781488 0.0543825 2.33449 0.0821557 0.0636342 4.03647 0.0615492 0.0550206 0.92524 0.0506805 0.0426876 9 9.2 83673 8492 4723 1315
9.3 1.57493 0.174446 0.132301 3.06161 0.162118 0.123552 0.476689 0.0636166 0.04358 1.97167 0.149505 0.130343 3.78022 0.0785339 0.0999784 0.725723 0.0520042 0.0492264 2.347 0.0797021 0.0750718 4.02969 0.0655274 0.0524485 0.848285 0.0290852 0.0264878 9.2 9.4 66014 6294 3871 1125
9.5 1.55558 0.1728 0.137483 3.00172 0.133728 0.101518 0.465567 0.082937 0.0535533 1.84522 0.169498 0.0981681 3.61214 0.146039 0.121752 0.642771 0.0854824 0.0420583 2.21591 0.0577288 0.0651858 3.84477 0.0610538 0.0954762 0.768346 0.031831 0.033489 9.4 9.6 53070 4327 3451 960
9.7 1.57747 0.162515 0.152383 2.98363 0.138464 0.103412 0.444319 0.0636084 0.0541985 1.84352 0.162595 0.0956476 3.52526 0.0779495 0.112315 0.680846 0.0742041 0.047603 2.33509 0.076005 0.0831163 4.03637 0.0409546 0.062778 0.862017 0.0374957 0.0359679 9.6 9.8 44284 2849 3119 823
9.9 1.5094 0.165249 0.140802 2.99106 0.132588 0.123671 0.412321 0.0634099 0.0403509 1.77969 0.128921 0.0950922 3.42743 0.0959327 0.0947838 0.677408 0.0529006 0.0488755 2.28048 0.0642841 0.0802326 4.00997 0.0387907 0.0490763 0.897136 0.0299493 0.0318832 9.8 10 39007 1730 2870 699
10.1 1.68939 0.19379 0.181144 3.11196 0.0872879 0.115165 0.423121 0.0841476 0.0565694 1.71897 0.112632 0.0953122 3.31151 0.115081 0.113123 0.609233 0.0487388 0.0461298 2.16302 0.0655181 0.0817561 3.72161 0.0485551 0.0864625 0.888228 0.039851 0.0671841 10 10.2 35432 973 2793 673
10.3 1.91061 0.169093 0.145889 3.17536 0.0814598 0.114486 0.397939 0.0980619 0.0583633 1.57924 0.0939343 0.0880352 3.11886 0.112746 0.109097 0.548348 0.041005 0.0463746 2.13404 0.0654175 0.0739801 3.74501 0.0458007 0.0791178 0.841433 0.0422426 0.0460217 10.2 10.4 32868 505 2718 683
10.5 2.0159 0.169276 0.0894427 3.26998 0.10482 0.0601528 0.498888 0.119271 0.105432 1.41435 0.120461 0.0658431 2.93504 0.102408 0.10237 0.48335 0.0384089 0.0287516 1.93452 0.0813739 0.0675011 3.61792 0.0551078 0.0500913 0.727575 0.0219346 0.0328415 10.4 10.6 30110 248 2593 743
10.7 2.27535 0.0478122 0.0359893 3.49685 0.123609 0.107488 0.752587 0.0859246 0.281874 1.31857 0.0731428 0.0795743 2.73839 0.112029 0.0810809 0.431316 0.0281459 0.0263925 1.86661 0.0973256 0.0736487 3.5487 0.0707107 0.0672114 0.635128 0.0361969 0.0330596 10.6 10.8 24975 104 2131 606
10.9 2.5241 0.37885 0.284744 3.84401 0.0230823 0.150295 1.08992 0.228229 0.387524 1.21948 0.0813938 0.0755925 2.62591 0.117771 0.110552 0.430199 0.0281806 0.0262183 1.73846 0.0490569 0.084492 3.32102 0.0802035 0.111799 0.601517 0.0441492 0.0394812 10.8 11 16425 26 1224 435
11.1 2.45361 0.0704975 0.286552 3.39929 0.0199964 0.410496 1.09366 0.332777 0.0531625 1.17406 0.0555826 0.0468879 2.6253 0.0660877 0.068253 0.422226 0.0250282 0.0203218 1.47505 0.0860846 0.0406601 3.2337 0.0700195 0.0724943 0.498897 0.0401368 0.0353546 11 11.2 8061 12 524 239
11.3 1.15227 0 0.194763 1.17871 1.25243 0.0122867 0.916441 0.209345 0.012447 1.22964 0.0660682 0.0967633 2.7663 0.154132 0.211187 0.285594 0.0334532 0.0438184 1.30669 0.153122 0.0867106 2.89191 0.114183 0.0657401 0.393406 0.0437755 0.0222656 11.2 11.4 2788 1 163 90
11.5 5.16627 0 0 5.16627 0 0 5.16627 0 0 1.19099 0.115706 0.233485 3.2607 0.161609 0.449696 0.169461 0.0524581 0.0966266 0.918326 0.272663 0.395442 2.47501 0.379154 0.335536 0.337258 0.0228189 0.104239 11.4 11.6 594 0 20 15
11.7 5.16627 0 0 5.16627 0 0 5.16627 0 0 0.121441 5.04483 0.0809162 0.149019 5.01725 0.0808548 0.0385782 5.12769 0.0257143 1.38342 0.0382426 0.980394 1.61337 0.519107 0.215965 0.361041 0.996227 0.0127243 11.6 11.8 75 0 0 2
11.9 5.16627 0 0 5.16627 0 0 5.16627 0 0 0.121441 5.04483 0 0.149019 5.01725 0 0.0938405 5.07243 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 11.8 12 8 0 1 0
12.1 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 12 12.2 0 0 0 0
12.3 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 12.2 12.4 0 0 0 0
12.5 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 12.4 12.6 0 0 0 0
12.7 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 12.6 12.8 0 0 0 0
12.9 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 12.8 13 0 0 0 0
13.1 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 5.16627 0 0 13 13.2 0 0 0 0
