#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.658060.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.275 0.283928 0.203572 3.76688 0.246702 0.229816 1.1424 0.167903 0.246633 2.73684 0.250658 0.305592 4.10489 0.234443 0.186001 1.26541 0.19001 0.25362 2.73333 0.161667 0.208333 4.28412 0.195919 0.266727 1.25507 0.144738 0.164578 7.2 7.4 2292 567 579 469
7.5 2.32917 0.406548 0.271814 3.85336 0.427777 0.318378 1.09411 0.238797 0.170062 2.78571 0.293831 0.313492 4.14067 0.326785 0.251632 1.32645 0.186458 0.221874 2.85 0.284375 0.3 4.28605 0.291224 0.219654 1.38403 0.241463 0.182545 7.4 7.6 2693 791 764 599
7.7 2.65 0.7875 0.584211 4.5505 0.737667 0.75655 1.21867 0.39606 0.270842 2.9875 0.55 0.486029 4.64582 0.719359 0.548758 1.45502 0.371277 0.301888 3.125 0.375 0.38125 4.6681 0.441298 0.422148 1.44549 0.26404 0.235002 7.6 7.8 3428 957 916 779
7.9 3.17045 0.672193 0.747538 5.26081 0.412123 0.704835 1.36468 0.425482 0.313568 3.39722 0.569445 0.641666 5.44973 0.512601 0.764067 1.55022 0.416363 0.296497 3.46563 0.328125 0.445464 5.29916 0.383394 0.507854 1.60951 0.262199 0.295284 7.8 8 4699 1564 1330 1167
8.1 3.33962 0.434702 0.681289 5.28457 0.356462 0.41856 1.40752 0.325191 0.324677 3.54 0.451667 0.531667 5.71569 0.398151 0.559598 1.56504 0.381444 0.341223 3.56458 0.319792 0.416146 5.56126 0.342762 0.414204 1.74169 0.319834 0.325322 8 8.2 6179 2178 1850 1556
8.3 3.0316 0.419785 0.531604 5.10215 0.336725 0.356596 1.28789 0.295556 0.232467 3.3871 0.416749 0.52293 5.46629 0.366876 0.473258 1.42846 0.29694 0.259369 3.377 0.3155 0.357 5.37802 0.347507 0.397124 1.53571 0.289516 0.273958 8.2 8.4 7396 2652 2142 1749
8.5 2.7619 0.34986 0.403869 4.82847 0.294422 0.380497 1.17274 0.199999 0.218579 3.12214 0.371776 0.387484 5.29861 0.33196 0.494635 1.34972 0.273023 0.242917 3.14022 0.322283 0.364384 5.23829 0.331367 0.343079 1.37501 0.219841 0.212953 8.4 8.6 8124 2941 2367 1855
8.7 2.50648 0.368518 0.405746 4.57 0.279103 0.35803 1.0711 0.187381 0.209875 2.969 0.3985 0.491581 5.12292 0.33185 0.476452 1.20754 0.258016 0.240379 3.03929 0.327381 0.30625 4.95191 0.310208 0.358665 1.28596 0.247707 0.197969 8.6 8.8 8490 2962 2362 1905
8.9 2.22986 0.345524 0.329167 4.28046 0.255001 0.32502 0.947638 0.148927 0.145185 2.6631 0.336043 0.385095 4.7563 0.349729 0.410975 1.11247 0.180278 0.216947 2.8975 0.3425 0.324423 4.76453 0.323647 0.37566 1.21419 0.163577 0.225371 8.8 9 9051 3065 2374 1864
9.1 2.05521 0.310069 0.319851 4.00041 0.280334 0.35482 0.880896 0.141166 0.175251 2.45192 0.337077 0.366629 4.58818 0.336477 0.431139 1.0023 0.156019 0.164607 2.61842 0.270864 0.330186 4.52521 0.349545 0.270688 1.08838 0.197794 0.216425 9 9.2 9302 2854 2267 1839
9.3 1.84649 0.284064 0.281836 3.75319 0.286711 0.366102 0.774226 0.139239 0.180188 2.14773 0.326439 0.302273 4.25445 0.357939 0.350371 0.838989 0.132831 0.159075 2.35357 0.269958 0.353571 4.41857 0.255145 0.391222 0.949987 0.115917 0.182545 9.2 9.4 9671 2562 2278 1712
9.5 1.72857 0.257757 0.214862 3.5999 0.301785 0.400902 0.718972 0.119448 0.157072 1.97258 0.286115 0.311094 4.06221 0.327721 0.354462 0.687596 0.151265 0.148988 2.11304 0.27654 0.335102 4.01879 0.350994 0.386758 0.777962 0.124389 0.152255 9.4 9.6 9951 2249 2076 1651
9.7 1.64118 0.174895 0.207176 3.38572 0.266734 0.299369 0.662198 0.12639 0.191484 1.65341 0.193561 0.214719 3.73138 0.300104 0.451925 0.525146 0.129471 0.113577 1.81346 0.252715 0.265962 3.75846 0.268775 0.376477 0.642078 0.0924937 0.146574 9.6 9.8 10888 1742 2118 1532
9.9 1.5 0.1875 0.145588 3.24945 0.210471 0.282539 0.570179 0.121599 0.130187 1.46935 0.189182 0.166065 3.32006 0.275959 0.324058 0.462213 0.0895889 0.101744 1.65769 0.161752 0.226171 3.5581 0.261362 0.350869 0.592968 0.0748954 0.102279 9.8 10 12051 1245 2019 1526
10.1 1.42969 0.140901 0.163778 2.98011 0.242865 0.261726 0.556029 0.101817 0.111839 1.24636 0.0911363 0.0927404 2.85003 0.274552 0.28229 0.345445 0.0708563 0.0343261 1.40577 0.162231 0.181464 3.03903 0.25519 0.30227 0.42244 0.0498512 0.084157 10 10.2 13638 765 1999 1436
10.3 1.51111 0.101389 0.123611 3.08136 0.271426 0.223909 0.554574 0.109459 0.138504 1.08493 0.0704607 0.0460426 2.48076 0.202339 0.181529 0.30162 0.0222598 0.0533482 1.25 0.0916667 0.14881 2.92385 0.212873 0.282324 0.331999 0.0443015 0.0319434 10.2 10.4 15744 405 1958 1340
10.5 1.40833 0.108333 0.1 3.02347 0.338779 0.153288 0.553969 0.0439732 0.0984248 0.939583 0.0325097 0.0281375 2.24957 0.184546 0.179828 0.222969 0.0167776 0.015962 1.0975 0.101538 0.0930883 2.61695 0.228763 0.269171 0.28755 0.0337449 0.046097 10.4 10.6 17392 190 1819 1118
10.7 1.475 0.06875 0.125 2.90096 0.0956724 0.120437 0.578008 0.107933 0.0664627 0.901136 0.0277098 0.058857 1.97064 0.132847 0.137372 0.202002 0.00924927 0.0102302 0.826786 0.0742559 0.0565476 2.03969 0.212338 0.160336 0.192831 0.0130231 0.0118407 10.6 10.8 16670 77 1467 893
10.9 1.15 0.125 0.0375 2.35408 0.176202 0.478605 0.561781 0.0341345 0.0631426 0.84569 0.0366633 0.0214472 1.81644 0.131445 0.131107 0.196598 0.0127037 0.00726838 0.842308 0.0545673 0.0748076 2.00648 0.200593 0.155766 0.198175 0.0174625 0.0107629 10.8 11 13117 25 773 546
11.1 1.425 0.325 0.175 2.83654 0.276202 0.0999999 0.545193 0.310336 0.347597 0.838636 0.0613636 0.0219697 1.68926 0.109827 0.106953 0.197969 0.010778 0.0080725 0.735714 0.0767857 0.0607143 1.79068 0.233338 0.113536 0.186334 0.00837915 0.0116572 11 11.2 7719 8 273 230
11.3 1.675 1.825 0.025 2.3762 1.15793 0.65 1.21587 0.45 0.0920672 1.025 0.0625 0.0875 2.17644 0.397597 0.147353 0.224712 0.0248083 0.0190386 0.525 0.075 0.0625 1.43197 0.231009 0.234135 0.194672 0.0218464 0.0180189 11.2 11.4 3276 2 50 70
11.5 0 0 0 0 0 0 0 0 0 2.375 0.5 1.2 3.96034 0.023798 1.06587 0.163462 1.08413 0.0764425 0.925 0.125 0.1 1.17861 0.523798 0.118269 0.413462 0.402403 0.315866 11.4 11.6 1040 0 6 4
11.7 0 0 0 0 0 0 0 0 0 0 0.075 0 0 0.0920672 0 0 0.0579328 0 0.075 1.025 0 0.0920672 1.04207 0 0.0579328 0.0158655 0 11.6 11.8 244 0 0 1
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 33 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 3 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
