#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.222685.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.401416 0.0466483 0.0361545 0.797607 0.0864321 0.0941167 0.143452 0.0159253 0.0147316 0.422423 0.0443951 0.042153 0.836661 0.118049 0.10592 0.143807 0.0199847 0.0130533 1.58632 0 0 1.58632 0 0 1.58632 0 0 7.2 7.4 610523 15612 1123 0
7.5 0.46826 0.0477252 0.0496598 0.921351 0.0438163 0.0708829 0.168243 0.0190197 0.0180906 0.482247 0.0323988 0.036936 0.991511 0.0424712 0.0739086 0.167481 0.0157846 0.0141898 1.58632 0 0 1.58632 0 0 1.58632 0 0 7.4 7.6 484920 15692 1161 0
7.7 0.520415 0.0509132 0.0476312 0.980199 0.0278543 0.0359604 0.189042 0.018511 0.0191887 0.559077 0.0451461 0.0561208 1.07421 0.0227101 0.046867 0.20169 0.0215505 0.0271343 1.58632 0 0 1.58632 0 0 1.58632 0 0 7.6 7.8 372688 15249 1125 0
7.9 0.555151 0.0454763 0.0477594 1.00235 0.0267078 0.0258365 0.203008 0.0209698 0.0186039 0.636174 0.0391104 0.0499489 1.11061 0.0159729 0.0234593 0.24196 0.0187837 0.0243847 1.58632 0 0 1.58632 0 0 1.58632 0 0 7.8 8 279441 13996 1113 0
8.1 0.555324 0.0433382 0.0427451 0.999259 0.0240204 0.0240895 0.200344 0.016427 0.0161695 0.662571 0.0219035 0.0276691 1.12922 0.012132 0.0148917 0.25663 0.0154224 0.0134816 1.58632 0 0 1.58632 0 0 1.58632 0 0 8 8.2 204465 12029 972 0
8.3 0.536068 0.0398023 0.0371213 0.975921 0.0258034 0.0238468 0.196906 0.0160436 0.0149051 0.690343 0.0243012 0.0277715 1.13189 0.0138941 0.0213224 0.257207 0.0170254 0.0191814 1.58632 0 0 1.58632 0 0 1.58632 0 0 8.2 8.4 147139 10180 786 0
8.5 0.510528 0.0367065 0.0309965 0.944052 0.0236126 0.0206697 0.187141 0.0163215 0.0149739 0.680628 0.0356653 0.0286201 1.13558 0.0149753 0.0208472 0.257561 0.0149313 0.0156411 1.58632 0 0 1.58632 0 0 1.58632 0 0 8.4 8.6 105439 8258 696 0
8.7 0.482343 0.0331215 0.0304187 0.912428 0.0230373 0.0255505 0.168454 0.0106817 0.0112067 0.689288 0.0250295 0.0300351 1.12451 0.0114279 0.0115205 0.269622 0.0185323 0.0177109 1.58632 0 0 1.58632 0 0 1.58632 0 0 8.6 8.8 74675 6465 545 0
8.9 0.456843 0.0267281 0.0279902 0.873163 0.0196611 0.0205401 0.158485 0.0114997 0.0101333 0.644746 0.0368971 0.034718 1.11184 0.0117878 0.0250667 0.254357 0.013467 0.0137097 1.58632 0 0 1.58632 0 0 1.58632 0 0 8.8 9 52459 5089 462 0
9.1 0.429123 0.026524 0.0250911 0.844918 0.0162131 0.0160559 0.137565 0.00864442 0.00963202 0.631126 0.0192682 0.0270316 1.06024 0.0291009 0.0213602 0.228555 0.012221 0.0174954 1.58632 0 0 1.58632 0 0 1.58632 0 0 9 9.2 37154 3734 347 0
