#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.766904.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.93824 0.336765 0.26011 4.81969 0.239641 0.263783 1.37558 0.208685 0.199574 3.45357 0.327198 0.487395 5.18218 0.242088 0.377937 1.62585 0.280967 0.248738 3.50312 0.396875 0.418403 5.16462 0.320226 0.289791 1.67706 0.196025 0.241798 7.2 7.4 4521 891 1027 1031
7.5 2.83864 0.314697 0.294886 4.75612 0.294834 0.282964 1.37441 0.131759 0.208201 3.40625 0.34625 0.364583 5.2062 0.216059 0.313443 1.57954 0.2674 0.236743 3.50938 0.396875 0.348438 5.36175 0.263469 0.286336 1.63126 0.26359 0.190386 7.4 7.6 5212 1122 1189 1209
7.7 2.76667 0.447222 0.334375 4.77955 0.457771 0.390191 1.30414 0.195998 0.232207 3.38864 0.407197 0.360858 5.18412 0.303475 0.343508 1.57876 0.239664 0.202812 3.50625 0.432639 0.362019 5.36697 0.311496 0.251476 1.55231 0.185883 0.204684 7.6 7.8 5959 1275 1401 1398
7.9 3.107 0.854111 0.643667 5.33696 0.805245 0.746048 1.38587 0.370022 0.314512 3.66071 0.625952 0.530033 5.66047 0.747698 0.576361 1.7062 0.450541 0.315355 3.66667 0.478646 0.432292 5.74672 0.404816 0.482918 1.67116 0.333132 0.278143 7.8 8 7215 1728 1727 1755
8.1 3.55952 0.690476 0.640774 6.01569 0.571575 0.686199 1.51013 0.425284 0.310671 3.88625 0.622679 0.669583 6.31817 0.554649 0.705905 1.71111 0.421431 0.369755 4.05288 0.453365 0.513996 6.19561 0.462093 0.540484 1.91435 0.343947 0.359369 8 8.2 9141 2363 2393 2314
8.3 3.54079 0.504835 0.585789 6.0054 0.413793 0.555164 1.44356 0.377216 0.248591 3.925 0.528409 0.519355 6.42064 0.561368 0.563384 1.67682 0.378026 0.337624 3.995 0.374118 0.42625 6.29606 0.469203 0.421775 1.80158 0.35936 0.302095 8.2 8.4 11124 3054 2950 2833
8.5 3.24087 0.493006 0.484913 5.76016 0.379535 0.41402 1.33534 0.262266 0.24213 3.71319 0.46002 0.506784 6.14998 0.465279 0.54041 1.49837 0.344184 0.271706 3.762 0.410059 0.383552 6.15172 0.416574 0.425442 1.55854 0.336365 0.219657 8.4 8.6 12092 3399 3151 3062
8.7 2.92353 0.446819 0.460434 5.39412 0.361088 0.460258 1.21228 0.214737 0.221841 3.40431 0.464238 0.507759 5.92357 0.472229 0.54121 1.40424 0.25319 0.22468 3.49615 0.398201 0.327075 5.86884 0.419862 0.363955 1.45149 0.261779 0.221004 8.6 8.8 12436 3369 3080 3082
8.9 2.61957 0.376268 0.385637 5.10077 0.342791 0.490649 1.05945 0.189601 0.210663 3.12011 0.395864 0.412331 5.61723 0.37043 0.454716 1.25864 0.210508 0.184863 3.24828 0.405296 0.349109 5.59389 0.396293 0.374283 1.31724 0.233818 0.194111 8.8 9 12592 3408 3033 2840
9.1 2.36105 0.347444 0.324588 4.67606 0.353682 0.397748 0.977136 0.174207 0.171177 2.86121 0.382732 0.418025 5.29239 0.401146 0.451815 1.08058 0.181125 0.210121 2.96591 0.442712 0.397159 5.30133 0.456387 0.422291 1.1568 0.1934 0.190132 9 9.2 12477 3213 2847 2719
