#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.804873.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.145 0.365 0.402143 5.06171 0.301305 0.322882 1.44913 0.257737 0.248235 3.725 0.419048 0.488235 5.51657 0.26622 0.33059 1.72943 0.364312 0.262092 3.7 0.414062 0.434375 5.53132 0.258125 0.323896 1.72153 0.248671 0.234324 7.2 7.4 5597 995 1220 1177
7.5 3.07308 0.351923 0.341132 5.10344 0.270261 0.318568 1.41104 0.15294 0.21308 3.68125 0.451103 0.454464 5.52783 0.289156 0.294919 1.67686 0.298302 0.232226 3.725 0.367857 0.41923 5.63227 0.275923 0.313897 1.68998 0.257932 0.214706 7.4 7.6 6210 1207 1384 1438
7.7 2.88864 0.373864 0.327699 5.002 0.373857 0.288276 1.37262 0.180513 0.182 3.49792 0.495833 0.391338 5.54903 0.320223 0.362234 1.56809 0.297728 0.173299 3.68929 0.480158 0.436654 5.65032 0.325248 0.2766 1.69122 0.261429 0.23514 7.6 7.8 6948 1432 1633 1599
7.9 3.03684 0.795102 0.506579 5.27985 0.875007 0.515531 1.33943 0.388443 0.240235 3.70179 0.627525 0.547438 5.74534 0.717053 0.484464 1.71437 0.452065 0.306291 3.82115 0.525 0.438462 5.89931 0.451925 0.354019 1.67482 0.397379 0.250286 7.8 8 8162 1808 1896 1981
8.1 3.58824 0.732919 0.722695 6.07428 0.704314 0.867428 1.48701 0.466436 0.299114 4.03587 0.675241 0.630435 6.36191 0.750341 0.629604 1.78651 0.434877 0.376642 4.053 0.555823 0.525826 6.45695 0.501802 0.522079 1.82314 0.39612 0.332946 8 8.2 10266 2374 2524 2664
8.3 3.64375 0.543986 0.582543 6.23901 0.49638 0.500623 1.47447 0.376049 0.250041 4.18676 0.535205 0.651188 6.67351 0.601352 0.581415 1.78374 0.427729 0.325512 4.16667 0.45307 0.446079 6.60384 0.389272 0.476558 1.9036 0.346263 0.34071 8.2 8.4 12353 3147 3149 3268
8.5 3.41058 0.504667 0.474863 6.02164 0.41531 0.462016 1.40174 0.271132 0.226963 3.90968 0.47001 0.545789 6.45669 0.497947 0.550077 1.59417 0.364817 0.298403 3.925 0.440385 0.405769 6.5039 0.384426 0.476607 1.70653 0.332532 0.280247 8.4 8.6 13286 3366 3441 3371
8.7 3.03125 0.432143 0.413682 5.62887 0.351607 0.428313 1.23935 0.218804 0.180677 3.61364 0.4125 0.524927 6.17129 0.475636 0.557807 1.45707 0.246799 0.226676 3.69659 0.425284 0.35585 6.18742 0.448035 0.468349 1.52269 0.286489 0.213425 8.6 8.8 13900 3585 3314 3415
8.9 2.76518 0.463445 0.410893 5.29836 0.373271 0.480783 1.09668 0.218252 0.208594 3.30862 0.413879 0.468236 5.97061 0.419373 0.482713 1.30599 0.188104 0.194722 3.37643 0.401905 0.357262 5.9074 0.354038 0.368746 1.3488 0.225519 0.192778 8.8 9 13522 3545 3149 3234
9.1 2.42826 0.368678 0.306832 4.93829 0.363227 0.413963 0.989623 0.19211 0.15645 2.98306 0.403654 0.426246 5.53701 0.347809 0.480111 1.1653 0.156198 0.224045 3.05978 0.431884 0.359782 5.60015 0.404385 0.418464 1.22528 0.218048 0.179081 9 9.2 13564 3320 2947 2994
9.3 2.18143 0.306686 0.271012 4.58259 0.332519 0.425135 0.917369 0.148372 0.193388 2.61538 0.318875 0.303926 5.09489 0.445872 0.374002 1.03717 0.142157 0.189907 2.73241 0.419865 0.27772 5.27803 0.38678 0.38344 1.07313 0.153835 0.152145 9.2 9.4 13755 2897 2671 2818
9.5 2.00865 0.271579 0.205654 4.23781 0.316069 0.319182 0.816029 0.121064 0.159904 2.39904 0.275961 0.31883 4.87171 0.341647 0.414072 0.828271 0.153563 0.163665 2.57262 0.315923 0.356878 4.98186 0.364053 0.424387 0.945339 0.136259 0.168435 9.4 9.6 13959 2584 2561 2573
9.7 1.85909 0.233052 0.188821 3.98962 0.293375 0.341322 0.711216 0.139093 0.146709 1.985 0.229286 0.245638 4.37883 0.318002 0.330048 0.621135 0.110847 0.137675 2.24224 0.312758 0.260991 4.69848 0.26057 0.367815 0.848058 0.11917 0.153033 9.6 9.8 14595 2030 2277 2381
9.9 1.68929 0.164561 0.135952 3.69029 0.316093 0.339032 0.543163 0.141634 0.103287 1.70735 0.13175 0.137115 3.89407 0.264 0.306044 0.470879 0.0848357 0.0537131 1.93478 0.233967 0.226925 4.25118 0.288946 0.332708 0.600045 0.114563 0.113132 9.8 10 15445 1445 2182 2192
10.1 1.71477 0.119949 0.118523 3.54625 0.183421 0.296326 0.603946 0.117833 0.125654 1.4657 0.0900315 0.110489 3.47564 0.252506 0.245214 0.419048 0.0618875 0.0658588 1.64483 0.184173 0.146256 3.86007 0.31892 0.282937 0.458529 0.0334478 0.0601633 10 10.2 16926 878 2134 2064
10.3 1.6475 0.165 0.0933334 3.56401 0.183205 0.255375 0.474926 0.115829 0.079131 1.28056 0.0565279 0.0560657 2.97474 0.176653 0.24897 0.316817 0.0269082 0.0473495 1.45 0.109375 0.132051 3.46668 0.231293 0.293106 0.399187 0.0427154 0.0415452 10.2 10.4 18774 462 1970 1856
10.5 1.60833 0.121667 0.138333 3.6286 0.252042 0.187577 0.480964 0.0747125 0.11149 1.09022 0.0508541 0.0385225 2.46137 0.142351 0.154363 0.234854 0.00920849 0.0099864 1.25395 0.0652193 0.0664474 3.12413 0.173688 0.220747 0.317013 0.0178731 0.0325073 10.4 10.6 19753 192 1773 1508
10.7 1.425 0.183333 0.133333 3.34615 0.261619 0.1601 0.52284 0.0670672 0.0410115 0.982738 0.0385581 0.0304654 2.10279 0.106146 0.103615 0.224828 0.00942381 0.00783467 1.09839 0.0739814 0.068387 2.68307 0.122396 0.207564 0.227726 0.00894049 0.0135593 10.6 10.8 18896 71 1294 1112
10.9 1.725 0.1 0.3 3.39615 0.53089 0.520673 0.482454 0.0896639 0.0706724 0.944355 0.0306452 0.0259337 2.0595 0.122692 0.126237 0.210199 0.00695422 0.00622705 0.935714 0.0317858 0.0632142 2.32403 0.122599 0.189907 0.210332 0.00812212 0.00918075 10.8 11 14614 23 736 643
11.1 0.725 0.5 0.3 2.2524 1.6762 0.865866 0.24363 0.0960336 0.0460336 0.947222 0.0236111 0.0472223 1.96538 0.115622 0.19652 0.220815 0.0148838 0.0149243 0.83125 0.04375 0.0479167 1.89541 0.171763 0.110887 0.175383 0.0148107 0.0138554 11 11.2 8793 6 213 264
11.3 0 0.225 0 0 0.242067 0 0 0.207933 0 0.75 0.2 0.275 1.97308 0.246874 0.235579 0.117597 0.0154173 0.0120672 0.7125 0.0208334 0.0875 2.02499 0.140386 0.328001 0.200756 0.016633 0.0219078 11.2 11.4 4027 0 33 64
