#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.323935.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.67 0.155 0.12 1.10481 0.442303 0.147597 0.210849 0.171605 0.090014 0.8375 0.1625 0.1875 1.35096 0.326924 0.253042 0.335579 0.267546 0.187983 0.5875 0.7375 0.5875 0.734134 0.607933 0.734134 0.300781 1.00715 0.300781 7.2 7.4 160 36 7 2
7.5 0.678125 0.388542 0.217559 1.31129 0.362017 0.443748 0.230773 0.276723 0.116509 0.85 0.35 0.275 1.56966 0.271444 0.612088 0.406252 0.26929 0.265025 0.275 1 0.275 0.292067 1.05 0.292067 0.113462 0.560336 0.113462 7.4 7.6 147 55 20 0
7.7 0.800376 0.421846 0.175376 1.53467 0.257908 0.509192 0.339664 0.253559 0.208036 0.8125 0.3375 0.3 1.47067 0.370672 0.682201 0.453126 0.204571 0.331731 0.225 1.375 0.225 0.242067 1.39207 0.242067 0.0968033 0.719062 0.0968033 7.6 7.8 172 105 34 1
7.9 0.95 0.235 0.2625 1.65881 0.143468 0.559535 0.444594 0.162259 0.228728 0.8 0.425 0.2 1.51827 0.403524 0.731731 0.412504 0.206488 0.296638 0.283333 0.841667 0.283333 0.726862 0.691407 0.726862 0.0875966 0.870336 0.0875966 7.8 8 288 168 46 3
8.1 1.04 0.16625 0.2775 1.71843 0.0947114 0.277944 0.480718 0.0983708 0.275189 1.0875 0.375 0.725678 1.86566 0.148881 1.07346 0.560577 0.122599 0.458701 0.725 0.525 0.725 0.891581 0.760823 0.891581 0.315866 0.392067 0.315866 8 8.2 399 283 80 4
8.3 0.98125 0.0969759 0.248437 1.67884 0.112983 0.442303 0.473091 0.102211 0.143939 1.3 0.275 0.479464 1.93521 0.122 0.593144 0.657694 0.408172 0.335394 1.3 0.75 0.9375 1.87067 0.213462 1.27861 0.523798 0.0579327 0.416887 8.2 8.4 547 376 140 7
8.5 0.911364 0.0948864 0.136364 1.61171 0.15535 0.294935 0.476026 0.108469 0.146937 1.14286 0.100893 0.317857 1.86677 0.120637 0.509932 0.506974 0.154084 0.211781 1.15 0.2 1.15 1.46827 0.3 1.46827 0.831731 0.384134 0.831731 8.4 8.6 769 512 172 6
8.7 0.921429 0.096627 0.171429 1.59535 0.0941917 0.212337 0.445899 0.0706902 0.164168 1.16154 0.196795 0.282967 1.9274 0.0888283 0.259127 0.524882 0.113641 0.231252 1.175 0.15 1.175 1.34207 0.934134 1.34207 0.565866 0.0896639 0.565866 8.6 8.8 1142 709 280 10
8.9 0.845 0.119063 0.16898 1.50198 0.0964699 0.253424 0.415766 0.0698136 0.143484 1.09167 0.208333 0.396015 1.83714 0.163101 0.278105 0.450826 0.0953504 0.174593 1.1 0.525 0.475 1.48377 0.76863 0.741706 0.607933 0.0793276 0.35 8.8 9 1339 729 305 9
9.1 0.864474 0.106955 0.132442 1.50372 0.0764444 0.181618 0.418581 0.0631139 0.15144 0.965625 0.184375 0.192411 1.76283 0.117772 0.209896 0.424221 0.0511403 0.15148 0.925 0.275 0.3 1.23413 0.920672 0.490025 0.563462 0.0444706 0.271034 9 9.2 1765 668 390 15
