#Observed stellar masses in Msun
#Infall delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.812467.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_Delay_Time(MW) Err+ Err- +1_sigma_Infall_Delay_Time(MW) Err+ Err- -1_sigma_Infall_Delay_Time(MW) Err+ Err- Median_Infall_Delay_Time(GR) Err+ Err- +1_sigma_Infall_Delay_Time(GR) Err+ Err- -1_sigma_Infall_Delay_Time(GR) Err+ Err- Median_Infall_Delay_Time(CL) Err+ Err- +1_sigma_Infall_Delay_Time(CL) Err+ Err- -1_sigma_Infall_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.37103 0.219915 0.25312 5.75188 0.126451 0.146704 0.988676 0.0760757 0.078309 4.07347 0.201332 0.241535 6.20583 0.110986 0.131658 1.06916 0.0589836 0.058346 4.2052 0.110017 0.131728 6.18788 0.0804954 0.0888276 1.2442 0.0420005 0.0373085 7.2 7.4 648174 17639 17324 15145
7.5 3.44988 0.181673 0.184375 5.78048 0.10586 0.0860896 1.04453 0.095166 0.0680975 4.23141 0.183887 0.178639 6.32424 0.0855694 0.100914 1.10655 0.0702035 0.0568215 4.41991 0.058908 0.0748749 6.4128 0.0649738 0.081924 1.29545 0.0238867 0.0219215 7.4 7.6 558507 16702 16079 14259
7.7 3.40174 0.168002 0.122311 5.77293 0.127052 0.0880966 1.09958 0.0695989 0.067562 4.37409 0.139084 0.145819 6.40773 0.0916824 0.105169 1.19122 0.069469 0.0648898 4.56586 0.0639815 0.0618086 6.55136 0.0452328 0.0580339 1.40355 0.0337722 0.0444394 7.6 7.8 472035 15213 14542 12878
7.9 3.42104 0.281191 0.162059 5.83132 0.35501 0.166058 1.10914 0.120672 0.0622979 4.50323 0.214228 0.168713 6.52424 0.204239 0.135062 1.23645 0.0974777 0.0688505 4.68833 0.0674424 0.0748482 6.7064 0.0839806 0.0664911 1.41252 0.0364816 0.0316666 7.8 8 390227 13701 12848 11589
8.1 3.61362 0.580009 0.267965 6.36821 1.18955 0.511699 1.20999 0.219871 0.114157 4.74639 0.332228 0.232941 6.96783 0.678531 0.290475 1.39938 0.185082 0.107466 4.9616 0.136832 0.141278 7.17169 0.182259 0.223175 1.55274 0.0674492 0.0624999 8 8.2 322337 12737 11863 10561
8.3 4.07067 0.746163 0.435981 7.55242 0.701997 0.785832 1.38101 0.301311 0.16236 5.07618 0.379574 0.256802 7.95661 0.831281 0.646373 1.6377 0.192935 0.153344 5.3393 0.164433 0.127326 7.74834 0.336385 0.228167 1.77296 0.104834 0.0739298 8.2 8.4 268520 12425 11089 10023
8.5 4.29174 0.687559 0.446193 7.72587 0.452436 0.445192 1.47028 0.349664 0.172122 5.20808 0.361362 0.203605 8.40306 0.547338 0.564133 1.68258 0.256687 0.141387 5.51931 0.140631 0.106471 8.01671 0.281661 0.195798 1.91477 0.0865238 0.0655946 8.4 8.6 224420 11781 10219 9170
8.7 4.19696 0.64153 0.352584 7.57061 0.39356 0.381809 1.4826 0.281155 0.169055 5.16349 0.329255 0.232416 8.33246 0.46348 0.49243 1.63897 0.220459 0.132628 5.61025 0.145257 0.0983987 8.11753 0.232586 0.175979 2.0308 0.13038 0.0950879 8.6 8.8 182796 10536 8978 7830
8.9 4.07809 0.579089 0.385867 7.32277 0.393153 0.416413 1.43522 0.275097 0.18184 5.11545 0.308921 0.210007 8.32891 0.428602 0.457904 1.69722 0.16907 0.124494 5.61616 0.0911808 0.105835 8.07824 0.222098 0.158052 2.07525 0.0573146 0.0783422 8.8 9 147153 9087 7368 6567
9.1 3.93622 0.598445 0.378787 6.99259 0.451127 0.391957 1.43393 0.261174 0.156155 4.96521 0.342696 0.192514 8.09481 0.530744 0.44108 1.63383 0.194946 0.139809 5.62192 0.135226 0.101635 8.11536 0.19805 0.15476 2.01539 0.0995011 0.0881417 9 9.2 119710 7798 6212 5566
9.3 3.77058 0.581716 0.372107 6.78493 0.455604 0.357612 1.29966 0.210972 0.135481 4.87068 0.29209 0.257493 8.05078 0.411145 0.379788 1.60786 0.148535 0.117042 5.52008 0.0974889 0.104408 7.96097 0.202338 0.15185 2.07608 0.129538 0.0893373 9.2 9.4 98426 6578 5308 4664
9.5 3.75906 0.503391 0.399912 6.6889 0.403704 0.349861 1.29291 0.210123 0.170057 4.69722 0.349563 0.256384 8.06454 0.386701 0.371405 1.5557 0.220298 0.121685 5.63458 0.116858 0.117205 8.06035 0.18755 0.193112 2.16986 0.104554 0.110789 9.4 9.6 82817 5280 4565 4084
9.7 3.63581 0.432766 0.31576 6.45348 0.353691 0.324131 1.23542 0.195634 0.129118 4.48273 0.372112 0.250545 7.81292 0.351565 0.413191 1.52623 0.173509 0.0953988 5.62803 0.0982571 0.11156 8.09577 0.220942 0.174384 2.11283 0.113906 0.0908189 9.6 9.8 71996 3955 4249 3646
9.9 3.53807 0.382066 0.334617 6.48073 0.294022 0.345291 1.16459 0.153947 0.112818 4.24465 0.363503 0.264098 7.43037 0.380772 0.404229 1.43874 0.158153 0.0875753 5.39947 0.113344 0.0816579 7.77189 0.258974 0.178735 2.02027 0.0908151 0.0901511 9.8 10 63497 2779 3677 3403
10.1 3.57911 0.341947 0.241069 6.27965 0.437145 0.237129 1.04189 0.237072 0.147467 3.98741 0.366115 0.239436 7.01329 0.434424 0.369763 1.40986 0.183021 0.108296 5.33512 0.115059 0.110734 7.7015 0.193594 0.202922 1.84753 0.0734602 0.0626458 10 10.2 57216 1651 3584 3139
10.3 3.84121 0.364188 0.305765 6.72065 0.234614 0.345926 1.24973 0.211263 0.181826 3.66434 0.326116 0.256482 6.62313 0.374016 0.321049 1.32004 0.133901 0.099182 5.11395 0.101482 0.121559 7.54579 0.161519 0.145809 1.81777 0.059482 0.0813662 10.2 10.4 51673 796 3501 2931
10.5 4.37289 0.333304 0.465715 7.29681 0.15025 0.208017 1.37641 0.516373 0.300933 3.46244 0.303404 0.20217 6.12157 0.38584 0.263388 1.19941 0.12425 0.0815123 4.7842 0.122118 0.080915 7.37323 0.133818 0.130254 1.68247 0.0670091 0.0445402 10.4 10.6 44965 309 3259 2545
10.7 5.046 0.306897 0.123321 7.46575 0.199483 0.186559 1.34005 0.539038 0.459243 3.07434 0.311616 0.180233 5.87581 0.266126 0.3269 1.0653 0.0864353 0.0936856 4.38794 0.132124 0.0897593 7.24221 0.114381 0.163643 1.46365 0.0554723 0.0484154 10.6 10.8 35975 108 2647 2208
10.9 5.39365 0.0813684 0.470974 7.06397 0.32116 0.180855 3.06751 0.671363 0.167952 2.93242 0.193913 0.162931 5.46756 0.276962 0.234822 0.942297 0.0792159 0.0530172 3.9232 0.141752 0.131417 6.63312 0.158212 0.164959 1.29425 0.0576103 0.0630476 10.8 11 23489 31 1422 1490
11.1 6.31716 0.58416 0.842144 8.21219 0.958933 1.01504 5.0065 0.245907 0.207827 2.58367 0.291442 0.194456 5.57423 0.188964 0.258889 0.773928 0.0807812 0.0785217 3.34425 0.0903845 0.163881 6.05823 0.189082 0.229253 1.24043 0.0510195 0.0751898 11 11.2 12051 7 489 817
11.3 5.63723 5.08526 0.570705 9.11669 1.60581 2.22754 5.58195 5.14054 0.571496 3.23995 0.35458 0.208525 5.47658 0.296721 0.279626 0.490759 0.173182 0.0803919 2.57328 0.0832167 0.130648 5.07065 0.274967 0.213519 0.683192 0.0664948 0.0463269 11.2 11.4 4873 0 61 325
11.5 10.7225 0 0 10.7225 0 0 10.7225 0 0 1.21109 1.23747 0.0612764 4.11731 0.0963488 2.92567 0.697778 0.468526 0.0577464 1.76539 0.309871 0.185309 4.04029 0.428364 0.356345 0.404468 0.040801 0.0306244 11.4 11.6 1678 0 1 84
11.7 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 2.92721 0.271035 1.96081 3.95883 0.315545 0.561241 0.392389 0.255223 0.082241 11.6 11.8 453 0 0 12
11.9 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 11.8 12 92 0 0 0
12.1 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 12 12.2 11 0 0 0
12.3 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 12.2 12.4 1 0 0 0
12.5 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 12.4 12.6 0 0 0 0
12.7 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 12.6 12.8 0 0 0 0
12.9 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 12.8 13 0 0 0 0
13.1 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 10.7225 0 0 13 13.2 0 0 0 0
